site,scenario,tracer,control_plane,peak_time
Cecil,hourly,psi01,50,62.125
Cecil,hourly,psi01,100,146.0
Cecil,hourly,psi01,200,292.625
Cecil,hourly,psi01,300,539.833
Cecil,hourly,psi02,50,12.3949
Cecil,hourly,psi02,100,95.917
Cecil,hourly,psi02,200,211.083
Cecil,hourly,psi02,300,444.083
Cecil,daily,psi01,50,62.1143
Cecil,daily,psi01,100,150.0
Cecil,daily,psi01,200,300.0
Cecil,daily,psi01,300,549.0
Cecil,daily,psi02,50,12.0
Cecil,daily,psi02,100,92.0
Cecil,daily,psi02,200,207.0
Cecil,daily,psi02,300,447.0
Cecil,monthly,psi01,50,72.0
Cecil,monthly,psi01,100,183.0
Cecil,monthly,psi01,200,335.0
Cecil,monthly,psi01,300,621.0
Cecil,monthly,psi02,50,14.1167
Cecil,monthly,psi02,100,104.0
Cecil,monthly,psi02,200,253.0
Cecil,monthly,psi02,300,496.0
Flanagan,hourly,psi01,50,86.25
Flanagan,hourly,psi01,100,136.333
Flanagan,hourly,psi01,200,349.042
Flanagan,hourly,psi01,300,520.542
Flanagan,hourly,psi02,50,20.333
Flanagan,hourly,psi02,100,101.465
Flanagan,hourly,psi02,200,209.792
Flanagan,hourly,psi02,300,448.833
Flanagan,daily,psi01,50,86.0
Flanagan,daily,psi01,100,138.0
Flanagan,daily,psi01,200,354.0
Flanagan,daily,psi01,300,538.0
Flanagan,daily,psi02,50,20.2382
Flanagan,daily,psi02,100,101.0
Flanagan,daily,psi02,200,206.0
Flanagan,daily,psi02,300,452.0
Flanagan,monthly,psi01,50,83.0
Flanagan,monthly,psi01,100,162.0
Flanagan,monthly,psi01,200,389.0
Flanagan,monthly,psi01,300,576.0
Flanagan,monthly,psi02,50,16.168
Flanagan,monthly,psi02,100,110.0
Flanagan,monthly,psi02,200,259.0
Flanagan,monthly,psi02,300,499.0
HoustonBlack,hourly,psi01,50,94.3919
HoustonBlack,hourly,psi01,100,164.958
HoustonBlack,hourly,psi01,200,662.417
HoustonBlack,hourly,psi01,300,829.875
HoustonBlack,hourly,psi02,50,31.958
HoustonBlack,hourly,psi02,100,110.0
HoustonBlack,hourly,psi02,200,506.333
HoustonBlack,hourly,psi02,300,795.417
HoustonBlack,daily,psi01,50,94.0
HoustonBlack,daily,psi01,100,192.0
HoustonBlack,daily,psi01,200,677.0
HoustonBlack,daily,psi01,300,835.0
HoustonBlack,daily,psi02,50,31.5903
HoustonBlack,daily,psi02,100,107.0
HoustonBlack,daily,psi02,200,512.0
HoustonBlack,daily,psi02,300,803.0
HoustonBlack,monthly,psi01,50,100.0
HoustonBlack,monthly,psi01,100,401.0
HoustonBlack,monthly,psi01,200,768.0
HoustonBlack,monthly,psi01,300,899.0
HoustonBlack,monthly,psi02,50,25.4729
HoustonBlack,monthly,psi02,100,137.0
HoustonBlack,monthly,psi02,200,634.0
HoustonBlack,monthly,psi02,300,825.0
Kalamazoo,hourly,psi01,50,73.0
Kalamazoo,hourly,psi01,100,114.458
Kalamazoo,hourly,psi01,200,174.75
Kalamazoo,hourly,psi01,300,210.667
Kalamazoo,hourly,psi02,50,21.792
Kalamazoo,hourly,psi02,100,90.25
Kalamazoo,hourly,psi02,200,144.042
Kalamazoo,hourly,psi02,300,178.625
Kalamazoo,daily,psi01,50,72.0
Kalamazoo,daily,psi01,100,117.498
Kalamazoo,daily,psi01,200,177.0
Kalamazoo,daily,psi01,300,228.0
Kalamazoo,daily,psi02,50,21.4123
Kalamazoo,daily,psi02,100,89.5252
Kalamazoo,daily,psi02,200,142.0
Kalamazoo,daily,psi02,300,177.0
Kalamazoo,monthly,psi01,50,76.0
Kalamazoo,monthly,psi01,100,135.0
Kalamazoo,monthly,psi01,200,190.0
Kalamazoo,monthly,psi01,300,259.0
Kalamazoo,monthly,psi02,50,14.9239
Kalamazoo,monthly,psi02,100,93.0
Kalamazoo,monthly,psi02,200,165.0
Kalamazoo,monthly,psi02,300,190.0
Kuma,hourly,psi01,50,59.292
Kuma,hourly,psi01,100,114.458
Kuma,hourly,psi01,200,444.708
Kuma,hourly,psi01,300,575.792
Kuma,hourly,psi02,50,9.708
Kuma,hourly,psi02,100,82.4817
Kuma,hourly,psi02,200,195.542
Kuma,hourly,psi02,300,503.75
Kuma,daily,psi01,50,59.0
Kuma,daily,psi01,100,116.441
Kuma,daily,psi01,200,454.0
Kuma,daily,psi01,300,660.0
Kuma,daily,psi02,50,9.20115
