site,scenario,tracer,control_plane,peak_time
Cecil,hourly,psi02,50,25.7278
Cecil,hourly,psi02,100,110.875
Cecil,hourly,psi02,200,261.667
Cecil,hourly,psi02,300,412.958
Cecil,hourly,psi01,50,49.958
Cecil,hourly,psi01,100,157.167
Cecil,hourly,psi01,200,301.792
Cecil,hourly,psi01,300,469.292
Cecil,daily,psi02,50,15.0
Cecil,daily,psi02,100,99.0
Cecil,daily,psi02,200,260.0
Cecil,daily,psi02,300,416.0
Cecil,daily,psi01,50,54.0
Cecil,daily,psi01,100,163.0
Cecil,daily,psi01,200,308.53
Cecil,daily,psi01,300,480.0
Cecil,monthly,psi02,50,46.0
Cecil,monthly,psi02,100,142.0
Cecil,monthly,psi02,200,286.0
Cecil,monthly,psi02,300,472.0
Cecil,monthly,psi01,50,67.0
Cecil,monthly,psi01,100,188.0
Cecil,monthly,psi01,200,339.0
Cecil,monthly,psi01,300,525.0
Flanagan,hourly,psi02,50,2.25
Flanagan,hourly,psi02,100,41.4577
Flanagan,hourly,psi02,200,201.333
Flanagan,hourly,psi02,300,349.833
Flanagan,hourly,psi01,50,24.375
Flanagan,hourly,psi01,100,66.958
Flanagan,hourly,psi01,200,289.792
Flanagan,hourly,psi01,300,460.5
Flanagan,daily,psi02,50,2.0
Flanagan,daily,psi02,100,41.0
Flanagan,daily,psi02,200,208.0
Flanagan,daily,psi02,300,354.0
Flanagan,daily,psi01,50,21.0
Flanagan,daily,psi01,100,80.0
Flanagan,daily,psi01,200,294.0
Flanagan,daily,psi01,300,472.0
Flanagan,monthly,psi02,50,3.57973
Flanagan,monthly,psi02,100,18.3496
Flanagan,monthly,psi02,200,121.0
Flanagan,monthly,psi02,300,318.0
Flanagan,monthly,psi01,50,14.3496
Flanagan,monthly,psi01,100,60.0
Flanagan,monthly,psi01,200,265.0
Flanagan,monthly,psi01,300,412.0
HoustonBlack,hourly,psi02,50,17.3991
HoustonBlack,hourly,psi02,100,274.125
HoustonBlack,hourly,psi02,200,440.417
HoustonBlack,hourly,psi02,300,719.667
HoustonBlack,hourly,psi01,50,47.458
HoustonBlack,hourly,psi01,100,336.583
HoustonBlack,hourly,psi01,200,497.625
HoustonBlack,hourly,psi01,300,783.125
HoustonBlack,daily,psi02,50,17.0
HoustonBlack,daily,psi02,100,270.0
HoustonBlack,daily,psi02,200,443.0
HoustonBlack,daily,psi02,300,727.0
HoustonBlack,daily,psi01,50,41.0
HoustonBlack,daily,psi01,100,345.0
HoustonBlack,daily,psi01,200,512.0
HoustonBlack,daily,psi01,300,792.0
HoustonBlack,monthly,psi02,50,20.1379
HoustonBlack,monthly,psi02,100,289.0
HoustonBlack,monthly,psi02,200,482.0
HoustonBlack,monthly,psi02,300,789.0
HoustonBlack,monthly,psi01,50,58.0
HoustonBlack,monthly,psi01,100,343.0
HoustonBlack,monthly,psi01,200,572.0
HoustonBlack,monthly,psi01,300,882.0
Kalamazoo,hourly,psi02,50,0.917
Kalamazoo,hourly,psi02,100,37.958
Kalamazoo,hourly,psi02,200,60.792
Kalamazoo,hourly,psi02,300,83.792
Kalamazoo,hourly,psi01,50,33.4397
Kalamazoo,hourly,psi01,100,57.833
Kalamazoo,hourly,psi01,200,94.833
Kalamazoo,hourly,psi01,300,165.958
Kalamazoo,daily,psi02,50,0.503806
Kalamazoo,daily,psi02,100,34.5
Kalamazoo,daily,psi02,200,60.5278
Kalamazoo,daily,psi02,300,89.0
Kalamazoo,daily,psi01,50,33.0
Kalamazoo,daily,psi01,100,57.5666
Kalamazoo,daily,psi01,200,125.0
Kalamazoo,daily,psi01,300,169.0
Kalamazoo,monthly,psi02,50,23.0032
Kalamazoo,monthly,psi02,100,67.0
Kalamazoo,monthly,psi02,200,91.0
Kalamazoo,monthly,psi02,300,123.0
Kalamazoo,monthly,psi01,50,43.0
Kalamazoo,monthly,psi01,100,77.0
Kalamazoo,monthly,psi01,200,116.0
Kalamazoo,monthly,psi01,300,180.0
Kuma,hourly,psi02,50,2.333
Kuma,hourly,psi02,100,44.4807
Kuma,hourly,psi02,200,365.917
Kuma,hourly,psi02,300,660.708
Kuma,hourly,psi01,50,27.083
Kuma,hourly,psi01,100,274.542
Kuma,hourly,psi01,200,411.667
Kuma,hourly,psi01,300,720.0
Kuma,daily,psi02,50,2.0
Kuma,daily,psi02,100,44.0
Kuma,daily,psi02,200,366.0
Kuma,daily,psi02,300,669.0
Kuma,daily,psi01,50,27.0
Kuma,daily,psi01,100,275.929
Kuma,daily,psi01,200,419.0
Kuma,daily,psi01,300,725.0
Kuma,monthly,psi02,50,12.6643
Kuma,monthly,psi02,100,63.6958
Kuma,monthly,psi02,200,378.0
Kuma,monthly,psi02,300,693.0
Kuma,monthly,psi01,50,37.6281
Kuma,monthly,psi01,100,111.657
Kuma,monthly,psi01,200,428.0
Kuma,monthly,psi01,300,753.0
Palouse,hourly,psi02,50,1.208
Palouse,hourly,psi02,100,32.083
Palouse,hourly,psi02,200,184.167
Palouse,hourly,psi02,300,379.75
Palouse,hourly,psi01,50,25.4289
Palouse,hourly,psi01,100,121.292
Palouse,hourly,psi01,200,281.417
Palouse,hourly,psi01,300,427.125
Palouse,daily,psi02,50,1.0
Palouse,daily,psi02,100,25.0
Palouse,daily,psi02,200,184.0
Palouse,daily,psi02,300,384.0
Palouse,daily,psi01,50,24.0
Palouse,daily,psi01,100,139.0
Palouse,daily,psi01,200,294.0
Palouse,daily,psi01,300,439.0
Palouse,monthly,psi02,50,7.86561
Palouse,monthly,psi02,100,48.8334
Palouse,monthly,psi02,200,203.0
Palouse,monthly,psi02,300,395.0
Palouse,monthly,psi01,50,32.8334
Palouse,monthly,psi01,100,101.0
Palouse,monthly,psi01,200,273.0
Palouse,monthly,psi01,300,441.0
Pullman,hourly,psi02,50,1.417
Pullman,hourly,psi02,100,78.0
Pullman,hourly,psi02,200,406.75
Pullman,hourly,psi02,300,751.083
Pullman,hourly,psi01,50,27.042
Pullman,hourly,psi01,100,309.208
Pullman,hourly,psi01,200,576.208
Pullman,hourly,psi01,300,800.792
Pullman,daily,psi02,50,10.0
Pullman,daily,psi02,100,60.7414
Pullman,daily,psi02,200,415.0
Pullman,daily,psi02,300,766.0
Pullman,daily,psi01,50,29.0
Pullman,daily,psi01,100,324.0
Pullman,daily,psi01,200,618.0
Pullman,daily,psi01,300,858.0
Pullman,monthly,psi02,50,6.61474
Pullman,monthly,psi02,100,46.7208
Pullman,monthly,psi02,200,436.0
Pullman,monthly,psi02,300,794.0
Pullman,monthly,psi01,50,21.6147
Pullman,monthly,psi01,100,282.0
Pullman,monthly,psi01,200,614.0
Pullman,monthly,psi01,300,1063.0
Yolo,hourly,psi02,50,2.3571
Yolo,hourly,psi02,100,37.0401
Yolo,hourly,psi02,200,292.208
Yolo,hourly,psi02,300,422.0
Yolo,hourly,psi01,50,24.417
Yolo,hourly,psi01,100,115.0
Yolo,hourly,psi01,200,358.083
Yolo,hourly,psi01,300,525.583
Yolo,daily,psi02,50,2.0
Yolo,daily,psi02,100,27.0
Yolo,daily,psi02,200,295.0
Yolo,daily,psi02,300,445.0
Yolo,daily,psi01,50,22.0
Yolo,daily,psi01,100,164.0
Yolo,daily,psi01,200,366.0
Yolo,daily,psi01,300,552.292
Yolo,monthly,psi02,50,12.2296
Yolo,monthly,psi02,100,56.0
Yolo,monthly,psi02,200,317.0
Yolo,monthly,psi02,300,486.0
Yolo,monthly,psi01,50,37.0
Yolo,monthly,psi01,100,151.0
Yolo,monthly,psi01,200,384.0
Yolo,monthly,psi01,300,570.0
