site,scenario,tracer,control_plane,peak_time
Palouse,daily,psi01,300,473.0
Palouse,monthly,psi02,50,5.40792
Palouse,monthly,psi02,100,37.0
Palouse,monthly,psi02,200,197.0
Palouse,monthly,psi02,300,412.0
Palouse,monthly,psi01,50,25.4079
Palouse,monthly,psi01,100,139.0
Palouse,monthly,psi01,200,342.0
Palouse,monthly,psi01,300,482.0
Pullman,hourly,psi02,50,9.47238
Pullman,hourly,psi02,100,280.417
Pullman,hourly,psi02,200,403.917
Pullman,hourly,psi02,300,740.583
Pullman,hourly,psi01,50,35.5
Pullman,hourly,psi01,100,333.042
Pullman,hourly,psi01,200,556.75
Pullman,hourly,psi01,300,808.625
Pullman,daily,psi02,50,9.0
Pullman,daily,psi02,100,268.0
Pullman,daily,psi02,200,408.0
Pullman,daily,psi02,300,752.0
Pullman,daily,psi01,50,212.0
Pullman,daily,psi01,100,343.5
Pullman,daily,psi01,200,613.0
Pullman,daily,psi01,300,998.0
Pullman,monthly,psi02,50,15.9495
Pullman,monthly,psi02,100,296.0
Pullman,monthly,psi02,200,507.0
Pullman,monthly,psi02,300,853.0
Pullman,monthly,psi01,50,58.8063
Pullman,monthly,psi01,100,352.0
Pullman,monthly,psi01,200,649.0
Pullman,monthly,psi01,300,1079.0
Yolo,hourly,psi02,50,6.417
Yolo,hourly,psi02,100,125.25
Yolo,hourly,psi02,200,214.208
Yolo,hourly,psi02,300,353.375
Yolo,hourly,psi01,50,31.5
Yolo,hourly,psi01,100,148.875
Yolo,hourly,psi01,200,255.833
Yolo,hourly,psi01,300,389.792
Yolo,daily,psi02,50,6.0
Yolo,daily,psi02,100,86.0
Yolo,daily,psi02,200,215.0
Yolo,daily,psi02,300,357.0
Yolo,daily,psi01,50,28.0
Yolo,daily,psi01,100,150.0
Yolo,daily,psi01,200,260.0
Yolo,daily,psi01,300,405.0
Yolo,monthly,psi02,50,13.3793
Yolo,monthly,psi02,100,129.0
Yolo,monthly,psi02,200,214.0
Yolo,monthly,psi02,300,370.0
Yolo,monthly,psi01,50,50.0
Yolo,monthly,psi01,100,144.0
Yolo,monthly,psi01,200,268.0
Yolo,monthly,psi01,300,516.0
