site,scenario,tracer,control_plane,peak_time
Kuma,monthly,psi01,200,638.0
Kuma,monthly,psi01,300,821.0
Palouse,hourly,psi02,50,25.125
Palouse,hourly,psi02,100,114.292
Palouse,hourly,psi02,200,289.167
Palouse,hourly,psi02,300,430.333
Palouse,hourly,psi01,50,91.875
Palouse,hourly,psi01,100,137.125
Palouse,hourly,psi01,200,332.042
Palouse,hourly,psi01,300,473.417
Palouse,daily,psi02,50,24.0
Palouse,daily,psi02,100,110.0
Palouse,daily,psi02,200,288.0
Palouse,daily,psi02,300,431.0
Palouse,daily,psi01,50,92.0
Palouse,daily,psi01,100,138.0
Palouse,daily,psi01,200,336.0
Palouse,daily,psi01,300,480.0
Palouse,monthly,psi02,50,35.5486
Palouse,monthly,psi02,100,108.962
Palouse,monthly,psi02,200,294.0
Palouse,monthly,psi02,300,446.0
Palouse,monthly,psi01,50,95.9619
Palouse,monthly,psi01,100,146.362
Palouse,monthly,psi01,200,342.0
Palouse,monthly,psi01,300,496.0
Pullman,hourly,psi02,50,229.917
Pullman,hourly,psi02,100,306.875
Pullman,hourly,psi02,200,501.0
Pullman,hourly,psi02,300,747.625
Pullman,hourly,psi01,50,275.417
Pullman,hourly,psi01,100,337.667
Pullman,hourly,psi01,200,629.25
Pullman,hourly,psi01,300,1013.88
Pullman,daily,psi02,50,229.0
Pullman,daily,psi02,100,306.0
Pullman,daily,psi02,200,508.0
Pullman,daily,psi02,300,778.0
Pullman,daily,psi01,50,275.0
Pullman,daily,psi01,100,340.0
Pullman,daily,psi01,200,648.0
Pullman,daily,psi01,300,1034.0
Pullman,monthly,psi02,50,239.0
Pullman,monthly,psi02,100,325.0
Pullman,monthly,psi02,200,598.0
Pullman,monthly,psi02,300,1031.0
Pullman,monthly,psi01,50,277.0
Pullman,monthly,psi01,100,355.0
Pullman,monthly,psi01,200,695.0
Pullman,monthly,psi01,300,1106.0
Yolo,hourly,psi02,50,88.958
Yolo,hourly,psi02,100,113.917
Yolo,hourly,psi02,200,213.375
Yolo,hourly,psi02,300,348.75
Yolo,hourly,psi01,50,106.583
Yolo,hourly,psi01,100,119.958
Yolo,hourly,psi01,200,290.417
Yolo,hourly,psi01,300,528.333
Yolo,daily,psi02,50,87.4567
Yolo,daily,psi02,100,108.0
Yolo,daily,psi02,200,214.0
Yolo,daily,psi02,300,354.0
Yolo,daily,psi01,50,106.353
Yolo,daily,psi01,100,123.0
Yolo,daily,psi01,200,297.241
Yolo,daily,psi01,300,547.0
Yolo,monthly,psi02,50,94.0
Yolo,monthly,psi02,100,108.0
Yolo,monthly,psi02,200,224.0
Yolo,monthly,psi02,300,406.0
Yolo,monthly,psi01,50,106.0
Yolo,monthly,psi01,100,138.0
Yolo,monthly,psi01,200,298.0
Yolo,monthly,psi01,300,635.0
