site,scenario,tracer,control_plane,peak_time
Cecil,hourly,psi02,50,33.4114
Cecil,hourly,psi02,100,78.917
Cecil,hourly,psi02,200,178.75
Cecil,hourly,psi02,300,289.917
Cecil,hourly,psi01,50,47.4815
Cecil,hourly,psi01,100,106.417
Cecil,hourly,psi01,200,243.833
Cecil,hourly,psi01,300,323.75
Cecil,daily,psi01,50,54.0
Cecil,daily,psi01,100,110.0
Cecil,daily,psi01,200,248.721
Cecil,daily,psi01,300,330.0
Cecil,daily,psi02,50,15.0
Cecil,daily,psi02,100,77.0
Cecil,daily,psi02,200,172.527
Cecil,daily,psi02,300,290.0
Cecil,monthly,psi02,50,33.0
Cecil,monthly,psi02,100,86.0
Cecil,monthly,psi02,200,194.0
Cecil,monthly,psi02,300,304.0
Cecil,monthly,psi01,50,53.0
Cecil,monthly,psi01,100,115.0
Cecil,monthly,psi01,200,253.0
Cecil,monthly,psi01,300,341.0
Flanagan,hourly,psi01,50,37.4812
Flanagan,hourly,psi01,100,120.875
Flanagan,hourly,psi01,200,390.667
Flanagan,hourly,psi01,300,545.542
Flanagan,hourly,psi02,50,18.25
Flanagan,hourly,psi02,100,73.522
Flanagan,hourly,psi02,200,356.042
Flanagan,hourly,psi02,300,444.125
Flanagan,daily,psi02,50,18.0
Flanagan,daily,psi02,100,73.0
Flanagan,daily,psi02,200,349.0
Flanagan,daily,psi02,300,450.0
Flanagan,daily,psi01,50,41.0
Flanagan,daily,psi01,100,131.0
Flanagan,daily,psi01,200,395.0
Flanagan,daily,psi01,300,560.0
Flanagan,monthly,psi01,50,42.8733
Flanagan,monthly,psi01,100,144.337
Flanagan,monthly,psi01,200,411.0
Flanagan,monthly,psi01,300,613.0
Flanagan,monthly,psi02,50,13.8592
Flanagan,monthly,psi02,100,76.8651
Flanagan,monthly,psi02,200,374.0
Flanagan,monthly,psi02,300,514.0
HoustonBlack,hourly,psi02,50,22.4714
HoustonBlack,hourly,psi02,100,73.0
HoustonBlack,hourly,psi02,200,313.625
HoustonBlack,hourly,psi02,300,667.208
HoustonBlack,hourly,psi01,50,49.5286
HoustonBlack,hourly,psi01,100,115.708
HoustonBlack,hourly,psi01,200,403.625
HoustonBlack,hourly,psi01,300,740.325
HoustonBlack,daily,psi01,50,64.0
HoustonBlack,daily,psi01,100,119.0
HoustonBlack,daily,psi01,200,415.0
HoustonBlack,daily,psi01,300,755.0
HoustonBlack,daily,psi02,50,22.0
HoustonBlack,daily,psi02,100,69.0
HoustonBlack,daily,psi02,200,305.786
HoustonBlack,daily,psi02,300,673.0
