site,scenario,tracer,control_plane,peak_time
Cecil,hourly,psi01,50,79.792
Cecil,hourly,psi01,100,183.0
Cecil,hourly,psi01,200,365.292
Cecil,hourly,psi01,300,546.167
Cecil,hourly,psi02,50,1e-07
Cecil,hourly,psi02,100,127.91
Cecil,hourly,psi02,200,237.667
Cecil,hourly,psi02,300,456.875
Cecil,daily,psi01,50,80.3785
Cecil,daily,psi01,100,191.0
Cecil,daily,psi01,200,380.328
Cecil,daily,psi01,300,550.0
Cecil,daily,psi02,50,1e-07
Cecil,daily,psi02,100,69.0
Cecil,daily,psi02,200,234.0
Cecil,daily,psi02,300,459.564
Cecil,monthly,psi01,50,69.0
Cecil,monthly,psi01,100,217.0
Cecil,monthly,psi01,200,404.0
Cecil,monthly,psi01,300,572.0
Cecil,monthly,psi02,50,0.059076
Cecil,monthly,psi02,100,72.0
Cecil,monthly,psi02,200,247.0
Cecil,monthly,psi02,300,477.0
Flanagan,hourly,psi01,50,93.417
Flanagan,hourly,psi01,100,173.458
Flanagan,hourly,psi01,200,338.458
Flanagan,hourly,psi01,300,530.958
Flanagan,hourly,psi02,50,24.542
Flanagan,hourly,psi02,100,28.167
Flanagan,hourly,psi02,200,259.083
Flanagan,hourly,psi02,300,376.083
Flanagan,daily,psi01,50,93.0
Flanagan,daily,psi01,100,173.0
Flanagan,daily,psi01,200,340.0
Flanagan,daily,psi01,300,535.0
Flanagan,daily,psi02,50,24.0
Flanagan,daily,psi02,100,27.0
Flanagan,daily,psi02,200,261.0
Flanagan,daily,psi02,300,381.391
Flanagan,monthly,psi01,50,101.0
Flanagan,monthly,psi01,100,179.0
Flanagan,monthly,psi01,200,358.0
Flanagan,monthly,psi01,300,559.0
Flanagan,monthly,psi02,50,30.0
Flanagan,monthly,psi02,100,32.0
Flanagan,monthly,psi02,200,289.0
Flanagan,monthly,psi02,300,422.0
HoustonBlack,hourly,psi01,50,81.042
HoustonBlack,hourly,psi01,100,181.042
HoustonBlack,hourly,psi01,200,448.875
HoustonBlack,hourly,psi01,300,893.833
HoustonBlack,hourly,psi02,50,18.375
HoustonBlack,hourly,psi02,100,97.042
HoustonBlack,hourly,psi02,200,294.625
HoustonBlack,hourly,psi02,300,580.083
HoustonBlack,daily,psi01,50,82.0
HoustonBlack,daily,psi01,100,182.0
HoustonBlack,daily,psi01,200,465.0
HoustonBlack,daily,psi01,300,909.0
HoustonBlack,daily,psi02,50,5.572
HoustonBlack,daily,psi02,100,90.0
HoustonBlack,daily,psi02,200,295.0
HoustonBlack,daily,psi02,300,591.0
HoustonBlack,monthly,psi01,50,86.0
HoustonBlack,monthly,psi01,100,200.0
HoustonBlack,monthly,psi01,200,505.0
HoustonBlack,monthly,psi01,300,981.0
HoustonBlack,monthly,psi02,50,13.3675
HoustonBlack,monthly,psi02,100,109.0
HoustonBlack,monthly,psi02,200,312.0
HoustonBlack,monthly,psi02,300,849.0
Kalamazoo,hourly,psi01,50,83.917
Kalamazoo,hourly,psi01,100,128.458
Kalamazoo,hourly,psi01,200,189.542
Kalamazoo,hourly,psi01,300,270.292
Kalamazoo,hourly,psi02,50,25.042
Kalamazoo,hourly,psi02,100,95.042
Kalamazoo,hourly,psi02,200,152.125
Kalamazoo,hourly,psi02,300,188.208
Kalamazoo,daily,psi01,50,84.0
Kalamazoo,daily,psi01,100,129.0
Kalamazoo,daily,psi01,200,195.0
Kalamazoo,daily,psi01,300,288.0
Kalamazoo,daily,psi02,50,24.9877
Kalamazoo,daily,psi02,100,92.1948
Kalamazoo,daily,psi02,200,143.0
Kalamazoo,daily,psi02,300,187.0
Kalamazoo,monthly,psi01,50,90.7267
Kalamazoo,monthly,psi01,100,149.866
Kalamazoo,monthly,psi01,200,220.0
Kalamazoo,monthly,psi01,300,310.0
Kalamazoo,monthly,psi02,50,33.8457
Kalamazoo,monthly,psi02,100,98.5373
Kalamazoo,monthly,psi02,200,177.917
Kalamazoo,monthly,psi02,300,213.0
Kuma,hourly,psi01,50,127.333
Kuma,hourly,psi01,100,178.25
Kuma,hourly,psi01,200,507.667
Kuma,hourly,psi01,300,628.333
Kuma,hourly,psi02,50,61.667
Kuma,hourly,psi02,100,151.399
Kuma,hourly,psi02,200,277.792
Kuma,hourly,psi02,300,562.333
Kuma,daily,psi01,50,127.0
Kuma,daily,psi01,100,179.0
Kuma,daily,psi01,200,514.5
Kuma,daily,psi01,300,650.0
Kuma,daily,psi02,50,62.0
Kuma,daily,psi02,100,151.0
Kuma,daily,psi02,200,277.0
Kuma,daily,psi02,300,569.0
Kuma,monthly,psi01,50,133.0
Kuma,monthly,psi01,100,203.0
Kuma,monthly,psi01,200,536.0
Kuma,monthly,psi01,300,854.0
Kuma,monthly,psi02,50,61.0
Kuma,monthly,psi02,100,161.0
Kuma,monthly,psi02,200,453.0
Kuma,monthly,psi02,300,611.0
Palouse,hourly,psi01,50,105.625
Palouse,hourly,psi01,100,166.833
Palouse,hourly,psi01,200,422.042
Palouse,hourly,psi01,300,581.0
Palouse,hourly,psi02,50,18.875
Palouse,hourly,psi02,100,133.042
Palouse,hourly,psi02,200,261.583
Palouse,hourly,psi02,300,537.042
Palouse,daily,psi01,50,105.0
Palouse,daily,psi01,100,167.0
Palouse,daily,psi01,200,429.0
Palouse,daily,psi01,300,607.0
Palouse,daily,psi02,50,10.9385
Palouse,daily,psi02,100,108.0
Palouse,daily,psi02,200,263.0
Palouse,daily,psi02,300,540.0
Palouse,monthly,psi01,50,109.862
Palouse,monthly,psi01,100,168.959
Palouse,monthly,psi01,200,441.0
Palouse,monthly,psi01,300,649.0
Palouse,monthly,psi02,50,14.6659
Palouse,monthly,psi02,100,122.943
Palouse,monthly,psi02,200,284.952
Palouse,monthly,psi02,300,557.0
Pullman,hourly,psi01,50,97.458
Pullman,hourly,psi01,100,170.375
Pullman,hourly,psi01,200,484.25
Pullman,hourly,psi01,300,851.833
Pullman,hourly,psi02,50,27.583
Pullman,hourly,psi02,100,137.0
Pullman,hourly,psi02,200,283.25
Pullman,hourly,psi02,300,567.667
Pullman,daily,psi01,50,100.0
Pullman,daily,psi01,100,172.0
Pullman,daily,psi01,200,495.0
Pullman,daily,psi01,300,877.0
Pullman,daily,psi02,50,27.2278
Pullman,daily,psi02,100,135.326
Pullman,daily,psi02,200,288.0
Pullman,daily,psi02,300,579.5
Pullman,monthly,psi01,50,106.0
Pullman,monthly,psi01,100,199.0
Pullman,monthly,psi01,200,527.0
Pullman,monthly,psi01,300,940.0
Pullman,monthly,psi02,50,35.9623
Pullman,monthly,psi02,100,136.0
Pullman,monthly,psi02,200,333.0
Pullman,monthly,psi02,300,853.0
Yolo,hourly,psi01,50,21.875
Yolo,hourly,psi01,100,148.167
Yolo,hourly,psi01,200,309.583
Yolo,hourly,psi01,300,504.0
Yolo,hourly,psi02,50,10.708
Yolo,hourly,psi02,100,83.9875
Yolo,hourly,psi02,200,201.958
Yolo,hourly,psi02,300,397.083
Yolo,daily,psi01,50,24.0
Yolo,daily,psi01,100,154.0
Yolo,daily,psi01,200,319.0
Yolo,daily,psi01,300,514.0
Yolo,daily,psi02,50,10.423
Yolo,daily,psi02,100,21.0
Yolo,daily,psi02,200,208.0
Yolo,daily,psi02,300,414.0
Yolo,monthly,psi01,50,25.7626
Yolo,monthly,psi01,100,155.0
Yolo,monthly,psi01,200,334.0
Yolo,monthly,psi01,300,530.0
Yolo,monthly,psi02,50,3.76263
Yolo,monthly,psi02,100,25.7626
Yolo,monthly,psi02,200,242.0
Yolo,monthly,psi02,300,439.0
