site,scenario,tracer,control_plane,peak_time
Cecil,hourly,psi02,50,8.0
Cecil,hourly,psi02,100,93.875
Cecil,hourly,psi02,200,177.917
Cecil,hourly,psi02,300,350.167
Cecil,hourly,psi01,50,43.875
Cecil,hourly,psi01,100,134.0
Cecil,hourly,psi01,200,305.333
Cecil,hourly,psi01,300,407.75
Cecil,daily,psi02,50,7.60213
Cecil,daily,psi02,100,46.0
Cecil,daily,psi02,200,181.0
Cecil,daily,psi02,300,357.0
Cecil,daily,psi01,50,44.0
Cecil,daily,psi01,100,136.0
Cecil,daily,psi01,200,311.0
Cecil,daily,psi01,300,412.0
Cecil,monthly,psi02,50,0.059076
Cecil,monthly,psi02,100,1e-07
Cecil,monthly,psi02,200,170.0
Cecil,monthly,psi02,300,362.0
Cecil,monthly,psi01,50,28.4537
Cecil,monthly,psi01,100,136.0
Cecil,monthly,psi01,200,310.0
Cecil,monthly,psi01,300,427.0
Flanagan,hourly,psi02,50,17.5
Flanagan,hourly,psi02,100,81.708
Flanagan,hourly,psi02,200,224.0
Flanagan,hourly,psi02,300,393.083
Flanagan,hourly,psi01,50,77.083
Flanagan,hourly,psi01,100,159.875
Flanagan,hourly,psi01,200,343.333
Flanagan,hourly,psi01,300,532.042
Flanagan,daily,psi02,50,17.0
Flanagan,daily,psi02,100,81.0
Flanagan,daily,psi02,200,224.0
Flanagan,daily,psi02,300,397.0
Flanagan,daily,psi01,50,77.0
Flanagan,daily,psi01,100,160.781
Flanagan,daily,psi01,200,345.0
Flanagan,daily,psi01,300,540.179
Flanagan,monthly,psi02,50,30.0
Flanagan,monthly,psi02,100,94.0
Flanagan,monthly,psi02,200,255.0
Flanagan,monthly,psi02,300,428.0
Flanagan,monthly,psi01,50,103.0
Flanagan,monthly,psi01,100,179.0
Flanagan,monthly,psi01,200,369.0
Flanagan,monthly,psi01,300,575.0
HoustonBlack,hourly,psi02,50,123.833
HoustonBlack,hourly,psi02,100,219.875
HoustonBlack,hourly,psi02,200,357.292
HoustonBlack,hourly,psi02,300,642.25
HoustonBlack,hourly,psi01,50,168.833
HoustonBlack,hourly,psi01,100,263.908
HoustonBlack,hourly,psi01,200,478.917
HoustonBlack,hourly,psi01,300,791.875
HoustonBlack,daily,psi02,50,112.0
HoustonBlack,daily,psi02,100,219.0
HoustonBlack,daily,psi02,200,361.0
HoustonBlack,daily,psi02,300,652.0
HoustonBlack,daily,psi01,50,170.402
HoustonBlack,daily,psi01,100,265.0
HoustonBlack,daily,psi01,200,509.0
HoustonBlack,daily,psi01,300,833.0
HoustonBlack,monthly,psi02,50,153.0
HoustonBlack,monthly,psi02,100,240.0
HoustonBlack,monthly,psi02,200,426.0
HoustonBlack,monthly,psi02,300,727.0
HoustonBlack,monthly,psi01,50,197.0
HoustonBlack,monthly,psi01,100,313.0
HoustonBlack,monthly,psi01,200,583.0
HoustonBlack,monthly,psi01,300,1007.0
Kalamazoo,hourly,psi02,50,8.958
Kalamazoo,hourly,psi02,100,10.75
Kalamazoo,hourly,psi02,200,80.833
Kalamazoo,hourly,psi02,300,122.333
Kalamazoo,hourly,psi01,50,29.25
Kalamazoo,hourly,psi01,100,65.375
Kalamazoo,hourly,psi01,200,145.917
Kalamazoo,hourly,psi01,300,184.5
Kalamazoo,daily,psi02,50,9.0
Kalamazoo,daily,psi02,100,17.0
Kalamazoo,daily,psi02,200,81.0
Kalamazoo,daily,psi02,300,123.0
Kalamazoo,daily,psi01,50,29.2295
Kalamazoo,daily,psi01,100,69.0
Kalamazoo,daily,psi01,200,149.843
Kalamazoo,daily,psi01,300,186.614
Kalamazoo,monthly,psi02,50,11.9168
Kalamazoo,monthly,psi02,100,32.1452
Kalamazoo,monthly,psi02,200,94.0
Kalamazoo,monthly,psi02,300,140.0
Kalamazoo,monthly,psi01,50,43.1452
Kalamazoo,monthly,psi01,100,84.0
Kalamazoo,monthly,psi01,200,164.0
Kalamazoo,monthly,psi01,300,199.0
Kuma,hourly,psi02,50,141.667
Kuma,hourly,psi02,100,219.083
Kuma,hourly,psi02,200,333.917
Kuma,hourly,psi02,300,610.792
Kuma,hourly,psi01,50,171.542
Kuma,hourly,psi01,100,245.958
Kuma,hourly,psi01,200,556.833
Kuma,hourly,psi01,300,658.083
Kuma,daily,psi02,50,144.222
Kuma,daily,psi02,100,145.46
Kuma,daily,psi02,200,332.0
Kuma,daily,psi02,300,615.0
Kuma,daily,psi01,50,177.0
Kuma,daily,psi01,100,249.0
Kuma,daily,psi01,200,566.0
Kuma,daily,psi01,300,673.0
Kuma,monthly,psi02,50,151.0
Kuma,monthly,psi02,100,230.0
Kuma,monthly,psi02,200,379.0
Kuma,monthly,psi02,300,664.0
Kuma,monthly,psi01,50,200.0
Kuma,monthly,psi01,100,277.0
Kuma,monthly,psi01,200,604.0
Kuma,monthly,psi01,300,818.0
Palouse,hourly,psi02,50,20.917
Palouse,hourly,psi02,100,42.333
Palouse,hourly,psi02,200,221.083
Palouse,hourly,psi02,300,401.875
Palouse,hourly,psi01,50,41.583
Palouse,hourly,psi01,100,124.625
Palouse,hourly,psi01,200,262.167
Palouse,hourly,psi01,300,565.083
Palouse,daily,psi02,50,21.0
Palouse,daily,psi02,100,38.4609
Palouse,daily,psi02,200,222.0
Palouse,daily,psi02,300,408.0
Palouse,daily,psi01,50,41.0
Palouse,daily,psi01,100,127.0
Palouse,daily,psi01,200,264.0
Palouse,daily,psi01,300,571.0
Palouse,monthly,psi02,50,30.4897
Palouse,monthly,psi02,100,65.0
Palouse,monthly,psi02,200,250.0
Palouse,monthly,psi02,300,449.0
Palouse,monthly,psi01,50,65.0
Palouse,monthly,psi01,100,144.0
Palouse,monthly,psi01,200,299.0
Palouse,monthly,psi01,300,603.0
Pullman,hourly,psi02,50,150.0
Pullman,hourly,psi02,100,227.042
Pullman,hourly,psi02,200,524.667
Pullman,hourly,psi02,300,707.167
Pullman,hourly,psi01,50,198.452
Pullman,hourly,psi01,100,260.5
Pullman,hourly,psi01,200,596.5
Pullman,hourly,psi01,300,964.375
Pullman,daily,psi02,50,149.0
Pullman,daily,psi02,100,225.935
Pullman,daily,psi02,200,531.0
Pullman,daily,psi02,300,800.0
Pullman,daily,psi01,50,198.0
Pullman,daily,psi01,100,262.0
Pullman,daily,psi01,200,609.0
Pullman,daily,psi01,300,982.0
Pullman,monthly,psi02,50,163.0
Pullman,monthly,psi02,100,258.0
Pullman,monthly,psi02,200,592.0
Pullman,monthly,psi02,300,1001.0
Pullman,monthly,psi01,50,222.0
Pullman,monthly,psi01,100,310.0
Pullman,monthly,psi01,200,660.0
Pullman,monthly,psi01,300,1077.0
Yolo,hourly,psi02,50,32.75
Yolo,hourly,psi02,100,95.0
Yolo,hourly,psi02,200,254.042
Yolo,hourly,psi02,300,429.083
Yolo,hourly,psi01,50,87.75
Yolo,hourly,psi01,100,199.417
Yolo,hourly,psi01,200,315.792
Yolo,hourly,psi01,300,469.417
Yolo,daily,psi02,50,31.2687
Yolo,daily,psi02,100,89.8379
Yolo,daily,psi02,200,259.17
Yolo,daily,psi02,300,430.0
Yolo,daily,psi01,50,87.7331
Yolo,daily,psi01,100,207.0
Yolo,daily,psi01,200,326.0
Yolo,daily,psi01,300,479.0
Yolo,monthly,psi02,50,44.6486
Yolo,monthly,psi02,100,114.494
Yolo,monthly,psi02,200,293.0
Yolo,monthly,psi02,300,463.0
Yolo,monthly,psi01,50,108.494
Yolo,monthly,psi01,100,226.0
Yolo,monthly,psi01,200,377.0
Yolo,monthly,psi01,300,583.0
