site,scenario,tracer,control_plane,peak_time
Kalamazoo,monthly,psi01,200,130.0
Kalamazoo,monthly,psi01,300,182.0
Kalamazoo,monthly,psi02,50,0.0640484
Kalamazoo,monthly,psi02,100,1e-07
Kalamazoo,monthly,psi02,200,42.9375
Kalamazoo,monthly,psi02,300,94.0
Kuma,hourly,psi01,50,200.333
Kuma,hourly,psi01,100,248.458
Kuma,hourly,psi01,200,582.417
Kuma,hourly,psi01,300,907.125
Kuma,hourly,psi02,50,149.542
Kuma,hourly,psi02,100,218.478
Kuma,hourly,psi02,200,392.375
Kuma,hourly,psi02,300,640.208
Kuma,daily,psi01,50,200.0
Kuma,daily,psi01,100,249.0
Kuma,daily,psi01,200,590.0
Kuma,daily,psi01,300,933.0
Kuma,daily,psi02,50,149.0
Kuma,daily,psi02,100,218.0
Kuma,daily,psi02,200,407.0
Kuma,daily,psi02,300,648.0
Kuma,monthly,psi01,50,227.0
Kuma,monthly,psi01,100,287.0
Kuma,monthly,psi01,200,638.0
Kuma,monthly,psi01,300,1000.0
Kuma,monthly,psi02,50,185.0
Kuma,monthly,psi02,100,258.0
Kuma,monthly,psi02,200,567.0
Kuma,monthly,psi02,300,913.0
Palouse,hourly,psi01,50,41.542
Palouse,hourly,psi01,100,115.375
Palouse,hourly,psi01,200,277.208
Palouse,hourly,psi01,300,522.083
Palouse,hourly,psi02,50,0.625
Palouse,hourly,psi02,100,17.292
Palouse,hourly,psi02,200,227.375
Palouse,hourly,psi02,300,435.042
Palouse,daily,psi01,50,41.0
Palouse,daily,psi01,100,116.0
Palouse,daily,psi01,200,279.0
Palouse,daily,psi01,300,529.0
Palouse,daily,psi02,50,1e-07
Palouse,daily,psi02,100,18.0
Palouse,daily,psi02,200,227.866
Palouse,daily,psi02,300,437.0
Palouse,monthly,psi01,50,18.9543
Palouse,monthly,psi01,100,64.7907
Palouse,monthly,psi01,200,251.0
Palouse,monthly,psi01,300,466.0
Palouse,monthly,psi02,50,1e-07
Palouse,monthly,psi02,100,14.9543
Palouse,monthly,psi02,200,147.0
Palouse,monthly,psi02,300,389.0
Pullman,hourly,psi01,50,196.417
Pullman,hourly,psi01,100,244.625
Pullman,hourly,psi01,200,582.5
Pullman,hourly,psi01,300,949.0
Pullman,hourly,psi02,50,135.667
Pullman,hourly,psi02,100,218.75
Pullman,hourly,psi02,200,344.625
Pullman,hourly,psi02,300,678.667
Pullman,daily,psi01,50,196.0
Pullman,daily,psi01,100,246.935
Pullman,daily,psi01,200,594.0
Pullman,daily,psi01,300,966.0
Pullman,daily,psi02,50,125.0
Pullman,daily,psi02,100,218.0
Pullman,daily,psi02,200,348.0
Pullman,daily,psi02,300,796.0
Pullman,monthly,psi01,50,226.0
Pullman,monthly,psi01,100,282.0
Pullman,monthly,psi01,200,662.0
Pullman,monthly,psi01,300,1059.0
Pullman,monthly,psi02,50,79.0625
Pullman,monthly,psi02,100,255.0
Pullman,monthly,psi02,200,564.0
Pullman,monthly,psi02,300,975.0
Yolo,hourly,psi01,50,24.458
Yolo,hourly,psi01,100,196.042
Yolo,hourly,psi01,200,308.208
Yolo,hourly,psi01,300,512.958
Yolo,hourly,psi02,50,1.25
Yolo,hourly,psi02,100,31.708
Yolo,hourly,psi02,200,247.333
Yolo,hourly,psi02,300,398.625
Yolo,daily,psi01,50,25.3162
Yolo,daily,psi01,100,201.0
Yolo,daily,psi01,200,322.0
Yolo,daily,psi01,300,525.0
Yolo,daily,psi02,50,1.0
Yolo,daily,psi02,100,17.0
Yolo,daily,psi02,200,253.158
Yolo,daily,psi02,300,403.0
Yolo,monthly,psi01,50,16.7987
Yolo,monthly,psi01,100,47.2482
Yolo,monthly,psi01,200,285.0
Yolo,monthly,psi01,300,440.0
Yolo,monthly,psi02,50,0.971941
Yolo,monthly,psi02,100,13.7987
Yolo,monthly,psi02,200,211.0
Yolo,monthly,psi02,300,411.0
