site,scenario,tracer,control_plane,peak_time
Kuma,monthly,psi02,300,596.0
Palouse,hourly,psi01,50,142.083
Palouse,hourly,psi01,100,197.458
Palouse,hourly,psi01,200,359.0
Palouse,hourly,psi01,300,547.917
Palouse,hourly,psi02,50,25.458
Palouse,hourly,psi02,100,161.083
Palouse,hourly,psi02,200,273.208
Palouse,hourly,psi02,300,453.792
Palouse,daily,psi01,50,141.0
Palouse,daily,psi01,100,198.882
Palouse,daily,psi01,200,362.0
Palouse,daily,psi01,300,554.0
Palouse,daily,psi02,50,25.0
Palouse,daily,psi02,100,151.0
Palouse,daily,psi02,200,279.0
Palouse,daily,psi02,300,457.0
Palouse,monthly,psi01,50,139.8
Palouse,monthly,psi01,100,213.0
Palouse,monthly,psi01,200,370.0
Palouse,monthly,psi01,300,569.0
Palouse,monthly,psi02,50,19.6889
Palouse,monthly,psi02,100,161.368
Palouse,monthly,psi02,200,299.0
Palouse,monthly,psi02,300,472.0
Pullman,hourly,psi01,50,119.917
Pullman,hourly,psi01,100,206.083
Pullman,hourly,psi01,200,559.5
Pullman,hourly,psi01,300,916.958
Pullman,hourly,psi02,50,24.833
Pullman,hourly,psi02,100,155.042
Pullman,hourly,psi02,200,352.917
Pullman,hourly,psi02,300,652.208
Pullman,daily,psi01,50,121.0
Pullman,daily,psi01,100,207.5
Pullman,daily,psi01,200,572.0
Pullman,daily,psi01,300,938.0
Pullman,daily,psi02,50,22.0
Pullman,daily,psi02,100,147.0
Pullman,daily,psi02,200,467.905
Pullman,daily,psi02,300,736.0
Pullman,monthly,psi01,50,124.0
Pullman,monthly,psi01,100,216.0
Pullman,monthly,psi01,200,620.0
Pullman,monthly,psi01,300,1083.0
Pullman,monthly,psi02,50,21.5256
Pullman,monthly,psi02,100,171.0
Pullman,monthly,psi02,200,539.0
Pullman,monthly,psi02,300,939.0
Yolo,hourly,psi01,50,15.042
Yolo,hourly,psi01,100,60.0
Yolo,hourly,psi01,200,225.458
Yolo,hourly,psi01,300,442.083
Yolo,hourly,psi02,50,11.042
Yolo,hourly,psi02,100,16.25
Yolo,hourly,psi02,200,182.458
Yolo,hourly,psi02,300,358.5
Yolo,daily,psi01,50,15.0
Yolo,daily,psi01,100,66.0
Yolo,daily,psi01,200,233.0
Yolo,daily,psi01,300,446.0
Yolo,daily,psi02,50,7.0
Yolo,daily,psi02,100,14.2397
Yolo,daily,psi02,200,187.0
Yolo,daily,psi02,300,363.0
Yolo,monthly,psi01,50,15.6073
Yolo,monthly,psi01,100,51.7347
Yolo,monthly,psi01,200,247.0
Yolo,monthly,psi01,300,454.0
Yolo,monthly,psi02,50,0.39932
Yolo,monthly,psi02,100,12.6073
Yolo,monthly,psi02,200,191.0
Yolo,monthly,psi02,300,374.0
