site,scenario,tracer,control_plane,peak_time
Cecil,hourly,psi01,50,30.708
Cecil,hourly,psi01,100,176.042
Cecil,hourly,psi01,200,287.042
Cecil,hourly,psi01,300,550.125
Cecil,hourly,psi02,50,11.25
Cecil,hourly,psi02,100,11.625
Cecil,hourly,psi02,200,213.917
Cecil,hourly,psi02,300,443.042
Cecil,daily,psi01,50,30.6952
Cecil,daily,psi01,100,186.0
Cecil,daily,psi01,200,304.0
Cecil,daily,psi01,300,562.083
Cecil,daily,psi02,50,11.0
Cecil,daily,psi02,100,11.0
Cecil,daily,psi02,200,213.49
Cecil,daily,psi02,300,448.0
Cecil,monthly,psi01,50,38.4596
Cecil,monthly,psi01,100,176.0
Cecil,monthly,psi01,200,398.0
Cecil,monthly,psi01,300,611.0
Cecil,monthly,psi02,50,0.17501
Cecil,monthly,psi02,100,49.4596
Cecil,monthly,psi02,200,239.0
Cecil,monthly,psi02,300,477.0
Flanagan,hourly,psi01,50,115.417
Flanagan,hourly,psi01,100,192.438
Flanagan,hourly,psi01,200,370.0
Flanagan,hourly,psi01,300,531.625
Flanagan,hourly,psi02,50,30.667
Flanagan,hourly,psi02,100,100.208
Flanagan,hourly,psi02,200,245.917
Flanagan,hourly,psi02,300,464.792
Flanagan,daily,psi01,50,114.571
Flanagan,daily,psi01,100,192.0
Flanagan,daily,psi01,200,380.0
Flanagan,daily,psi01,300,540.774
Flanagan,daily,psi02,50,30.0
Flanagan,daily,psi02,100,108.0
Flanagan,daily,psi02,200,246.0
Flanagan,daily,psi02,300,475.0
Flanagan,monthly,psi01,50,124.0
Flanagan,monthly,psi01,100,198.0
Flanagan,monthly,psi01,200,416.0
Flanagan,monthly,psi01,300,572.0
Flanagan,monthly,psi02,50,24.1851
Flanagan,monthly,psi02,100,121.0
Flanagan,monthly,psi02,200,271.0
Flanagan,monthly,psi02,300,492.0
HoustonBlack,hourly,psi01,50,102.125
HoustonBlack,hourly,psi01,100,209.667
HoustonBlack,hourly,psi01,200,576.208
HoustonBlack,hourly,psi01,300,812.125
HoustonBlack,hourly,psi02,50,10.292
HoustonBlack,hourly,psi02,100,145.917
HoustonBlack,hourly,psi02,200,391.167
HoustonBlack,hourly,psi02,300,720.625
HoustonBlack,daily,psi01,50,101.503
HoustonBlack,daily,psi01,100,210.5
HoustonBlack,daily,psi01,200,588.0
HoustonBlack,daily,psi01,300,826.0
HoustonBlack,daily,psi02,50,9.0
HoustonBlack,daily,psi02,100,113.0
HoustonBlack,daily,psi02,200,397.0
HoustonBlack,daily,psi02,300,739.0
HoustonBlack,monthly,psi01,50,99.0
HoustonBlack,monthly,psi01,100,230.0
HoustonBlack,monthly,psi01,200,634.0
HoustonBlack,monthly,psi01,300,891.0
HoustonBlack,monthly,psi02,50,11.3134
HoustonBlack,monthly,psi02,100,129.0
HoustonBlack,monthly,psi02,200,513.0
HoustonBlack,monthly,psi02,300,793.0
Kalamazoo,hourly,psi01,50,92.708
Kalamazoo,hourly,psi01,100,128.333
Kalamazoo,hourly,psi01,200,176.958
Kalamazoo,hourly,psi01,300,222.5
Kalamazoo,hourly,psi02,50,18.875
Kalamazoo,hourly,psi02,100,109.75
Kalamazoo,hourly,psi02,200,135.417
Kalamazoo,hourly,psi02,300,163.583
Kalamazoo,daily,psi01,50,92.4756
Kalamazoo,daily,psi01,100,128.0
Kalamazoo,daily,psi01,200,180.0
Kalamazoo,daily,psi01,300,227.0
Kalamazoo,daily,psi02,50,6.0
Kalamazoo,daily,psi02,100,106.0
Kalamazoo,daily,psi02,200,134.0
Kalamazoo,daily,psi02,300,165.0
Kalamazoo,monthly,psi01,50,104.0
Kalamazoo,monthly,psi01,100,141.0
Kalamazoo,monthly,psi01,200,191.0
Kalamazoo,monthly,psi01,300,266.0
Kalamazoo,monthly,psi02,50,12.9192
Kalamazoo,monthly,psi02,100,112.0
Kalamazoo,monthly,psi02,200,148.0
Kalamazoo,monthly,psi02,300,177.0
Kuma,hourly,psi01,50,133.25
Kuma,hourly,psi01,100,183.958
Kuma,hourly,psi01,200,502.958
Kuma,hourly,psi01,300,595.917
Kuma,hourly,psi02,50,99.3618
Kuma,hourly,psi02,100,157.917
Kuma,hourly,psi02,200,245.583
Kuma,hourly,psi02,300,559.458
Kuma,daily,psi01,50,133.0
Kuma,daily,psi01,100,187.0
Kuma,daily,psi01,200,507.0
Kuma,daily,psi01,300,604.0
Kuma,daily,psi02,50,99.0
Kuma,daily,psi02,100,157.507
Kuma,daily,psi02,200,248.0
Kuma,daily,psi02,300,565.0
Kuma,monthly,psi01,50,144.0
Kuma,monthly,psi01,100,211.0
Kuma,monthly,psi01,200,527.0
Kuma,monthly,psi01,300,644.0
Kuma,monthly,psi02,50,90.0
Kuma,monthly,psi02,100,168.0
Kuma,monthly,psi02,200,274.0
