site,scenario,tracer,control_plane,peak_time
Kuma,monthly,psi02,100,287.0
Kuma,monthly,psi02,200,608.0
Kuma,monthly,psi02,300,772.0
Kuma,monthly,psi01,50,249.0
Kuma,monthly,psi01,100,335.0
Kuma,monthly,psi01,200,702.0
Kuma,monthly,psi01,300,1020.0
Palouse,hourly,psi02,50,49.917
Palouse,hourly,psi02,100,125.625
Palouse,hourly,psi02,200,283.958
Palouse,hourly,psi02,300,453.042
Palouse,hourly,psi01,50,109.0
Palouse,hourly,psi01,100,167.542
Palouse,hourly,psi01,200,326.083
Palouse,hourly,psi01,300,518.583
Palouse,daily,psi02,50,45.0
Palouse,daily,psi02,100,105.0
Palouse,daily,psi02,200,283.0
Palouse,daily,psi02,300,457.0
Palouse,daily,psi01,50,110.0
Palouse,daily,psi01,100,168.0
Palouse,daily,psi01,200,328.235
Palouse,daily,psi01,300,530.0
Palouse,monthly,psi02,50,65.0
Palouse,monthly,psi02,100,134.0
Palouse,monthly,psi02,200,305.0
Palouse,monthly,psi02,300,487.0
Palouse,monthly,psi01,50,125.0
Palouse,monthly,psi01,100,193.0
Palouse,monthly,psi01,200,364.0
Palouse,monthly,psi01,300,563.0
Pullman,hourly,psi02,50,23.208
Pullman,hourly,psi02,100,274.083
Pullman,hourly,psi02,200,583.917
Pullman,hourly,psi02,300,760.917
Pullman,hourly,psi01,50,226.042
Pullman,hourly,psi01,100,303.25
Pullman,hourly,psi01,200,668.375
Pullman,hourly,psi01,300,966.292
Pullman,daily,psi02,50,9.85056
Pullman,daily,psi02,100,274.0
Pullman,daily,psi02,200,595.891
Pullman,daily,psi02,300,787.0
Pullman,daily,psi01,50,227.0
Pullman,daily,psi01,100,311.0
Pullman,daily,psi01,200,675.0
Pullman,daily,psi01,300,997.0
Pullman,monthly,psi02,50,48.927
Pullman,monthly,psi02,100,298.0
Pullman,monthly,psi02,200,664.0
Pullman,monthly,psi02,300,986.0
Pullman,monthly,psi01,50,259.0
Pullman,monthly,psi01,100,354.0
Pullman,monthly,psi01,200,745.0
Pullman,monthly,psi01,300,1077.0
Yolo,hourly,psi02,50,2.292
Yolo,hourly,psi02,100,82.875
Yolo,hourly,psi02,200,224.958
Yolo,hourly,psi02,300,355.958
Yolo,hourly,psi01,50,54.5
Yolo,hourly,psi01,100,97.583
Yolo,hourly,psi01,200,296.375
Yolo,hourly,psi01,300,470.417
Yolo,daily,psi02,50,2.0
Yolo,daily,psi02,100,80.0
Yolo,daily,psi02,200,225.516
Yolo,daily,psi02,300,390.0
Yolo,daily,psi01,50,55.0
Yolo,daily,psi01,100,99.0
Yolo,daily,psi01,200,300.0
Yolo,daily,psi01,300,477.0
Yolo,monthly,psi02,50,2.86236
Yolo,monthly,psi02,100,14.3491
Yolo,monthly,psi02,200,123.0
Yolo,monthly,psi02,300,340.0
Yolo,monthly,psi01,50,14.3491
Yolo,monthly,psi01,100,89.0
Yolo,monthly,psi01,200,240.0
Yolo,monthly,psi01,300,468.0
