site,scenario,tracer,control_plane,peak_time
Cecil,hourly,psi02,50,18.042
Cecil,hourly,psi02,100,103.875
Cecil,hourly,psi02,200,394.625
Cecil,hourly,psi02,300,512.042
Cecil,hourly,psi01,50,59.3851
Cecil,hourly,psi01,100,244.833
Cecil,hourly,psi01,200,455.208
Cecil,hourly,psi01,300,653.958
Cecil,daily,psi02,50,18.0
Cecil,daily,psi02,100,99.0
Cecil,daily,psi02,200,389.0
Cecil,daily,psi02,300,515.0
Cecil,daily,psi01,50,59.0
Cecil,daily,psi01,100,257.0
Cecil,daily,psi01,200,468.0
Cecil,daily,psi01,300,673.0
Cecil,monthly,psi02,50,66.1127
Cecil,monthly,psi02,100,203.0
Cecil,monthly,psi02,200,459.0
Cecil,monthly,psi02,300,630.0
Cecil,monthly,psi01,50,84.1127
Cecil,monthly,psi01,100,298.0
Cecil,monthly,psi01,200,514.0
Cecil,monthly,psi01,300,724.0
Flanagan,hourly,psi02,50,11.917
Flanagan,hourly,psi02,100,40.1595
Flanagan,hourly,psi02,200,182.333
Flanagan,hourly,psi02,300,381.667
Flanagan,hourly,psi01,50,39.958
Flanagan,hourly,psi01,100,92.042
Flanagan,hourly,psi01,200,306.833
Flanagan,hourly,psi01,300,457.083
Flanagan,daily,psi02,50,11.708
Flanagan,daily,psi02,100,40.0
Flanagan,daily,psi02,200,181.0
Flanagan,daily,psi02,300,387.0
Flanagan,daily,psi01,50,40.0
Flanagan,daily,psi01,100,94.4328
Flanagan,daily,psi01,200,333.0
Flanagan,daily,psi01,300,467.0
Flanagan,monthly,psi02,50,28.2203
Flanagan,monthly,psi02,100,78.0
Flanagan,monthly,psi02,200,231.0
Flanagan,monthly,psi02,300,445.0
Flanagan,monthly,psi01,50,57.0
Flanagan,monthly,psi01,100,113.0
Flanagan,monthly,psi01,200,352.0
Flanagan,monthly,psi01,300,503.0
HoustonBlack,hourly,psi02,50,23.458
HoustonBlack,hourly,psi02,100,84.042
HoustonBlack,hourly,psi02,200,403.708
HoustonBlack,hourly,psi02,300,624.458
HoustonBlack,hourly,psi01,50,57.083
HoustonBlack,hourly,psi01,100,242.458
HoustonBlack,hourly,psi01,200,460.167
HoustonBlack,hourly,psi01,300,772.125
HoustonBlack,daily,psi02,50,23.0
HoustonBlack,daily,psi02,100,82.0
HoustonBlack,daily,psi02,200,403.0
HoustonBlack,daily,psi02,300,641.0
HoustonBlack,daily,psi01,50,52.0
HoustonBlack,daily,psi01,100,256.0
HoustonBlack,daily,psi01,200,476.0
HoustonBlack,daily,psi01,300,785.0
HoustonBlack,monthly,psi02,50,64.6932
HoustonBlack,monthly,psi02,100,160.587
HoustonBlack,monthly,psi02,200,483.0
HoustonBlack,monthly,psi02,300,788.0
HoustonBlack,monthly,psi01,50,90.6932
HoustonBlack,monthly,psi01,100,302.066
HoustonBlack,monthly,psi01,200,564.0
HoustonBlack,monthly,psi01,300,864.0
Kalamazoo,hourly,psi02,50,23.4509
Kalamazoo,hourly,psi02,100,47.958
