site,scenario,tracer,control_plane,peak_time
Cecil,hourly,psi02,50,2.042
Cecil,hourly,psi02,100,164.125
Cecil,hourly,psi02,200,310.917
Cecil,hourly,psi02,300,537.167
Cecil,hourly,psi01,50,123.958
Cecil,hourly,psi01,100,238.875
Cecil,hourly,psi01,200,396.0
Cecil,hourly,psi01,300,674.208
Cecil,daily,psi02,50,1.68556
Cecil,daily,psi02,100,133.0
Cecil,daily,psi02,200,304.0
Cecil,daily,psi02,300,550.0
Cecil,daily,psi01,50,130.0
Cecil,daily,psi01,100,242.0
Cecil,daily,psi01,200,405.0
Cecil,daily,psi01,300,686.0
Cecil,monthly,psi02,50,0.296437
Cecil,monthly,psi02,100,0.73379
Cecil,monthly,psi02,200,129.0
Cecil,monthly,psi02,300,360.0
Cecil,monthly,psi01,50,12.059
Cecil,monthly,psi01,100,30.0
Cecil,monthly,psi01,200,275.0
Cecil,monthly,psi01,300,516.0
Flanagan,hourly,psi02,50,58.25
Flanagan,hourly,psi02,100,129.792
Flanagan,hourly,psi02,200,265.792
Flanagan,hourly,psi02,300,440.958
Flanagan,hourly,psi01,50,90.875
Flanagan,hourly,psi01,100,212.625
Flanagan,hourly,psi01,200,354.458
Flanagan,hourly,psi01,300,570.292
Flanagan,daily,psi02,50,58.0
Flanagan,daily,psi02,100,59.0
Flanagan,daily,psi02,200,262.0
Flanagan,daily,psi02,300,444.0
Flanagan,daily,psi01,50,90.0
Flanagan,daily,psi01,100,213.0
Flanagan,daily,psi01,200,367.0
Flanagan,daily,psi01,300,599.0
Flanagan,monthly,psi02,50,61.0
Flanagan,monthly,psi02,100,154.0
Flanagan,monthly,psi02,200,290.0
Flanagan,monthly,psi02,300,484.0
Flanagan,monthly,psi01,50,108.0
Flanagan,monthly,psi01,100,231.0
Flanagan,monthly,psi01,200,403.0
Flanagan,monthly,psi01,300,647.0
HoustonBlack,hourly,psi02,50,107.333
HoustonBlack,hourly,psi02,100,288.875
HoustonBlack,hourly,psi02,200,494.417
HoustonBlack,hourly,psi02,300,683.75
HoustonBlack,hourly,psi01,50,257.48
HoustonBlack,hourly,psi01,100,326.042
HoustonBlack,hourly,psi01,200,559.042
HoustonBlack,hourly,psi01,300,746.833
HoustonBlack,daily,psi02,50,106.0
HoustonBlack,daily,psi02,100,288.0
HoustonBlack,daily,psi02,200,498.0
HoustonBlack,daily,psi02,300,694.0
HoustonBlack,daily,psi01,50,257.0
HoustonBlack,daily,psi01,100,336.0
HoustonBlack,daily,psi01,200,579.445
HoustonBlack,daily,psi01,300,762.0
HoustonBlack,monthly,psi02,50,141.0
HoustonBlack,monthly,psi02,100,327.0
HoustonBlack,monthly,psi02,200,555.0
HoustonBlack,monthly,psi02,300,765.0
HoustonBlack,monthly,psi01,50,291.0
HoustonBlack,monthly,psi01,100,381.0
HoustonBlack,monthly,psi01,200,637.0
HoustonBlack,monthly,psi01,300,908.0
Kalamazoo,hourly,psi02,50,30.167
Kalamazoo,hourly,psi02,100,104.875
Kalamazoo,hourly,psi02,200,196.667
Kalamazoo,hourly,psi02,300,225.708
Kalamazoo,hourly,psi01,50,75.917
Kalamazoo,hourly,psi01,100,166.667
Kalamazoo,hourly,psi01,200,229.542
Kalamazoo,hourly,psi01,300,259.667
Kalamazoo,daily,psi02,50,30.2259
Kalamazoo,daily,psi02,100,91.0
Kalamazoo,daily,psi02,200,186.0
Kalamazoo,daily,psi02,300,224.0
Kalamazoo,daily,psi01,50,74.0
Kalamazoo,daily,psi01,100,167.0
Kalamazoo,daily,psi01,200,233.0
Kalamazoo,daily,psi01,300,262.0
Kalamazoo,monthly,psi02,50,24.9397
Kalamazoo,monthly,psi02,100,115.0
Kalamazoo,monthly,psi02,200,211.0
Kalamazoo,monthly,psi02,300,246.0
Kalamazoo,monthly,psi01,50,89.0
Kalamazoo,monthly,psi01,100,185.0
Kalamazoo,monthly,psi01,200,251.0
Kalamazoo,monthly,psi01,300,280.0
Kuma,hourly,psi02,50,201.542
Kuma,hourly,psi02,100,252.625
Kuma,hourly,psi02,200,340.75
Kuma,hourly,psi02,300,674.042
Kuma,hourly,psi01,50,236.75
Kuma,hourly,psi01,100,291.125
Kuma,hourly,psi01,200,606.417
Kuma,hourly,psi01,300,720.125
Kuma,daily,psi02,50,201.23
Kuma,daily,psi02,100,252.0
Kuma,daily,psi02,200,341.0
Kuma,daily,psi02,300,680.0
Kuma,daily,psi01,50,237.0
Kuma,daily,psi01,100,293.0
Kuma,daily,psi01,200,623.0
Kuma,daily,psi01,300,736.0
Kuma,monthly,psi02,50,227.0
Kuma,monthly,psi02,100,280.0
Kuma,monthly,psi02,200,378.0
Kuma,monthly,psi02,300,732.0
Kuma,monthly,psi01,50,262.0
Kuma,monthly,psi01,100,332.0
Kuma,monthly,psi01,200,672.0
Kuma,monthly,psi01,300,929.0
Palouse,hourly,psi02,50,31.083
Palouse,hourly,psi02,100,81.458
Palouse,hourly,psi02,200,230.125
Palouse,hourly,psi02,300,431.167
Palouse,hourly,psi01,50,68.375
Palouse,hourly,psi01,100,128.292
Palouse,hourly,psi01,200,305.458
Palouse,hourly,psi01,300,522.458
Palouse,daily,psi02,50,29.0
Palouse,daily,psi02,100,70.0
Palouse,daily,psi02,200,230.0
Palouse,daily,psi02,300,438.0
Palouse,daily,psi01,50,68.0
Palouse,daily,psi01,100,130.0
Palouse,daily,psi01,200,306.0
Palouse,daily,psi01,300,531.0
Palouse,monthly,psi02,50,49.3627
Palouse,monthly,psi02,100,103.0
Palouse,monthly,psi02,200,258.0
Palouse,monthly,psi02,300,478.0
Palouse,monthly,psi01,50,94.0
Palouse,monthly,psi01,100,157.0
