site,scenario,tracer,control_plane,peak_time
Kuma,hourly,psi01,50,175.125
Kuma,hourly,psi01,100,227.708
Kuma,hourly,psi01,200,546.417
Kuma,hourly,psi01,300,639.625
Kuma,hourly,psi02,50,144.417
Kuma,hourly,psi02,100,202.875
Kuma,hourly,psi02,200,289.0
Kuma,hourly,psi02,300,603.292
Kuma,daily,psi01,50,175.0
Kuma,daily,psi01,100,230.0
Kuma,daily,psi01,200,551.021
Kuma,daily,psi01,300,648.0
Kuma,daily,psi02,50,131.0
Kuma,daily,psi02,100,202.0
Kuma,daily,psi02,200,291.0
Kuma,daily,psi02,300,609.0
Kuma,monthly,psi01,50,205.0
Kuma,monthly,psi01,100,271.0
Kuma,monthly,psi01,200,587.0
Kuma,monthly,psi01,300,704.0
Kuma,monthly,psi02,50,151.0
Kuma,monthly,psi02,100,232.0
Kuma,monthly,psi02,200,341.0
Kuma,monthly,psi02,300,659.0
Palouse,hourly,psi01,50,71.25
Palouse,hourly,psi01,100,220.292
Palouse,hourly,psi01,200,372.5
Palouse,hourly,psi01,300,552.042
Palouse,hourly,psi02,50,20.917
Palouse,hourly,psi02,100,152.875
Palouse,hourly,psi02,200,272.792
Palouse,hourly,psi02,300,463.25
Palouse,daily,psi01,50,71.0
Palouse,daily,psi01,100,221.14
Palouse,daily,psi01,200,376.0
Palouse,daily,psi01,300,559.0
Palouse,daily,psi02,50,21.0
Palouse,daily,psi02,100,46.0
Palouse,daily,psi02,200,275.0
Palouse,daily,psi02,300,466.0
Palouse,monthly,psi01,50,64.5155
Palouse,monthly,psi01,100,221.0
Palouse,monthly,psi01,200,383.0
Palouse,monthly,psi01,300,563.0
Palouse,monthly,psi02,50,6.51339
Palouse,monthly,psi02,100,68.5155
Palouse,monthly,psi02,200,290.0
Palouse,monthly,psi02,300,469.0
Pullman,hourly,psi01,50,160.208
Pullman,hourly,psi01,100,243.0
Pullman,hourly,psi01,200,602.042
Pullman,hourly,psi01,300,959.375
Pullman,hourly,psi02,50,68.917
Pullman,hourly,psi02,100,199.958
Pullman,hourly,psi02,200,378.042
Pullman,hourly,psi02,300,693.042
Pullman,daily,psi01,50,160.458
Pullman,daily,psi01,100,251.0
Pullman,daily,psi01,200,615.0
Pullman,daily,psi01,300,981.0
Pullman,daily,psi02,50,67.0
Pullman,daily,psi02,100,184.0
Pullman,daily,psi02,200,417.0
Pullman,daily,psi02,300,766.0
Pullman,monthly,psi01,50,180.0
Pullman,monthly,psi01,100,275.0
Pullman,monthly,psi01,200,678.0
Pullman,monthly,psi01,300,1128.0
Pullman,monthly,psi02,50,75.9646
Pullman,monthly,psi02,100,231.0
Pullman,monthly,psi02,200,599.0
Pullman,monthly,psi02,300,998.0
Yolo,hourly,psi01,50,59.167
Yolo,hourly,psi01,100,85.042
Yolo,hourly,psi01,200,259.917
Yolo,hourly,psi01,300,467.25
Yolo,hourly,psi02,50,20.042
Yolo,hourly,psi02,100,60.542
Yolo,hourly,psi02,200,218.458
Yolo,hourly,psi02,300,395.708
Yolo,daily,psi01,50,59.0
Yolo,daily,psi01,100,98.0
Yolo,daily,psi01,200,267.0
Yolo,daily,psi01,300,484.0
Yolo,daily,psi02,50,20.0
Yolo,daily,psi02,100,59.0
Yolo,daily,psi02,200,221.866
Yolo,daily,psi02,300,401.0
Yolo,monthly,psi01,50,73.7467
Yolo,monthly,psi01,100,114.36
Yolo,monthly,psi01,200,311.0
Yolo,monthly,psi01,300,516.0
Yolo,monthly,psi02,50,51.6009
Yolo,monthly,psi02,100,75.7467
Yolo,monthly,psi02,200,255.0
Yolo,monthly,psi02,300,440.0
