site,scenario,tracer,control_plane,peak_time
Cecil,hourly,psi01,50,133.667
Cecil,hourly,psi01,100,282.875
Cecil,hourly,psi01,200,398.917
Cecil,hourly,psi01,300,625.75
Cecil,hourly,psi02,50,48.708
Cecil,hourly,psi02,100,184.833
Cecil,hourly,psi02,200,346.167
Cecil,hourly,psi02,300,553.62
Cecil,daily,psi01,50,133.358
Cecil,daily,psi01,100,283.245
Cecil,daily,psi01,200,414.0
Cecil,daily,psi01,300,630.0
Cecil,daily,psi02,50,48.0
Cecil,daily,psi02,100,170.0
Cecil,daily,psi02,200,345.0
Cecil,daily,psi02,300,555.0
Cecil,monthly,psi01,50,140.0
Cecil,monthly,psi01,100,290.0
Cecil,monthly,psi01,200,456.0
Cecil,monthly,psi01,300,669.0
Cecil,monthly,psi02,50,32.0
Cecil,monthly,psi02,100,171.0
Cecil,monthly,psi02,200,361.0
Cecil,monthly,psi02,300,569.0
Flanagan,hourly,psi01,50,87.792
Flanagan,hourly,psi01,100,226.417
Flanagan,hourly,psi01,200,400.583
Flanagan,hourly,psi01,300,516.167
Flanagan,hourly,psi02,50,47.417
Flanagan,hourly,psi02,100,152.375
Flanagan,hourly,psi02,200,286.042
Flanagan,hourly,psi02,300,453.708
Flanagan,daily,psi01,50,92.0
Flanagan,daily,psi01,100,227.0
Flanagan,daily,psi01,200,404.0
Flanagan,daily,psi01,300,528.0
Flanagan,daily,psi02,50,47.0
Flanagan,daily,psi02,100,47.0
Flanagan,daily,psi02,200,286.423
Flanagan,daily,psi02,300,457.0
Flanagan,monthly,psi01,50,90.0
Flanagan,monthly,psi01,100,233.0
Flanagan,monthly,psi01,200,421.0
Flanagan,monthly,psi01,300,572.0
Flanagan,monthly,psi02,50,31.0
Flanagan,monthly,psi02,100,152.0
Flanagan,monthly,psi02,200,304.0
Flanagan,monthly,psi02,300,480.0
HoustonBlack,hourly,psi01,50,158.917
HoustonBlack,hourly,psi01,100,274.833
HoustonBlack,hourly,psi01,200,501.625
HoustonBlack,hourly,psi01,300,979.042
HoustonBlack,hourly,psi02,50,107.25
HoustonBlack,hourly,psi02,100,209.5
HoustonBlack,hourly,psi02,200,390.292
HoustonBlack,hourly,psi02,300,677.208
HoustonBlack,daily,psi01,50,159.0
HoustonBlack,daily,psi01,100,276.0
HoustonBlack,daily,psi01,200,518.0
HoustonBlack,daily,psi01,300,1003.0
HoustonBlack,daily,psi02,50,106.0
HoustonBlack,daily,psi02,100,207.0
HoustonBlack,daily,psi02,200,395.0
HoustonBlack,daily,psi02,300,686.5
HoustonBlack,monthly,psi01,50,187.0
HoustonBlack,monthly,psi01,100,285.0
HoustonBlack,monthly,psi01,200,575.0
HoustonBlack,monthly,psi01,300,1066.0
HoustonBlack,monthly,psi02,50,114.0
HoustonBlack,monthly,psi02,100,207.0
HoustonBlack,monthly,psi02,200,421.0
HoustonBlack,monthly,psi02,300,741.0
Kalamazoo,hourly,psi01,50,48.667
Kalamazoo,hourly,psi01,100,114.375
Kalamazoo,hourly,psi01,200,237.708
Kalamazoo,hourly,psi01,300,269.708
Kalamazoo,hourly,psi02,50,30.917
Kalamazoo,hourly,psi02,100,58.875
Kalamazoo,hourly,psi02,200,140.792
Kalamazoo,hourly,psi02,300,226.167
Kalamazoo,daily,psi01,50,48.6475
Kalamazoo,daily,psi01,100,116.0
Kalamazoo,daily,psi01,200,238.492
Kalamazoo,daily,psi01,300,273.0
Kalamazoo,daily,psi02,50,26.0
Kalamazoo,daily,psi02,100,53.7473
Kalamazoo,daily,psi02,200,132.0
Kalamazoo,daily,psi02,300,216.0
Kalamazoo,monthly,psi01,50,53.7965
Kalamazoo,monthly,psi01,100,122.0
Kalamazoo,monthly,psi01,200,240.0
Kalamazoo,monthly,psi01,300,299.0
Kalamazoo,monthly,psi02,50,31.3992
Kalamazoo,monthly,psi02,100,58.7965
Kalamazoo,monthly,psi02,200,136.0
Kalamazoo,monthly,psi02,300,221.0
Kuma,hourly,psi01,50,252.083
Kuma,hourly,psi01,100,304.75
Kuma,hourly,psi01,200,632.542
Kuma,hourly,psi01,300,752.292
Kuma,hourly,psi02,50,164.583
Kuma,hourly,psi02,100,278.083
Kuma,hourly,psi02,200,392.75
Kuma,hourly,psi02,300,686.292
Kuma,daily,psi01,50,243.0
Kuma,daily,psi01,100,305.0
Kuma,daily,psi01,200,638.0
Kuma,daily,psi01,300,768.0
Kuma,daily,psi02,50,165.0
Kuma,daily,psi02,100,263.0
Kuma,daily,psi02,200,392.0
Kuma,daily,psi02,300,693.0
Kuma,monthly,psi01,50,254.0
Kuma,monthly,psi01,100,323.0
Kuma,monthly,psi01,200,657.0
Kuma,monthly,psi01,300,972.0
Kuma,monthly,psi02,50,185.0
Kuma,monthly,psi02,100,281.0
Kuma,monthly,psi02,200,570.0
Kuma,monthly,psi02,300,729.0
Palouse,hourly,psi01,50,73.542
Palouse,hourly,psi01,100,139.958
Palouse,hourly,psi01,200,319.625
Palouse,hourly,psi01,300,639.125
Palouse,hourly,psi02,50,45.958
Palouse,hourly,psi02,100,75.292
Palouse,hourly,psi02,200,274.167
Palouse,hourly,psi02,300,480.125
Palouse,daily,psi01,50,73.0
Palouse,daily,psi01,100,140.0
Palouse,daily,psi01,200,322.0
Palouse,daily,psi01,300,642.0
Palouse,daily,psi02,50,40.0
Palouse,daily,psi02,100,75.0
Palouse,daily,psi02,200,274.404
Palouse,daily,psi02,300,484.0
Palouse,monthly,psi01,50,79.0
Palouse,monthly,psi01,100,144.0
Palouse,monthly,psi01,200,329.0
Palouse,monthly,psi01,300,657.0
Palouse,monthly,psi02,50,37.4399
Palouse,monthly,psi02,100,85.0
Palouse,monthly,psi02,200,269.0
Palouse,monthly,psi02,300,536.0
Pullman,hourly,psi01,50,224.0
Pullman,hourly,psi01,100,297.042
Pullman,hourly,psi01,200,608.625
Pullman,hourly,psi01,300,976.958
Pullman,hourly,psi02,50,154.625
Pullman,hourly,psi02,100,264.958
Pullman,hourly,psi02,200,418.125
Pullman,hourly,psi02,300,696.417
Pullman,daily,psi01,50,224.274
Pullman,daily,psi01,100,298.0
Pullman,daily,psi01,200,621.0
Pullman,daily,psi01,300,1002.0
Pullman,daily,psi02,50,154.266
Pullman,daily,psi02,100,264.0
Pullman,daily,psi02,200,419.794
Pullman,daily,psi02,300,709.0
Pullman,monthly,psi01,50,230.0
Pullman,monthly,psi01,100,323.0
Pullman,monthly,psi01,200,650.0
Pullman,monthly,psi01,300,1063.0
Pullman,monthly,psi02,50,170.0
Pullman,monthly,psi02,100,263.0
Pullman,monthly,psi02,200,473.0
Pullman,monthly,psi02,300,982.0
Yolo,hourly,psi01,50,82.0
Yolo,hourly,psi01,100,141.833
Yolo,hourly,psi01,200,310.5
Yolo,hourly,psi01,300,481.208
Yolo,hourly,psi02,50,39.458
Yolo,hourly,psi02,100,90.583
Yolo,hourly,psi02,200,267.917
Yolo,hourly,psi02,300,427.917
Yolo,daily,psi01,50,82.0
Yolo,daily,psi01,100,142.581
Yolo,daily,psi01,200,316.0
Yolo,daily,psi01,300,503.0
Yolo,daily,psi02,50,38.7156
Yolo,daily,psi02,100,87.0
Yolo,daily,psi02,200,270.0
Yolo,daily,psi02,300,440.0
Yolo,monthly,psi01,50,78.8322
Yolo,monthly,psi01,100,141.0
Yolo,monthly,psi01,200,338.0
Yolo,monthly,psi01,300,532.0
Yolo,monthly,psi02,50,51.6148
Yolo,monthly,psi02,100,83.8322
Yolo,monthly,psi02,200,271.0
Yolo,monthly,psi02,300,459.0
