site,scenario,tracer,control_plane,peak_time
Cecil,hourly,psi02,50,23.958
Cecil,hourly,psi02,100,53.958
Cecil,hourly,psi02,200,130.417
Cecil,hourly,psi02,300,401.625
Cecil,hourly,psi01,50,49.875
Cecil,hourly,psi01,100,88.417
Cecil,hourly,psi01,200,230.958
Cecil,hourly,psi01,300,552.5
Cecil,daily,psi02,50,23.515
Cecil,daily,psi02,100,53.0
Cecil,daily,psi02,200,128.0
Cecil,daily,psi02,300,404.0
Cecil,daily,psi01,50,50.0
Cecil,daily,psi01,100,93.1532
Cecil,daily,psi01,200,267.416
Cecil,daily,psi01,300,563.0
Cecil,monthly,psi02,50,13.1398
Cecil,monthly,psi02,100,62.0
Cecil,monthly,psi02,200,145.0
Cecil,monthly,psi02,300,433.0
Cecil,monthly,psi01,50,57.0
Cecil,monthly,psi01,100,109.0
Cecil,monthly,psi01,200,275.0
Cecil,monthly,psi01,300,587.0
Flanagan,hourly,psi02,50,81.5
Flanagan,hourly,psi02,100,153.5
Flanagan,hourly,psi02,200,233.458
Flanagan,hourly,psi02,300,477.792
Flanagan,hourly,psi01,50,137.958
Flanagan,hourly,psi01,100,185.0
Flanagan,hourly,psi01,200,352.083
Flanagan,hourly,psi01,300,546.0
Flanagan,daily,psi02,50,70.0
Flanagan,daily,psi02,100,153.0
Flanagan,daily,psi02,200,235.0
Flanagan,daily,psi02,300,481.0
Flanagan,daily,psi01,50,138.0
Flanagan,daily,psi01,100,186.0
Flanagan,daily,psi01,200,365.248
Flanagan,daily,psi01,300,558.0
Flanagan,monthly,psi02,50,20.1778
Flanagan,monthly,psi02,100,173.0
Flanagan,monthly,psi02,200,281.0
Flanagan,monthly,psi02,300,518.0
Flanagan,monthly,psi01,50,153.0
Flanagan,monthly,psi01,100,210.0
Flanagan,monthly,psi01,200,408.0
Flanagan,monthly,psi01,300,595.0
HoustonBlack,hourly,psi02,50,27.708
HoustonBlack,hourly,psi02,100,164.958
HoustonBlack,hourly,psi02,200,465.0
HoustonBlack,hourly,psi02,300,673.667
HoustonBlack,hourly,psi01,50,109.958
HoustonBlack,hourly,psi01,100,209.5
HoustonBlack,hourly,psi01,200,546.333
HoustonBlack,hourly,psi01,300,793.0
HoustonBlack,daily,psi02,50,27.0
HoustonBlack,daily,psi02,100,162.0
HoustonBlack,daily,psi02,200,465.547
HoustonBlack,daily,psi02,300,677.0
HoustonBlack,daily,psi01,50,109.838
HoustonBlack,daily,psi01,100,216.0
HoustonBlack,daily,psi01,200,554.0
HoustonBlack,daily,psi01,300,825.0
HoustonBlack,monthly,psi02,50,40.0
HoustonBlack,monthly,psi02,100,193.0
HoustonBlack,monthly,psi02,200,510.0
HoustonBlack,monthly,psi02,300,739.0
HoustonBlack,monthly,psi01,50,144.0
HoustonBlack,monthly,psi01,100,267.0
HoustonBlack,monthly,psi01,200,612.0
HoustonBlack,monthly,psi01,300,933.0
Kalamazoo,hourly,psi02,50,11.083
Kalamazoo,hourly,psi02,100,101.125
Kalamazoo,hourly,psi02,200,134.958
Kalamazoo,hourly,psi02,300,184.542
Kalamazoo,hourly,psi01,50,96.917
Kalamazoo,hourly,psi01,100,114.542
Kalamazoo,hourly,psi01,200,201.667
Kalamazoo,hourly,psi01,300,242.125
Kalamazoo,daily,psi02,50,11.202
Kalamazoo,daily,psi02,100,97.4094
Kalamazoo,daily,psi02,200,128.0
Kalamazoo,daily,psi02,300,185.0
Kalamazoo,daily,psi01,50,96.0
Kalamazoo,daily,psi01,100,116.0
Kalamazoo,daily,psi01,200,205.0
Kalamazoo,daily,psi01,300,253.0
Kalamazoo,monthly,psi02,50,11.9177
Kalamazoo,monthly,psi02,100,121.0
Kalamazoo,monthly,psi02,200,160.0
Kalamazoo,monthly,psi02,300,226.0
Kalamazoo,monthly,psi01,50,110.0
Kalamazoo,monthly,psi01,100,150.0
Kalamazoo,monthly,psi01,200,241.0
Kalamazoo,monthly,psi01,300,279.0
Kuma,hourly,psi02,50,53.458
Kuma,hourly,psi02,100,149.452
Kuma,hourly,psi02,200,277.542
Kuma,hourly,psi02,300,591.917
