site,scenario,tracer,control_plane,peak_time
Cecil,hourly,psi01,50,114.0
Cecil,hourly,psi01,100,207.708
Cecil,hourly,psi01,200,381.5
Cecil,hourly,psi01,300,557.542
Cecil,hourly,psi02,50,56.9575
Cecil,hourly,psi02,100,148.0
Cecil,hourly,psi02,200,323.667
Cecil,hourly,psi02,300,485.042
Cecil,daily,psi01,50,114.0
Cecil,daily,psi01,100,210.0
Cecil,daily,psi01,200,393.0
Cecil,daily,psi01,300,572.243
Cecil,daily,psi02,50,58.0
Cecil,daily,psi02,100,148.0
Cecil,daily,psi02,200,322.0
Cecil,daily,psi02,300,488.0
Cecil,monthly,psi01,50,133.0
Cecil,monthly,psi01,100,252.0
Cecil,monthly,psi01,200,450.0
Cecil,monthly,psi01,300,707.0
Cecil,monthly,psi02,50,26.1653
Cecil,monthly,psi02,100,182.0
Cecil,monthly,psi02,200,358.0
Cecil,monthly,psi02,300,543.0
Flanagan,hourly,psi01,50,77.417
Flanagan,hourly,psi01,100,164.458
Flanagan,hourly,psi01,200,328.0
Flanagan,hourly,psi01,300,530.583
Flanagan,hourly,psi02,50,14.917
Flanagan,hourly,psi02,100,109.667
Flanagan,hourly,psi02,200,250.5
Flanagan,hourly,psi02,300,415.542
Flanagan,daily,psi01,50,77.2349
Flanagan,daily,psi01,100,165.5
Flanagan,daily,psi01,200,332.0
Flanagan,daily,psi01,300,539.0
Flanagan,daily,psi02,50,14.0
Flanagan,daily,psi02,100,109.0
Flanagan,daily,psi02,200,248.0
Flanagan,daily,psi02,300,422.0
Flanagan,monthly,psi01,50,102.0
Flanagan,monthly,psi01,100,207.0
Flanagan,monthly,psi01,200,369.0
Flanagan,monthly,psi01,300,595.0
Flanagan,monthly,psi02,50,28.546
Flanagan,monthly,psi02,100,151.0
Flanagan,monthly,psi02,200,303.0
Flanagan,monthly,psi02,300,480.0
HoustonBlack,hourly,psi01,50,118.643
HoustonBlack,hourly,psi01,100,191.417
HoustonBlack,hourly,psi01,200,482.667
HoustonBlack,hourly,psi01,300,726.042
HoustonBlack,hourly,psi02,50,66.0
HoustonBlack,hourly,psi02,100,157.167
HoustonBlack,hourly,psi02,200,443.458
HoustonBlack,hourly,psi02,300,550.958
HoustonBlack,daily,psi01,50,115.0
HoustonBlack,daily,psi01,100,205.0
HoustonBlack,daily,psi01,200,487.0
HoustonBlack,daily,psi01,300,768.0
HoustonBlack,daily,psi02,50,66.0
HoustonBlack,daily,psi02,100,149.0
HoustonBlack,daily,psi02,200,444.522
HoustonBlack,daily,psi02,300,562.134
HoustonBlack,monthly,psi01,50,140.0
HoustonBlack,monthly,psi01,100,325.0
HoustonBlack,monthly,psi01,200,512.0
HoustonBlack,monthly,psi01,300,856.0
HoustonBlack,monthly,psi02,50,76.0
HoustonBlack,monthly,psi02,100,188.0
HoustonBlack,monthly,psi02,200,479.0
HoustonBlack,monthly,psi02,300,658.0
Kalamazoo,hourly,psi01,50,63.0
Kalamazoo,hourly,psi01,100,100.042
Kalamazoo,hourly,psi01,200,169.542
Kalamazoo,hourly,psi01,300,196.75
Kalamazoo,hourly,psi02,50,18.375
Kalamazoo,hourly,psi02,100,80.917
Kalamazoo,hourly,psi02,200,130.875
Kalamazoo,hourly,psi02,300,163.208
Kalamazoo,daily,psi01,50,69.3453
Kalamazoo,daily,psi01,100,115.0
Kalamazoo,daily,psi01,200,173.0
Kalamazoo,daily,psi01,300,198.0
Kalamazoo,daily,psi02,50,18.3884
Kalamazoo,daily,psi02,100,71.8128
Kalamazoo,daily,psi02,200,127.0
Kalamazoo,daily,psi02,300,164.0
Kalamazoo,monthly,psi01,50,92.0
Kalamazoo,monthly,psi01,100,137.0
Kalamazoo,monthly,psi01,200,205.0
Kalamazoo,monthly,psi01,300,226.0
Kalamazoo,monthly,psi02,50,50.1073
Kalamazoo,monthly,psi02,100,104.0
Kalamazoo,monthly,psi02,200,168.0
Kalamazoo,monthly,psi02,300,204.0
Kuma,hourly,psi01,50,117.333
Kuma,hourly,psi01,100,163.458
Kuma,hourly,psi01,200,495.375
Kuma,hourly,psi01,300,640.25
Kuma,hourly,psi02,50,55.375
Kuma,hourly,psi02,100,135.042
Kuma,hourly,psi02,200,315.958
Kuma,hourly,psi02,300,551.458
Kuma,daily,psi01,50,117.0
Kuma,daily,psi01,100,165.441
Kuma,daily,psi01,200,503.0
Kuma,daily,psi01,300,706.0
Kuma,daily,psi02,50,55.0
Kuma,daily,psi02,100,129.0
Kuma,daily,psi02,200,317.0
Kuma,daily,psi02,300,558.0
Kuma,monthly,psi01,50,129.0
Kuma,monthly,psi01,100,191.0
Kuma,monthly,psi01,200,539.0
Kuma,monthly,psi01,300,863.0
Kuma,monthly,psi02,50,77.244
Kuma,monthly,psi02,100,155.0
Kuma,monthly,psi02,200,457.0
Kuma,monthly,psi02,300,616.0
Palouse,hourly,psi01,50,104.0
Palouse,hourly,psi01,100,155.958
Palouse,hourly,psi01,200,282.542
Palouse,hourly,psi01,300,521.708
Palouse,hourly,psi02,50,15.208
Palouse,hourly,psi02,100,132.681
Palouse,hourly,psi02,200,217.5
Palouse,hourly,psi02,300,445.5
Palouse,daily,psi01,50,105.0
Palouse,daily,psi01,100,162.0
Palouse,daily,psi01,200,286.0
Palouse,daily,psi01,300,526.0
Palouse,daily,psi02,50,8.0
Palouse,daily,psi02,100,122.521
Palouse,daily,psi02,200,218.0
Palouse,daily,psi02,300,455.455
Palouse,monthly,psi01,50,77.0
Palouse,monthly,psi01,100,169.0
Palouse,monthly,psi01,200,301.0
Palouse,monthly,psi01,300,547.0
Palouse,monthly,psi02,50,5.3599
Palouse,monthly,psi02,100,91.0
Palouse,monthly,psi02,200,232.0
Palouse,monthly,psi02,300,448.0
Pullman,hourly,psi01,50,110.417
Pullman,hourly,psi01,100,172.583
Pullman,hourly,psi01,200,463.875
Pullman,hourly,psi01,300,848.613
Pullman,hourly,psi02,50,59.0
Pullman,hourly,psi02,100,141.042
Pullman,hourly,psi02,200,322.417
Pullman,hourly,psi02,300,574.542
Pullman,daily,psi01,50,110.0
Pullman,daily,psi01,100,175.0
Pullman,daily,psi01,200,483.0
Pullman,daily,psi01,300,869.0
Pullman,daily,psi02,50,44.0
Pullman,daily,psi02,100,141.0
Pullman,daily,psi02,200,327.0
Pullman,daily,psi02,300,594.0
Pullman,monthly,psi01,50,125.587
Pullman,monthly,psi01,100,201.734
Pullman,monthly,psi01,200,542.0
Pullman,monthly,psi01,300,953.0
Pullman,monthly,psi02,50,73.6628
Pullman,monthly,psi02,100,164.892
Pullman,monthly,psi02,200,429.0
Pullman,monthly,psi02,300,870.0
Yolo,hourly,psi01,50,25.042
Yolo,hourly,psi01,100,102.125
Yolo,hourly,psi01,200,209.5
Yolo,hourly,psi01,300,531.083
Yolo,hourly,psi02,50,8.292
Yolo,hourly,psi02,100,39.875
Yolo,hourly,psi02,200,162.042
Yolo,hourly,psi02,300,488.25
Yolo,daily,psi01,50,26.0
Yolo,daily,psi01,100,110.0
Yolo,daily,psi01,200,309.0
Yolo,daily,psi01,300,543.0
Yolo,daily,psi02,50,8.0
Yolo,daily,psi02,100,24.0
Yolo,daily,psi02,200,164.0
Yolo,daily,psi02,300,497.0
Yolo,monthly,psi01,50,22.5299
Yolo,monthly,psi01,100,75.8225
Yolo,monthly,psi01,200,242.0
Yolo,monthly,psi01,300,569.0
Yolo,monthly,psi02,50,2.71775
Yolo,monthly,psi02,100,20.5299
Yolo,monthly,psi02,200,159.0
Yolo,monthly,psi02,300,507.0
