site,scenario,tracer,control_plane,peak_time
HoustonBlack,daily,psi02,50,56.4734
HoustonBlack,daily,psi02,100,164.0
HoustonBlack,daily,psi02,200,305.0
HoustonBlack,daily,psi02,300,597.0
HoustonBlack,monthly,psi01,50,138.0
HoustonBlack,monthly,psi01,100,253.0
HoustonBlack,monthly,psi01,200,525.0
HoustonBlack,monthly,psi01,300,947.0
HoustonBlack,monthly,psi02,50,92.0
HoustonBlack,monthly,psi02,100,178.0
HoustonBlack,monthly,psi02,200,365.0
HoustonBlack,monthly,psi02,300,665.0
Kalamazoo,hourly,psi01,50,51.167
Kalamazoo,hourly,psi01,100,106.875
Kalamazoo,hourly,psi01,200,174.0
Kalamazoo,hourly,psi01,300,222.875
Kalamazoo,hourly,psi02,50,25.958
Kalamazoo,hourly,psi02,100,52.833
Kalamazoo,hourly,psi02,200,118.75
Kalamazoo,hourly,psi02,300,153.75
Kalamazoo,daily,psi01,50,50.0
Kalamazoo,daily,psi01,100,107.0
Kalamazoo,daily,psi01,200,179.0
Kalamazoo,daily,psi01,300,234.0
Kalamazoo,daily,psi02,50,26.0
Kalamazoo,daily,psi02,100,51.0
Kalamazoo,daily,psi02,200,117.0
Kalamazoo,daily,psi02,300,155.0
Kalamazoo,monthly,psi01,50,59.0
Kalamazoo,monthly,psi01,100,117.0
Kalamazoo,monthly,psi01,200,203.0
Kalamazoo,monthly,psi01,300,256.0
Kalamazoo,monthly,psi02,50,18.9248
Kalamazoo,monthly,psi02,100,64.0
Kalamazoo,monthly,psi02,200,127.0
Kalamazoo,monthly,psi02,300,174.0
Kuma,hourly,psi01,50,119.542
Kuma,hourly,psi01,100,191.292
Kuma,hourly,psi01,200,503.208
Kuma,hourly,psi01,300,603.917
Kuma,hourly,psi02,50,89.6079
Kuma,hourly,psi02,100,164.083
Kuma,hourly,psi02,200,281.667
Kuma,hourly,psi02,300,556.333
Kuma,daily,psi01,50,119.628
Kuma,daily,psi01,100,194.0
Kuma,daily,psi01,200,511.0
Kuma,daily,psi01,300,619.0
Kuma,daily,psi02,50,89.2414
Kuma,daily,psi02,100,146.0
Kuma,daily,psi02,200,282.548
Kuma,daily,psi02,300,561.0
Kuma,monthly,psi01,50,142.0
Kuma,monthly,psi01,100,217.0
Kuma,monthly,psi01,200,544.0
Kuma,monthly,psi01,300,771.0
Kuma,monthly,psi02,50,90.0
Kuma,monthly,psi02,100,170.0
Kuma,monthly,psi02,200,322.0
Kuma,monthly,psi02,300,604.0
Palouse,hourly,psi01,50,75.458
Palouse,hourly,psi01,100,167.958
Palouse,hourly,psi01,200,321.083
Palouse,hourly,psi01,300,571.375
Palouse,hourly,psi02,50,39.0
Palouse,hourly,psi02,100,78.917
Palouse,hourly,psi02,200,212.958
Palouse,hourly,psi02,300,524.167
Palouse,daily,psi01,50,75.0
Palouse,daily,psi01,100,168.0
Palouse,daily,psi01,200,337.0
Palouse,daily,psi01,300,579.0
Palouse,daily,psi02,50,39.0
Palouse,daily,psi02,100,77.0
Palouse,daily,psi02,200,216.0
Palouse,daily,psi02,300,530.0
Palouse,monthly,psi01,50,88.9999
Palouse,monthly,psi01,100,190.0
Palouse,monthly,psi01,200,366.0
Palouse,monthly,psi01,300,605.0
Palouse,monthly,psi02,50,45.5371
Palouse,monthly,psi02,100,92.7811
Palouse,monthly,psi02,200,242.0
Palouse,monthly,psi02,300,549.0
Pullman,hourly,psi01,50,143.452
Pullman,hourly,psi01,100,205.458
Pullman,hourly,psi01,200,541.125
Pullman,hourly,psi01,300,909.042
Pullman,hourly,psi02,50,92.0
Pullman,hourly,psi02,100,170.958
Pullman,hourly,psi02,200,465.375
Pullman,hourly,psi02,300,645.625
Pullman,daily,psi01,50,143.0
Pullman,daily,psi01,100,207.0
Pullman,daily,psi01,200,554.0
Pullman,daily,psi01,300,926.0
Pullman,daily,psi02,50,91.0
Pullman,daily,psi02,100,170.0
Pullman,daily,psi02,200,471.928
Pullman,daily,psi02,300,718.0
Pullman,monthly,psi01,50,165.0
Pullman,monthly,psi01,100,251.0
Pullman,monthly,psi01,200,601.0
Pullman,monthly,psi01,300,1018.0
Pullman,monthly,psi02,50,103.0
Pullman,monthly,psi02,100,198.0
Pullman,monthly,psi02,200,532.0
Pullman,monthly,psi02,300,940.0
Yolo,hourly,psi01,50,38.375
Yolo,hourly,psi01,100,157.042
Yolo,hourly,psi01,200,272.0
Yolo,hourly,psi01,300,423.875
Yolo,hourly,psi02,50,24.083
Yolo,hourly,psi02,100,46.042
Yolo,hourly,psi02,200,206.417
Yolo,hourly,psi02,300,376.25
Yolo,daily,psi01,50,38.0
Yolo,daily,psi01,100,162.0
Yolo,daily,psi01,200,275.0
Yolo,daily,psi01,300,465.0
Yolo,daily,psi02,50,21.6542
Yolo,daily,psi02,100,37.0
Yolo,daily,psi02,200,211.0
Yolo,daily,psi02,300,378.0
Yolo,monthly,psi01,50,53.6665
Yolo,monthly,psi01,100,175.0
Yolo,monthly,psi01,200,360.0
Yolo,monthly,psi01,300,539.0
Yolo,monthly,psi02,50,32.6665
Yolo,monthly,psi02,100,56.6665
Yolo,monthly,psi02,200,239.0
Yolo,monthly,psi02,300,409.0
