site,scenario,tracer,control_plane,peak_time
Cecil,hourly,psi02,50,1.167
Cecil,hourly,psi02,100,69.708
Cecil,hourly,psi02,200,287.5
Cecil,hourly,psi02,300,473.625
Cecil,hourly,psi01,50,41.3993
Cecil,hourly,psi01,100,168.833
Cecil,hourly,psi01,200,365.417
Cecil,hourly,psi01,300,570.167
Cecil,daily,psi01,50,41.0
Cecil,daily,psi01,100,202.0
Cecil,daily,psi01,200,380.0
Cecil,daily,psi01,300,580.0
Cecil,daily,psi02,50,1.0
Cecil,daily,psi02,100,69.0
Cecil,daily,psi02,200,282.0
Cecil,daily,psi02,300,483.5
Cecil,monthly,psi02,50,11.5496
Cecil,monthly,psi02,100,91.0746
Cecil,monthly,psi02,200,337.0
Cecil,monthly,psi02,300,554.0
Cecil,monthly,psi01,50,36.8426
Cecil,monthly,psi01,100,214.0
Cecil,monthly,psi01,200,433.0
Cecil,monthly,psi01,300,645.0
Flanagan,hourly,psi01,50,45.333
Flanagan,hourly,psi01,100,177.917
Flanagan,hourly,psi01,200,353.458
Flanagan,hourly,psi01,300,449.917
Flanagan,hourly,psi02,50,21.0
Flanagan,hourly,psi02,100,75.5
Flanagan,hourly,psi02,200,290.042
Flanagan,hourly,psi02,300,411.667
Flanagan,daily,psi02,50,20.0
Flanagan,daily,psi02,100,75.0
Flanagan,daily,psi02,200,281.0
Flanagan,daily,psi02,300,415.0
Flanagan,daily,psi01,50,63.0
Flanagan,daily,psi01,100,189.0
Flanagan,daily,psi01,200,360.0
Flanagan,daily,psi01,300,464.0
Flanagan,monthly,psi01,50,57.3425
Flanagan,monthly,psi01,100,199.0
Flanagan,monthly,psi01,200,373.0
Flanagan,monthly,psi01,300,483.0
Flanagan,monthly,psi02,50,14.7835
Flanagan,monthly,psi02,100,108.0
Flanagan,monthly,psi02,200,313.0
Flanagan,monthly,psi02,300,433.0
HoustonBlack,hourly,psi02,50,14.958
HoustonBlack,hourly,psi02,100,35.958
HoustonBlack,hourly,psi02,200,371.042
HoustonBlack,hourly,psi02,300,762.083
HoustonBlack,hourly,psi01,50,26.917
HoustonBlack,hourly,psi01,100,96.083
HoustonBlack,hourly,psi01,200,441.333
HoustonBlack,hourly,psi01,300,829.417
HoustonBlack,daily,psi01,50,27.0
