site,scenario,tracer,control_plane,peak_time
Kuma,hourly,psi02,100,164.0
Kuma,hourly,psi02,200,343.0
Kuma,hourly,psi02,300,579.833
Kuma,daily,psi01,50,134.0
Kuma,daily,psi01,100,194.14
Kuma,daily,psi01,200,531.0
Kuma,daily,psi01,300,733.0
Kuma,daily,psi02,50,84.0
Kuma,daily,psi02,100,158.0
Kuma,daily,psi02,200,344.0
Kuma,daily,psi02,300,587.0
Kuma,monthly,psi01,50,159.0
Kuma,monthly,psi01,100,221.0
Kuma,monthly,psi01,200,570.0
Kuma,monthly,psi01,300,893.0
Kuma,monthly,psi02,50,105.0
Kuma,monthly,psi02,100,185.0
Kuma,monthly,psi02,200,483.0
Kuma,monthly,psi02,300,644.0
Palouse,hourly,psi01,50,96.958
Palouse,hourly,psi01,100,182.625
Palouse,hourly,psi01,200,305.875
Palouse,hourly,psi01,300,541.958
Palouse,hourly,psi02,50,6.958
Palouse,hourly,psi02,100,150.917
Palouse,hourly,psi02,200,239.042
Palouse,hourly,psi02,300,414.708
Palouse,daily,psi01,50,97.0
Palouse,daily,psi01,100,182.0
Palouse,daily,psi01,200,309.0
Palouse,daily,psi01,300,550.0
Palouse,daily,psi02,50,7.0
Palouse,daily,psi02,100,134.0
Palouse,daily,psi02,200,240.0
Palouse,daily,psi02,300,441.0
Palouse,monthly,psi01,50,73.5712
Palouse,monthly,psi01,100,195.0
Palouse,monthly,psi01,200,328.0
Palouse,monthly,psi01,300,571.0
Palouse,monthly,psi02,50,6.51515
Palouse,monthly,psi02,100,99.9263
Palouse,monthly,psi02,200,251.0
Palouse,monthly,psi02,300,428.0
Pullman,hourly,psi01,50,139.417
Pullman,hourly,psi01,100,201.583
Pullman,hourly,psi01,200,492.917
Pullman,hourly,psi01,300,877.657
Pullman,hourly,psi02,50,88.042
Pullman,hourly,psi02,100,170.083
Pullman,hourly,psi02,200,352.042
Pullman,hourly,psi02,300,604.083
Pullman,daily,psi01,50,139.0
Pullman,daily,psi01,100,204.0
Pullman,daily,psi01,200,512.0
Pullman,daily,psi01,300,898.0
Pullman,daily,psi02,50,74.0
Pullman,daily,psi02,100,170.0
Pullman,daily,psi02,200,356.0
Pullman,daily,psi02,300,623.0
Pullman,monthly,psi01,50,157.0
Pullman,monthly,psi01,100,233.0
Pullman,monthly,psi01,200,574.0
Pullman,monthly,psi01,300,985.0
Pullman,monthly,psi02,50,106.0
Pullman,monthly,psi02,100,197.0
Pullman,monthly,psi02,200,462.0
Pullman,monthly,psi02,300,902.0
Yolo,hourly,psi01,50,55.667
Yolo,hourly,psi01,100,133.083
Yolo,hourly,psi01,200,243.042
Yolo,hourly,psi01,300,560.875
Yolo,hourly,psi02,50,37.667
Yolo,hourly,psi02,100,72.167
Yolo,hourly,psi02,200,192.667
Yolo,hourly,psi02,300,521.25
Yolo,daily,psi01,50,57.0
Yolo,daily,psi01,100,140.0
Yolo,daily,psi01,200,342.0
Yolo,daily,psi01,300,573.0
Yolo,daily,psi02,50,33.0
Yolo,daily,psi02,100,58.0
Yolo,daily,psi02,200,196.0
Yolo,daily,psi02,300,529.0
Yolo,monthly,psi01,50,82.7223
Yolo,monthly,psi01,100,157.927
Yolo,monthly,psi01,200,422.0
Yolo,monthly,psi01,300,645.0
Yolo,monthly,psi02,50,46.6139
Yolo,monthly,psi02,100,92.6
Yolo,monthly,psi02,200,236.0
Yolo,monthly,psi02,300,583.0
