site,scenario,tracer,control_plane,peak_time
Palouse,hourly,psi02,300,428.708
Palouse,daily,psi01,50,101.0
Palouse,daily,psi01,100,142.503
Palouse,daily,psi01,200,303.0
Palouse,daily,psi01,300,496.0
Palouse,daily,psi02,50,38.1247
Palouse,daily,psi02,100,102.0
Palouse,daily,psi02,200,243.0
Palouse,daily,psi02,300,437.0
Palouse,monthly,psi01,50,106.405
Palouse,monthly,psi01,100,167.0
Palouse,monthly,psi01,200,326.0
Palouse,monthly,psi01,300,518.0
Palouse,monthly,psi02,50,43.4865
Palouse,monthly,psi02,100,121.405
Palouse,monthly,psi02,200,264.0
Palouse,monthly,psi02,300,471.0
Pullman,hourly,psi01,50,76.4741
Pullman,hourly,psi01,100,131.208
Pullman,hourly,psi01,200,486.125
Pullman,hourly,psi01,300,823.917
Pullman,hourly,psi02,50,36.417
Pullman,hourly,psi02,100,103.333
Pullman,hourly,psi02,200,423.792
Pullman,hourly,psi02,300,573.292
Pullman,daily,psi01,50,76.0
Pullman,daily,psi01,100,138.5
Pullman,daily,psi01,200,497.5
Pullman,daily,psi01,300,847.0
Pullman,daily,psi02,50,36.0
Pullman,daily,psi02,100,103.0
Pullman,daily,psi02,200,433.0
Pullman,daily,psi02,300,599.0
Pullman,monthly,psi01,50,86.9959
Pullman,monthly,psi01,100,177.0
Pullman,monthly,psi01,200,543.0
Pullman,monthly,psi01,300,929.0
Pullman,monthly,psi02,50,17.4705
Pullman,monthly,psi02,100,131.0
Pullman,monthly,psi02,200,501.0
Pullman,monthly,psi02,300,850.0
Yolo,hourly,psi01,50,80.6416
Yolo,hourly,psi01,100,125.083
Yolo,hourly,psi01,200,283.333
Yolo,hourly,psi01,300,510.25
Yolo,hourly,psi02,50,31.042
Yolo,hourly,psi02,100,102.0
Yolo,hourly,psi02,200,203.667
Yolo,hourly,psi02,300,473.667
Yolo,daily,psi01,50,81.0
Yolo,daily,psi01,100,133.0
Yolo,daily,psi01,200,288.0
Yolo,daily,psi01,300,522.0
Yolo,daily,psi02,50,30.0
Yolo,daily,psi02,100,101.0
Yolo,daily,psi02,200,245.0
Yolo,daily,psi02,300,480.0
Yolo,monthly,psi01,50,103.529
Yolo,monthly,psi01,100,168.81
Yolo,monthly,psi01,200,329.0
Yolo,monthly,psi01,300,594.0
Yolo,monthly,psi02,50,45.6512
Yolo,monthly,psi02,100,118.529
Yolo,monthly,psi02,200,284.0
Yolo,monthly,psi02,300,527.0
