site,scenario,tracer,control_plane,peak_time
Cecil,hourly,psi01,50,82.75
Cecil,hourly,psi01,100,191.958
Cecil,hourly,psi01,200,340.208
Cecil,hourly,psi01,300,592.875
Cecil,hourly,psi02,50,35.375
Cecil,hourly,psi02,100,80.958
Cecil,hourly,psi02,200,255.0
Cecil,hourly,psi02,300,481.708
Cecil,daily,psi01,50,82.7602
Cecil,daily,psi01,100,195.325
Cecil,daily,psi01,200,360.0
Cecil,daily,psi01,300,603.514
Cecil,daily,psi02,50,35.0
Cecil,daily,psi02,100,80.0
Cecil,daily,psi02,200,249.0
Cecil,daily,psi02,300,484.842
Cecil,monthly,psi01,50,80.0
Cecil,monthly,psi01,100,202.0
Cecil,monthly,psi01,200,453.0
Cecil,monthly,psi01,300,671.0
Cecil,monthly,psi02,50,33.0
Cecil,monthly,psi02,100,101.0
Cecil,monthly,psi02,200,276.0
Cecil,monthly,psi02,300,531.0
Flanagan,hourly,psi01,50,69.0
Flanagan,hourly,psi01,100,170.583
Flanagan,hourly,psi01,200,372.042
Flanagan,hourly,psi01,300,587.625
Flanagan,hourly,psi02,50,12.958
Flanagan,hourly,psi02,100,57.792
Flanagan,hourly,psi02,200,276.042
Flanagan,hourly,psi02,300,482.042
Flanagan,daily,psi01,50,69.0
Flanagan,daily,psi01,100,170.0
Flanagan,daily,psi01,200,388.0
Flanagan,daily,psi01,300,592.0
Flanagan,daily,psi02,50,12.0
Flanagan,daily,psi02,100,57.0
Flanagan,daily,psi02,200,271.0
Flanagan,daily,psi02,300,486.0
Flanagan,monthly,psi01,50,69.0
Flanagan,monthly,psi01,100,167.0
Flanagan,monthly,psi01,200,438.0
Flanagan,monthly,psi01,300,614.0
Flanagan,monthly,psi02,50,17.1707
Flanagan,monthly,psi02,100,61.0
Flanagan,monthly,psi02,200,277.0
Flanagan,monthly,psi02,300,518.0
HoustonBlack,hourly,psi01,50,110.167
HoustonBlack,hourly,psi01,100,234.875
HoustonBlack,hourly,psi01,200,371.5
HoustonBlack,hourly,psi01,300,709.542
HoustonBlack,hourly,psi02,50,82.375
HoustonBlack,hourly,psi02,100,194.958
HoustonBlack,hourly,psi02,200,278.5
HoustonBlack,hourly,psi02,300,628.167
HoustonBlack,daily,psi01,50,110.0
HoustonBlack,daily,psi01,100,235.0
HoustonBlack,daily,psi01,200,415.0
HoustonBlack,daily,psi01,300,728.0
HoustonBlack,daily,psi02,50,81.0
HoustonBlack,daily,psi02,100,181.0
HoustonBlack,daily,psi02,200,278.0
HoustonBlack,daily,psi02,300,635.0
HoustonBlack,monthly,psi01,50,156.0
HoustonBlack,monthly,psi01,100,238.0
HoustonBlack,monthly,psi01,200,471.0
HoustonBlack,monthly,psi01,300,954.0
HoustonBlack,monthly,psi02,50,78.0
HoustonBlack,monthly,psi02,100,188.0
HoustonBlack,monthly,psi02,200,296.0
HoustonBlack,monthly,psi02,300,671.0
Kalamazoo,hourly,psi01,50,44.625
Kalamazoo,hourly,psi01,100,86.875
Kalamazoo,hourly,psi01,200,179.292
Kalamazoo,hourly,psi01,300,239.75
Kalamazoo,hourly,psi02,50,13.417
Kalamazoo,hourly,psi02,100,58.292
Kalamazoo,hourly,psi02,200,102.583
Kalamazoo,hourly,psi02,300,148.792
Kalamazoo,daily,psi01,50,44.6048
Kalamazoo,daily,psi01,100,88.0
Kalamazoo,daily,psi01,200,188.0
Kalamazoo,daily,psi01,300,242.0
Kalamazoo,daily,psi02,50,13.0
Kalamazoo,daily,psi02,100,52.0
Kalamazoo,daily,psi02,200,100.0
Kalamazoo,daily,psi02,300,147.0
Kalamazoo,monthly,psi01,50,46.4759
Kalamazoo,monthly,psi01,100,95.5506
Kalamazoo,monthly,psi01,200,202.0
Kalamazoo,monthly,psi01,300,249.0
Kalamazoo,monthly,psi02,50,7.90513
Kalamazoo,monthly,psi02,100,51.4759
Kalamazoo,monthly,psi02,200,105.551
Kalamazoo,monthly,psi02,300,151.604
Kuma,hourly,psi01,50,212.5
Kuma,hourly,psi01,100,292.441
Kuma,hourly,psi01,200,602.25
Kuma,hourly,psi01,300,712.167
Kuma,hourly,psi02,50,77.625
Kuma,hourly,psi02,100,262.455
Kuma,hourly,psi02,200,357.667
Kuma,hourly,psi02,300,667.125
Kuma,daily,psi01,50,212.0
Kuma,daily,psi01,100,292.0
Kuma,daily,psi01,200,611.0
Kuma,daily,psi01,300,722.0
Kuma,daily,psi02,50,77.0
Kuma,daily,psi02,100,252.0
Kuma,daily,psi02,200,359.0
Kuma,daily,psi02,300,674.0
Kuma,monthly,psi01,50,225.0
Kuma,monthly,psi01,100,301.0
Kuma,monthly,psi01,200,634.0
Kuma,monthly,psi01,300,937.0
Kuma,monthly,psi02,50,61.0
Kuma,monthly,psi02,100,264.0
Kuma,monthly,psi02,200,401.0
Kuma,monthly,psi02,300,709.0
Palouse,hourly,psi01,50,44.333
Palouse,hourly,psi01,100,100.708
Palouse,hourly,psi01,200,316.833
Palouse,hourly,psi01,300,540.583
Palouse,hourly,psi02,50,32.167
Palouse,hourly,psi02,100,52.208
Palouse,hourly,psi02,200,274.167
Palouse,hourly,psi02,300,459.333
Palouse,daily,psi01,50,47.0
Palouse,daily,psi01,100,104.0
Palouse,daily,psi01,200,320.0
Palouse,daily,psi01,300,582.0
Palouse,daily,psi02,50,30.0
Palouse,daily,psi02,100,37.0
Palouse,daily,psi02,200,274.0
Palouse,daily,psi02,300,463.0
Palouse,monthly,psi01,50,51.4347
Palouse,monthly,psi01,100,120.0
Palouse,monthly,psi01,200,330.0
Palouse,monthly,psi01,300,614.0
Palouse,monthly,psi02,50,32.4347
Palouse,monthly,psi02,100,51.4347
Palouse,monthly,psi02,200,285.0
Palouse,monthly,psi02,300,472.0
Pullman,hourly,psi01,50,171.466
Pullman,hourly,psi01,100,278.042
Pullman,hourly,psi01,200,641.75
Pullman,hourly,psi01,300,1021.38
Pullman,hourly,psi02,50,76.917
Pullman,hourly,psi02,100,201.042
Pullman,hourly,psi02,200,382.75
Pullman,hourly,psi02,300,759.167
Pullman,daily,psi01,50,171.834
Pullman,daily,psi01,100,287.0
Pullman,daily,psi01,200,658.0
Pullman,daily,psi01,300,1037.0
Pullman,daily,psi02,50,76.0
Pullman,daily,psi02,100,195.0
Pullman,daily,psi02,200,414.0
Pullman,daily,psi02,300,809.0
Pullman,monthly,psi01,50,170.567
Pullman,monthly,psi01,100,297.0
Pullman,monthly,psi01,200,698.0
Pullman,monthly,psi01,300,1125.0
Pullman,monthly,psi02,50,61.0
Pullman,monthly,psi02,100,200.936
Pullman,monthly,psi02,200,608.0
Pullman,monthly,psi02,300,1027.0
Yolo,hourly,psi01,50,132.5
Yolo,hourly,psi01,100,270.25
Yolo,hourly,psi01,200,459.208
Yolo,hourly,psi01,300,638.875
Yolo,hourly,psi02,50,69.125
Yolo,hourly,psi02,100,209.0
Yolo,hourly,psi02,200,318.917
Yolo,hourly,psi02,300,514.917
Yolo,daily,psi01,50,133.0
Yolo,daily,psi01,100,271.127
Yolo,daily,psi01,200,461.0
Yolo,daily,psi01,300,648.0
Yolo,daily,psi02,50,68.0
Yolo,daily,psi02,100,195.605
Yolo,daily,psi02,200,325.5
