log10_input_na+1,log10_input_h4sio4,log10_input_al+3,log10_input_co3-2,input_ca+2_mol_l,input_mg+2_mol_l,input_na+1_mol_l,input_k+1_mol_l,si_quartz,si_k-feld-d-ph,si_calcite-ph,total_base_cations_mol_l,base_cation_log_resdual,alkalinity,ionic_strength
-2.7375489102695707,-3.1655792963184672,-9.169411331314855,-5.2839966563652006,37.110124590323174,11.480979244622858,0.0018299999999999994,0.17080880146311136,1.993,5.371,-1.41,48.76364,4.179135683230251,5.9413e-06,5.0
-2.792299888474962,-3.1655792963184672,-9.169411331314855,-5.2839966563652006,28.83968124736637,8.922303157906722,0.0016132441967903384,0.15057721733392215,1.993,5.325,-1.409,37.914493199999995,4.069844822004802,5.9412e-06,5.0
-2.7375489102695707,-3.2288908822448366,-9.169411331314855,-5.2839966563652006,37.110124590323174,11.480979244622858,0.0018299999999999994,0.17080880146311136,1.929,5.181,-1.41,48.76364,4.179135683230251,5.9413e-06,5.0
-2.7375489102695707,-3.1655792963184672,-9.352799557941152,-5.2839966563652006,37.110124590323174,11.480979244622858,0.0018299999999999994,0.17080880146311136,1.993,5.188,-1.41,48.76364,4.179135683230251,5.9413e-06,5.0
-2.7375489102695707,-3.1655792963184672,-9.169411331314855,-5.389676589492504,37.110124590323174,11.480979244622858,0.0018299999999999994,0.17080880146311136,1.993,5.371,-1.516,48.76364,4.179135683230251,4.7891e-06,5.0
-3.9731868638020647,-4.149092042909342,-9.444124074828807,-4.315379210281533,0.12537660491164077,0.03878850353219179,0.00010636852481047072,0.009928240566270894,-0.028,-2.549,-0.534,0.17420356999999997,1.7320966176979848,5.0712e-05,0.44334
-4.052650601078106,-4.149092042909342,-9.444124074828807,-4.315379210281533,0.08695389305772211,0.026901441384413558,8.858279902282432e-05,0.008268153951549891,-0.042,-2.64,-0.583,0.12221178300000002,1.5781526470764042,5.033e-05,0.31672
-3.9731868638020647,-4.232073883767529,-9.444124074828807,-4.315379210281533,0.12537660491164077,0.03878850353219179,0.00010636852481047072,0.009928240566270894,-0.111,-2.798,-0.534,0.17420356999999997,1.7320966176979848,5.0712e-05,0.44334
-3.9731868638020647,-4.149092042909342,-9.633006556325382,-4.315379210281533,0.12537660491164077,0.03878850353219179,0.00010636852481047072,0.009928240566270894,-0.028,-2.738,-0.534,0.17420356999999997,1.7320966176979848,5.0712e-05,0.44334
-3.9731868638020647,-4.149092042909342,-9.444124074828807,-4.401686794487163,0.12537660491164077,0.03878850353219179,0.00010636852481047072,0.009928240566270894,-0.028,-2.549,-0.62,0.17420356999999997,1.7320966176979848,4.1737e-05,0.44334
-4.650754203878419,-3.844498086938413,-8.30717270693562,-3.539700327104847,0.005534543754425681,0.0017122546117667172,2.2348367076457863e-05,0.002085955079228102,0.229,-1.084,-0.404,0.009355148,0.4620902293244848,0.00028098,0.023449
-4.743769287955987,-3.844498086938413,-8.30717270693562,-3.539700327104847,0.0036062153450282094,0.0011156762200336436,1.8039758198500204e-05,0.0016837975281804142,0.229,-1.159,-0.533,0.006423740000000001,0.29882752143949975,0.00027956,0.015665
-4.650754203878419,-3.9213880486771813,-8.30717270693562,-3.539700327104847,0.005534543754425681,0.0017122546117667172,2.2348367076457863e-05,0.002085955079228102,0.153,-1.315,-0.404,0.009355148,0.4620902293244848,0.00028098,0.023449
-4.650754203878419,-3.844498086938413,-8.473316161074333,-3.539700327104847,0.005534543754425681,0.0017122546117667172,2.2348367076457863e-05,0.002085955079228102,0.229,-1.25,-0.404,0.009355148,0.4620902293244848,0.00028098,0.023449
-4.650754203878419,-3.844498086938413,-8.30717270693562,-3.610494333646944,0.005534543754425681,0.0017122546117667172,2.2348367076457863e-05,0.002085955079228102,0.229,-1.084,-0.474,0.009355148,0.4620902293244848,0.00023882,0.023456
-4.839550546805164,-4.034703910597038,-7.511416055750414,-3.007530647051952,0.002320006167087169,0.0007177540616145061,1.4469364367931482e-05,0.0013505435986991405,0.038,-1.014,-0.147,0.004402719,0.13476053467099497,0.00094639,0.010321
-4.936341557741267,-4.034703910597038,-7.511416055750414,-3.007530647051952,0.0014856178793198778,0.00045961441052018854,1.1578663757114832e-05,0.001080730972074946,0.038,-1.096,-0.299,0.003037489,-0.026445719327110706,0.00094327,0.0068378
