log10_input_na+1,log10_input_h4sio4,log10_input_al+3,log10_input_co3-2,input_ca+2_mol_l,input_mg+2_mol_l,input_na+1_mol_l,input_k+1_mol_l,si_quartz,si_k-feld-d-ph,si_calcite-ph,total_base_cations_mol_l,base_cation_log_resdual,alkalinity,ionic_strength
-2.7375489102695707,-3.1655792963184672,-9.169411331314855,-5.2839966563652006,0.00580497837505621,0.00032647913249567124,0.0018299999999999994,0.0005011212866022557,0.906,-0.518,-1.926,0.0084626,0.41854338047389616,6.2152e-06,0.020404
-2.792299888474962,-3.1655792963184672,-9.169411331314855,-5.2839966563652006,0.004511268227542697,0.00025371928062852824,0.0016132441967903384,0.00044176557786841376,0.906,-0.562,-2.001,0.006819990000000001,0.32482330468363185,6.1829e-06,0.01614
-2.7375489102695707,-3.2288908822448366,-9.169411331314855,-5.2839966563652006,0.00580497837505621,0.00032647913249567124,0.0018299999999999994,0.0005011212866022557,0.843,-0.708,-1.926,0.0084626,0.41854338047389616,6.2152e-06,0.020404
-2.7375489102695707,-3.1655792963184672,-9.352799557941152,-5.2839966563652006,0.00580497837505621,0.00032647913249567124,0.0018299999999999994,0.0005011212866022557,0.906,-0.701,-1.926,0.0084626,0.41854338047389616,6.2152e-06,0.020404
-2.7375489102695707,-3.1655792963184672,-9.169411331314855,-5.389676589492504,0.00580497837505621,0.00032647913249567124,0.0018299999999999994,0.0005011212866022557,0.906,-0.518,-2.031,0.0084626,0.41854338047389616,5.1014e-06,0.020404
-2.6739721576496174,-3.45597819454166,-8.954987032545295,-4.120163827966053,0.007779543462866974,0.00043753110466059005,0.002118496946422839,0.0005801223581717833,0.617,-1.124,-0.678,0.01091565,0.5290891688020759,7.661e-05,0.026807
-2.7274516008026097,-3.45597819454166,-8.954987032545295,-4.120163827966053,0.006081283151900072,0.00034201885340764124,0.0018730458097374288,0.0005129088120440352,0.616,-1.167,-0.748,0.008809230000000001,0.4359775159427455,7.6304e-05,0.021295
-2.6739721576496174,-3.5250977584324934,-8.954987032545295,-4.120163827966053,0.007779543462866974,0.00043753110466059005,0.002118496946422839,0.0005801223581717833,0.547,-1.331,-0.678,0.01091565,0.5290891688020759,7.661e-05,0.026807
-2.6739721576496174,-3.45597819454166,-9.134086773196202,-4.120163827966053,0.007779543462866974,0.00043753110466059005,0.002118496946422839,0.0005801223581717833,0.617,-1.303,-0.678,0.01091565,0.5290891688020759,7.661e-05,0.026807
-2.6739721576496174,-3.45597819454166,-8.954987032545295,-4.202567104525374,0.007779543462866974,0.00043753110466059005,0.002118496946422839,0.0005801223581717833,0.617,-1.124,-0.76,0.01091565,0.5290891688020759,6.3556e-05,0.026809
-2.866902499698267,-3.917745282963347,-7.325970585036659,-3.4124792569913565,0.003199583344319589,0.00017994850748964992,0.0013586184259125691,0.00037203967956002095,0.153,-1.037,-0.241,0.00511019,0.19947661459328805,0.00038171,0.011712
-2.9242405496922323,-3.917745282963347,-7.325970585036659,-3.4124792569913565,0.0024570688572454003,0.00013818857834898326,0.0011905823782918992,0.0003260252312653608,0.153,-1.085,-0.328,0.00411192,0.10508422341908791,0.00038069,0.0091958
-2.866902499698267,-3.9961001886226137,-7.325970585036659,-3.4124792569913565,0.003199583344319589,0.00017994850748964992,0.0013586184259125691,0.00037203967956002095,0.075,-1.272,-0.241,0.00511019,0.19947661459328805,0.00038171,0.011712
-2.866902499698267,-3.917745282963347,-7.472489996737393,-3.4124792569913565,0.003199583344319589,0.00017994850748964992,0.0013586184259125691,0.00037203967956002095,0.153,-1.183,-0.241,0.00511019,0.19947661459328805,0.00038171,0.011712
-2.866902499698267,-3.917745282963347,-7.325970585036659,-3.4807288421311835,0.003199583344319589,0.00017994850748964992,0.0013586184259125691,0.00037203967956002095,0.153,-1.037,-0.308,0.00511019,0.19947661459328805,0.00032636,0.011718
-2.9533390854097927,-4.055248031474399,-6.8068162689344085,-3.0895186303135,0.0021489200399278374,0.00012085790938565044,0.0011134248620471032,0.0003048966663409746,0.015,-1.003,-0.053,0.00368806,0.05783754467561317,0.00079869,0.0081073
-3.0124058671179887,-4.055248031474399,-6.8068162689344085,-3.0895186303135,0.0016371432903222439,9.207495474784427e-05,0.0009718385737609346,0.0002661251346736508,0.015,-1.054,-0.147,0.002967145,-0.03662166301071383,0.00079697,0.0063399
-2.9533390854097927,-4.136352992103887,-6.8068162689344085,-3.0895186303135,0.0021489200399278374,0.00012085790938565044,0.0011134248620471032,0.0003048966663409746,-0.066,-1.247,-0.053,0.00368806,0.05783754467561317,0.00079869,0.0081073
-2.9533390854097927,-4.055248031474399,-6.9429525943130965,-3.0895186303135,0.0021489200399278374,0.00012085790938565044,0.0011134248620471032,0.0003048966663409746,0.015,-1.139,-0.053,0.00368806,0.05783754467561317,0.00079869,0.0081073
-2.9533390854097927,-4.055248031474399,-6.8068162689344085,-3.15130900291977,0.0021489200399278374,0.00012085790938565044,0.0011134248620471032,0.0003048966663409746,0.015,-1.003,-0.114,0.00368806,0.05783754467561317,0.00069292,0.0081154
-2.986376712814755,-4.070041289314973,-6.730769648267189,-2.9875962607925755,0.0018456315310761459,0.00010380059015578385,0.001031865963185888,0.0002825628410233815,0.001,-1.0,-0.005,0.00326386,0.004771088678323623,0.0010084,0.0070492
-3.0461042470710504,-4.070041289314973,-6.730769648267189,-2.9875962607925755,0.001401812514016917,7.883966208459606e-05,0.0008992816940644326,0.00024625639319531407,0.0,-1.052,-0.102,0.0026261799999999997,-0.08963594359117323,0.0010064,0.0055057
-2.986376712814755,-4.151442115101272,-6.730769648267189,-2.9875962607925755,0.0018456315310761459,0.00010380059015578385,0.001031865963185888,0.0002825628410233815,-0.081,-1.244,-0.005,0.00326386,0.004771088678323623,0.0010084,0.0070492
-2.986376712814755,-4.070041289314973,-6.865385041232533,-2.9875962607925755,0.0018456315310761459,0.00010380059015578385,0.001031865963185888,0.0002825628410233815,0.001,-1.135,-0.005,0.00326386,0.004771088678323623,0.0010084,0.0070492
-2.986376712814755,-4.070041289314973,-6.730769648267189,-3.047348186008427,0.0018456315310761459,0.00010380059015578385,0.001031865963185888,0.0002825628410233815,0.001,-1.0,-0.064,0.00326386,0.004771088678323623,0.00087892,0.0070579
-2.9893618557644355,-4.070983883335697,-6.7253607386544765,-2.9776736332245486,0.0018204330655299738,0.00010238339742220082,0.0010247977052023052,0.0002806272920972779,-0.0,-1.0,0.0,0.00322821,1.3453125867467796e-06,0.0010316,0.0069607
-3.0491490928797242,-4.070983883335697,-6.7253607386544765,-2.9776736332245486,0.001382293420990372,7.774188425551896e-05,0.0008929988654501191,0.0002445359237096822,-0.001,-1.052,-0.097,0.002597582,-0.09439116700147682,0.0010296,0.005436
-2.9893618557644355,-4.152403561002411,-6.7253607386544765,-2.9776736332245486,0.0018204330655299738,0.00010238339742220082,0.0010247977052023052,0.0002806272920972779,-0.082,-1.244,0.0,0.00322821,1.3453125867467796e-06,0.0010316,0.0069607
-2.9893618557644355,-4.070983883335697,-6.859867953427566,-2.9776736332245486,0.0018204330655299738,0.00010238339742220082,0.0010247977052023052,0.0002806272920972779,-0.0,-1.134,0.0,0.00322821,1.3453125867467796e-06,0.0010316,0.0069607
-2.9893618557644355,-4.070983883335697,-6.7253607386544765,-3.0372271058890394,0.0018204330655299738,0.00010238339742220082,0.0010247977052023052,0.0002806272920972779,-0.0,-1.0,-0.058,0.00322821,1.3453125867467796e-06,0.00089952,0.0069694
