log10_input_na+1,log10_input_h4sio4,log10_input_al+3,input_ca+2_mol_l,input_mg+2_mol_l,input_na+1_mol_l,input_k+1_mol_l,si_quartz,si_k-feld-d-ph,total_base_cations_mol_l,base_cation_log_resdual,alkalinity,ionic_strength
-3.2950126926828793,-4.058025410025251,-7.009116014450835,0.0012333493979389298,0.00040149478848178726,0.0005069758911897164,0.001104435389614959,0.018,-1.14,0.0032461700000000005,0.002410826653578669,3.9969e-05,0.0064845
-3.2966253239257313,-4.075623435301514,-6.815543495508419,0.001224223927832151,0.0003985241552642734,0.0005050968686080166,0.0011003419818747112,-0.0,-1.001,0.00322812,-1.076265072179647e-05,3.9953e-05,0.0064427
-3.362557830404246,-4.075623435301514,-6.815543495508419,0.0009036408402078869,0.0002941640775996347,0.0004339524749344793,0.0009453555465999228,-0.0,-1.061,0.00257711,-0.09782747703448784,3.9366e-05,0.0049543
-3.2966253239257313,-4.157135904007545,-6.815543495508419,0.001224223927832151,0.0003985241552642734,0.0005050968686080166,0.0011003419818747112,-0.082,-1.245,0.00322812,-1.076265072179647e-05,3.9953e-05,0.0064427
-3.2966253239257313,-4.075623435301514,-6.951854365418588,0.001224223927832151,0.0003985241552642734,0.0005050968686080166,0.0011003419818747112,-0.0,-1.137,0.00322812,-1.076265072179647e-05,3.9953e-05,0.0064427
-3.296617964240523,-4.075622666590494,-6.814550489653814,0.0012242654206707439,0.0003985376625141105,0.00050510542820434,0.0011003606287596315,-0.0,-0.999,0.00322835,2.0179251240125934e-05,3.9953e-05,0.0064432
-3.2965953245485973,-4.075464830071063,-6.815430589091731,0.0012243930687899167,0.00039857921607119103,0.000505131759944276,0.0011004179918531452,0.0,-1.0,0.00322851,4.170275248339755e-05,3.9953e-05,0.0064436
-3.3625272310395693,-4.075464830071063,-6.815430589091731,0.0009037681859839111,0.00029420553273432266,0.00043398305127930777,0.000945422156468164,-0.0,-1.06,0.0025773799999999998,-0.0977819790278098,3.9367e-05,0.0049549
-3.2965953245485973,-4.156974126672484,-6.815430589091731,0.0012243930687899167,0.00039857921607119103,0.000505131759944276,0.0011004179918531452,-0.081,-1.244,0.00322851,4.170275248339755e-05,3.9953e-05,0.0064436
-3.2965953245485973,-4.075464830071063,-6.951739200873566,0.0012243930687899167,0.00039857921607119103,0.000505131759944276,0.0011004179918531452,0.0,-1.136,0.00322851,4.170275248339755e-05,3.9953e-05,0.0064436
