time,q_50cm_m.d,psi01_conc_50cm_mol.L,psi01_flux_50cm_mol.m2.d,psi02_conc_50cm_mol.L,psi02_flux_50cm_mol.m2.d,psi03_conc_50cm_mol.L,psi03_flux_50cm_mol.m2.d,q_100cm_m.d,psi01_conc_100cm_mol.L,psi01_flux_100cm_mol.m2.d,psi02_conc_100cm_mol.L,psi02_flux_100cm_mol.m2.d,psi03_conc_100cm_mol.L,psi03_flux_100cm_mol.m2.d,q_200cm_m.d,psi01_conc_200cm_mol.L,psi01_flux_200cm_mol.m2.d,psi02_conc_200cm_mol.L,psi02_flux_200cm_mol.m2.d,psi03_conc_200cm_mol.L,psi03_flux_200cm_mol.m2.d,q_300cm_m.d,psi01_conc_300cm_mol.L,psi01_flux_300cm_mol.m2.d,psi02_conc_300cm_mol.L,psi02_flux_300cm_mol.m2.d,psi03_conc_300cm_mol.L,psi03_flux_300cm_mol.m2.d,psi01_cumulative_50cm_mol.m2,psi02_cumulative_50cm_mol.m2,psi03_cumulative_50cm_mol.m2,psi01_cumulative_100cm_mol.m2,psi02_cumulative_100cm_mol.m2,psi03_cumulative_100cm_mol.m2,psi01_cumulative_200cm_mol.m2,psi02_cumulative_200cm_mol.m2,psi03_cumulative_200cm_mol.m2,psi01_cumulative_300cm_mol.m2,psi02_cumulative_300cm_mol.m2,psi03_cumulative_300cm_mol.m2
2416.0,-3.775475069019268e-09,0.00126301,4.768462766922025e-09,0.00126301,4.768462766922025e-09,0.0127739,4.822754098414522e-08,-3.399656768001882e-09,0.00108315,3.6823382282612387e-09,0.00108315,3.6823382282612387e-09,0.0150747,5.124880588059797e-08,-8.623551365078209e-09,0.00102477,8.837156732391195e-09,0.00102477,8.837156732391195e-09,0.00617924,5.328699353714587e-08,-1.2693803578453043e-08,0.00105716,1.3419381390997418e-08,0.00105716,1.3419381390997418e-08,0.0114377,1.4518791718927238e-07,0.00010306907336417133,7.077610534264124e-05,0.0006357693885783465,0.00010630796435267605,0.00019930634340774455,0.0006217730580487181,0.00010682497850104865,0.00019982120806570706,0.000609055189727065,0.00010681003119467799,0.0001998099537799322,0.0006016030841070003
2416.46,-4.4879523836696365e-09,0.00126749,5.688434766777428e-09,0.00126749,5.688434766777428e-09,0.0128027,5.745790798240725e-08,-3.424624857874553e-09,0.00108376,3.7114714359701258e-09,0.00108376,3.7114714359701258e-09,0.0151004,5.1713205203848905e-08,-8.41614704409524e-09,0.00102481,8.624951652259242e-09,0.00102481,8.624951652259242e-09,0.00617975,5.200968469574756e-08,-1.2449559680592038e-08,0.0010565,1.3152959802545487e-08,0.0010565,1.3152959802545487e-08,0.0113835,1.4171956262401944e-07,0.00010306962558606757,7.077665756453748e-05,0.0006357937547579219,0.00010630809630210198,0.00019930647535717046,0.0006217952707956773,0.00010682507455116842,0.00019982130411582682,0.0006090752427543847,0.00010681035475873408,0.0001998102773439883,0.0006016625483083542
2416.74,-7.024188284591211e-09,0.00127037,8.923318071096138e-09,0.00127037,8.923318071096138e-09,0.0128156,9.001918738000713e-08,-3.4435126529114556e-09,0.00108413,3.733215372400897e-09,0.00108413,3.733215372400897e-09,0.0151159,5.205179291014427e-08,-8.304469324996962e-09,0.00102483,8.510669298336635e-09,0.00102483,8.510669298336635e-09,0.00618013,5.132270000949347e-08,-1.2308145717401022e-08,0.00105611,1.2998755773604395e-08,0.00105611,1.2998755773604395e-08,0.0113514,1.3971468529650595e-07,0.0001030701573424078,7.07771893208777e-05,0.0006358169933576686,0.00010630817741886344,0.0001993065564739319,0.0006218088811141493,0.00010682513228716096,0.00019982136185181935,0.0006090872878589764,0.00010681054812954982,0.00019981047071480402,0.0006016982221394363
2417.0,-1.2816529899100592e-08,0.0012735,1.63218508265046e-08,0.0012735,1.63218508265046e-08,0.0128186,1.6428997016461084e-07,-3.464227904491718e-09,0.00108447,3.756851235584133e-09,0.00108447,3.756851235584133e-09,0.0151304,5.241515388612149e-08,-8.192862152206462e-09,0.00102485,8.396454776688792e-09,0.00102485,8.396454776688792e-09,0.00618054,5.0636312246198124e-08,-1.2173666720016641e-08,0.00105576,1.285247037632477e-08,0.00105576,1.285247037632477e-08,0.0113218,1.378278198706844e-07,0.00010307106872584892,7.077810070431883e-05,0.0006358563764521377,0.00010630825350092953,0.00019930663255599798,0.0006218216083549045,0.00010682518522124333,0.0001998214147859017,0.0006090983231560008,0.00010681072461850046,0.00019981064720375467,0.0006017308922192555
2417.43,-2.128756021531458e-08,0.0012821,2.7292780952054826e-08,0.0012821,2.7292780952054826e-08,0.0128259,2.7303211856560324e-07,-3.5849342041339886e-09,0.00108526,3.890585694378452e-09,0.00108526,3.890585694378452e-09,0.0151583,5.434150814652423e-08,-8.005699956812367e-09,0.0010249,8.205041885736994e-09,0.0010249,8.205041885736994e-09,0.00618148,4.9487074169036504e-08,-1.1958777487184066e-08,0.00105518,1.2618662828926882e-08,0.00105518,1.2618662828926882e-08,0.0112735,1.3481727800176957e-07,0.00010307365097076572,7.078068294923563e-05,0.0006359646266122283,0.00010630838493107033,0.0001993067639861388,0.0006218434336816997,0.00010682527093827276,0.00019982150050293116,0.000609116160146912,0.0001068110083691974,0.00019981093095445163,0.0006017837213744767
2418.0,-2.4176652788688742e-08,0.00129456,3.1298127634124894e-08,0.00129456,3.1298127634124894e-08,0.0128391,3.104064628192536e-07,-4.084703916000719e-09,0.00108632,4.4372955580299015e-09,0.00108632,4.4372955580299015e-09,0.0151983,6.208055552655373e-08,-7.781465657376696e-09,0.00102497,7.975768854841394e-09,0.00102497,7.975768854841394e-09,0.00618295,4.811241308627725e-08,-1.1684395194877286e-08,0.00105446,1.2320727357190302e-08,0.00105446,1.2320727357190302e-08,0.0112119,1.3100427048544464e-07,0.00010307771021142762,7.078474218989753e-05,0.0006361277776039458,0.00010630858590830629,0.00019930696496337475,0.0006218764913171177,0.00010682538169109531,0.0001998216112557537,0.0006091391487869465,0.00010681137107852991,0.00019981129366378414,0.0006018517337033923
2419.0,-1.9643929481472808e-08,0.00131467,2.5825284771407856e-08,0.00131467,2.5825284771407856e-08,0.0128976,2.533595448802437e-07,-5.497126234769919e-09,0.00108814,5.981642941102541e-09,0.00108814,5.981642941102541e-09,0.0152837,8.401642823435302e-08,-7.415794163206245e-09,0.00102508,7.601782280819458e-09,0.00102508,7.601782280819458e-09,0.00618617,4.5875363378601584e-08,-1.1222249448969161e-08,0.00105328,1.1820170899610238e-08,0.00105328,1.1820170899610238e-08,0.0111083,1.2466011355398413e-07,0.00010308389156671755,7.079092354518746e-05,0.0006363614932193445,0.00010630907042501262,0.00019930744948008108,0.0006219550106191172,0.00010682556767921292,0.00019982179724387133,0.0006091776083561619,0.00010681196899998056,0.00019981189158523477,0.0006019651715674974
2420.0,-1.237861817386841e-08,0.00133214,1.6490052414137064e-08,0.00133214,1.6490052414137064e-08,0.0129904,1.608032015258202e-07,-6.488924079101946e-09,0.00109007,7.073381470906659e-09,0.00109007,7.073381470906659e-09,0.01538,9.979965233658792e-08,-7.08093745899323e-09,0.0010252,7.259377082959859e-09,0.0010252,7.259377082959859e-09,0.00618997,4.3830790443044325e-08,-1.0783641764812517e-08,0.00105217,1.1346224355682786e-08,0.00105217,1.1346224355682786e-08,0.0110094,1.1872142564552693e-07,0.00010308800300095781,7.079503497942772e-05,0.0006365099178026964,0.00010630965488240442,0.00019930803393747288,0.0006220483213473748,0.00010682574611883689,0.0001998219756834953,0.000609214358209146,0.00010681253158257143,0.00019981245416782564,0.0006020731093513781
2420.92,-7.433422169506781e-09,0.00134528,1.000003417619408e-08,0.00134528,1.000003417619408e-08,0.0130783,9.721652515946052e-08,-6.776098942383525e-09,0.00109178,7.398009303315486e-09,0.00109178,7.398009303315486e-09,0.0154687,1.0481744171004803e-07,-6.818353762150827e-09,0.00102531,6.990926295870864e-09,0.00102531,6.990926295870864e-09,0.00619384,4.2231792266160275e-08,-1.0400917633292901e-08,0.00105122,1.0933652634470164e-08,0.00105122,1.0933652634470164e-08,0.0109224,1.1360298275787838e-07,0.00010309036428400397,7.079739626247388e-05,0.0006365925182574472,0.00010631022703993648,0.00019930860609500492,0.000622138519382721,0.0001068259048855679,0.00019982213445022631,0.0006092469385725697,0.00010681302169877251,0.00019981294428402674,0.0006021680552512927
2421.0,-7.030958915980172e-09,0.00134647,9.466975251599823e-09,0.00134647,9.466975251599823e-09,0.0130864,9.200994075808292e-08,-6.7829942799775516e-09,0.00109193,7.4065549441358885e-09,0.00109193,7.4065549441358885e-09,0.0154767,1.0497836757292857e-07,-6.7944617185387895e-09,0.00102531,6.9664295446350056e-09,0.00102531,6.9664295446350056e-09,0.00619419,4.208618683235578e-08,-1.0367909323668718e-08,0.00105114,1.0898124206481138e-08,0.00105114,1.0898124206481138e-08,0.0109145,1.1316054631318222e-07,0.00010309055916531082,7.079759114378073e-05,0.0006365993165759945,0.00010631027692478962,0.00019930865597985806,0.0006221463750125844,0.000106825918642994,0.0001998221482076524,0.0006092497619105789,0.00010681306411596313,0.00019981298670121737,0.0006021762786622519
