time,q_50cm_m.d,psi01_conc_50cm_mol.L,psi01_flux_50cm_mol.m2.d,psi02_conc_50cm_mol.L,psi02_flux_50cm_mol.m2.d,psi03_conc_50cm_mol.L,psi03_flux_50cm_mol.m2.d,q_100cm_m.d,psi01_conc_100cm_mol.L,psi01_flux_100cm_mol.m2.d,psi02_conc_100cm_mol.L,psi02_flux_100cm_mol.m2.d,psi03_conc_100cm_mol.L,psi03_flux_100cm_mol.m2.d,q_200cm_m.d,psi01_conc_200cm_mol.L,psi01_flux_200cm_mol.m2.d,psi02_conc_200cm_mol.L,psi02_flux_200cm_mol.m2.d,psi03_conc_200cm_mol.L,psi03_flux_200cm_mol.m2.d,q_300cm_m.d,psi01_conc_300cm_mol.L,psi01_flux_300cm_mol.m2.d,psi02_conc_300cm_mol.L,psi02_flux_300cm_mol.m2.d,psi03_conc_300cm_mol.L,psi03_flux_300cm_mol.m2.d,psi01_cumulative_50cm_mol.m2,psi02_cumulative_50cm_mol.m2,psi03_cumulative_50cm_mol.m2,psi01_cumulative_100cm_mol.m2,psi02_cumulative_100cm_mol.m2,psi03_cumulative_100cm_mol.m2,psi01_cumulative_200cm_mol.m2,psi02_cumulative_200cm_mol.m2,psi03_cumulative_200cm_mol.m2,psi01_cumulative_300cm_mol.m2,psi02_cumulative_300cm_mol.m2,psi03_cumulative_300cm_mol.m2
3458.66,-1.0675071766812696e-08,0.00103112,1.1007280000195907e-08,0.00103112,1.1007280000195907e-08,0.00866918,9.25441186594173e-08,-1.4039601957267051e-08,0.00105313,1.4785526009256648e-08,0.00105313,1.4785526009256648e-08,0.0108467,1.5228335054988854e-07,-1.2235047093511776e-08,0.00174053,2.129546651767005e-08,0.00174053,2.129546651767005e-08,0.00757573,9.268941331772997e-08,-1.122461484145591e-08,0.00107335,1.2047940340076701e-08,0.00107335,1.2047940340076701e-08,0.00928399,1.0420921194192826e-07,0.00012197921249706395,9.612224467695662e-05,0.0008666338100939125,0.00013133644912203453,0.0002988507818183261,0.0008801396993514747,0.00013015276622993215,0.0002976611787658213,0.0008328854243747867,0.0001285291049951785,0.00029602862203968706,0.0007803607718023875
3459.0,-8.621026732761608e-09,0.00103125,8.890433818160408e-09,0.00103125,8.890433818160408e-09,0.00864164,7.449980945490203e-08,-1.3147364034732074e-08,0.00105275,1.3840887487564192e-08,0.00105275,1.3840887487564192e-08,0.0108313,1.4240304406939353e-07,-1.2361932545449553e-08,0.00174052,2.151619083400586e-08,0.00174052,2.151619083400586e-08,0.00756578,9.352766201371133e-08,-1.1417598647993781e-08,0.00107334,1.2254965332837648e-08,0.00107334,1.2254965332837648e-08,0.00926946,1.0583497396363245e-07,0.00012197930409547298,9.612233627536565e-05,0.0008666562088800381,0.0001313366849200085,0.00029885101761630006,0.0008801836462826865,0.00013015587867775026,0.00029766429121363936,0.000832913020722806,0.00012852938969985133,0.0002960289067443599,0.0007803928737099948
3459.64,-9.015833151275273e-09,0.00103138,9.298749995562291e-09,0.00103138,9.298749995562291e-09,0.00858606,7.741048438683857e-08,-1.2060744259118134e-08,0.00105211,1.2689229642460778e-08,0.00105211,1.2689229642460778e-08,0.0108061,1.3032960853845647e-07,-1.2379460150707423e-08,0.0017405,2.1546450392306272e-08,0.0017405,2.1546450392306272e-08,0.00754744,9.343323271985523e-08,-1.1703144220835039e-08,0.00107332,1.2561218755106664e-08,0.00107332,1.2561218755106664e-08,0.00924191,1.0815940560597756e-07,0.00012197948516225333,9.6122517342146e-05,0.0008666999814568289,0.00013133708715065383,0.0002988514198469454,0.0008802593383558253,0.0001301617455515049,0.00029767015808739397,0.0008329648951372502,0.00012852993886755326,0.00029602945591206185,0.0007804546057172813
3460.0,-1.1391236673073814e-08,0.00103143,1.1749263241708524e-08,0.00103143,1.1749263241708524e-08,0.00854533,9.734187647951786e-08,-1.191669001451282e-08,0.00105175,1.2533378722763859e-08,0.00105175,1.2533378722763859e-08,0.0107923,1.286084936436267e-07,-1.2343313601946135e-08,0.00174049,2.148341389105123e-08,0.00174049,2.148341389105123e-08,0.00753715,9.303340611490832e-08,-1.18323947827301e-08,0.00107331,1.2699827644252043e-08,0.00107331,1.2699827644252043e-08,0.00922619,1.0916792242047663e-07,0.00012197961405181804,9.612264623171071e-05,0.0008667309236871592,0.0001313373091585888,0.0002988516418548804,0.0008803013474051318,0.00013016503598760898,0.00029767344852349805,0.0008329939435705549,0.0001285302511433834,0.000296029768187892,0.0007804896465072309
3460.47,-1.4005335874999032e-08,0.00103146,1.4445943741626502e-08,0.00103146,1.4445943741626502e-08,0.00848023,1.1876846944724305e-07,-1.2400440452141992e-08,0.00105126,1.3036087029718791e-08,0.00105126,1.3036087029718791e-08,0.0107746,1.3360978569564913e-07,-1.2299618195270732e-08,0.00174046,2.14069934841409e-08,0.00174046,2.14069934841409e-08,0.00752405,9.254294228212675e-08,-1.1952590631031737e-08,0.0010733,1.2828715524286362e-08,0.0010733,1.2828715524286362e-08,0.00920586,1.1003387598658982e-07,0.00012197982113751536,9.612285331740803e-05,0.0008667801623599381,0.00013133760791248026,0.00029885194060877185,0.0008803583157973962,0.00013016931645399476,0.0002976777289898838,0.0008330316579328757,0.00012853066292208324,0.00029603017996659184,0.000780535744711348
3461.0,-1.4115214524088477e-08,0.00103151,1.4559984933742503e-08,0.00103151,1.4559984933742503e-08,0.00840668,1.1866209163536412e-07,-1.2936810449594194e-08,0.0010507,1.3592706739388619e-08,0.0010507,1.3592706739388619e-08,0.0107548,1.3913280902329563e-07,-1.2310094421211149e-08,0.00174043,2.142485763350852e-08,0.00174043,2.142485763350852e-08,0.00750941,9.244154614758722e-08,-1.204824490625105e-08,0.0010733,1.2931381257879251e-08,0.0010733,1.2931381257879251e-08,0.00918291,1.1063794863206185e-07,0.00012198005686583247,9.612308904572514e-05,0.0008668355722048071,0.00013133795553751387,0.0002988522882338054,0.0008804251996766402,0.00013017414727849728,0.0002976825598143863,0.0008330741276022908,0.0001285311309843496,0.0002960306480288582,0.0007805879972543226
3461.0,-1.4115126539551037e-08,0.00103151,1.455989417681229e-08,0.00103151,1.455989417681229e-08,0.00840629,1.186558470781625e-07,-1.2937025754232785e-08,0.0010507,1.3592932959972388e-08,0.0010507,1.3592932959972388e-08,0.0107547,1.3913383087904735e-07,-1.2310219204279233e-08,0.00174043,2.1425074809703708e-08,0.00174043,2.1425074809703708e-08,0.00750933,9.244149837727016e-08,-1.2048261019163871e-08,0.0010733,1.2931398551868582e-08,0.0010733,1.2931398551868582e-08,0.00918279,1.1063665080416779e-07,0.00012198005686583247,9.612308904572514e-05,0.0008668355722048071,0.00013133795553751387,0.0002988522882338054,0.0008804251996766402,0.00013017414727849728,0.0002976825598143863,0.0008330741276022908,0.0001285311309843496,0.0002960306480288582,0.0007805879972543226
3461.01,-1.4114950498390403e-08,0.00103152,1.4559853738099668e-08,0.00103152,1.4559853738099668e-08,0.00840546,1.186426518162006e-07,-1.2947054157623449e-08,0.00105069,1.360334033287338e-08,0.00105069,1.360334033287338e-08,0.0107545,1.3923909393816137e-07,-1.2310219204279233e-08,0.00174043,2.1425074809703708e-08,0.00174043,2.1425074809703708e-08,0.00750917,9.243952874219749e-08,-1.2048293245071578e-08,0.0010733,1.2931433139935325e-08,0.0010733,1.2931433139935325e-08,0.00918252,1.1063369368873467e-07,0.00012198006131486487,9.612309349475754e-05,0.0008668366174818203,0.0001313379621003756,0.00029885229479666717,0.0008804264625970381,0.00013017423842705335,0.00029768265096294236,0.0008330749288953861,0.00012853113981574853,0.00029603065686025713,0.0007805889831083271
3461.02,-1.4113126243324145e-08,0.00103152,1.4557971982513721e-08,0.00103152,1.4557971982513721e-08,0.00840365,1.1860177335471096e-07,-1.2957622179159454e-08,0.00105068,1.3614314471199255e-08,0.00105068,1.3614314471199255e-08,0.010754,1.3934626891468076e-07,-1.2310343988940585e-08,0.00174043,2.1425291988671863e-08,0.00174043,2.1425291988671863e-08,0.0075088,9.243591094415708e-08,-1.205134588116723e-08,0.0010733,1.2934709534256786e-08,0.0010733,1.2934709534256786e-08,0.00918196,1.1065497582704225e-07,0.00012198006576332226,9.612309794321493e-05,0.0008668376623682914,0.00013133796866729853,0.00029885230136359007,0.0008804277264835053,0.00013017432957653335,0.00029768274211242236,0.0008330757301510557,0.00012853114864938507,0.00029603066569389364,0.0007805899691446266
3461.05,-1.4100670820842236e-08,0.00103152,1.4545123965115183e-08,0.00103152,1.4545123965115183e-08,0.00839976,1.1844225073407776e-07,-1.2983616006389723e-08,0.00105065,1.3641236157113364e-08,0.00105065,1.3641236157113364e-08,0.0107529,1.3961152455510803e-07,-1.2311616462382846e-08,0.00174043,2.142750663962498e-08,0.00174043,2.142750663962498e-08,0.00750802,9.243586263189967e-08,-1.2057483501231965e-08,0.0010733,1.2941297041872267e-08,0.0010733,1.2941297041872267e-08,0.00918073,1.1069650050426534e-07,0.00012198007909691659,9.612311127680926e-05,0.0008668407926156888,0.00013133798839590305,0.0002988523210921946,0.0008804315253207618,0.00013017460305323866,0.0002976830155891277,0.0008330781338784408,0.0001285311751637913,0.00029603069220829987,0.0007805929283151367
