time,q_50cm_m.d,psi01_conc_50cm_mol.L,psi01_flux_50cm_mol.m2.d,psi02_conc_50cm_mol.L,psi02_flux_50cm_mol.m2.d,psi03_conc_50cm_mol.L,psi03_flux_50cm_mol.m2.d,q_100cm_m.d,psi01_conc_100cm_mol.L,psi01_flux_100cm_mol.m2.d,psi02_conc_100cm_mol.L,psi02_flux_100cm_mol.m2.d,psi03_conc_100cm_mol.L,psi03_flux_100cm_mol.m2.d,q_200cm_m.d,psi01_conc_200cm_mol.L,psi01_flux_200cm_mol.m2.d,psi02_conc_200cm_mol.L,psi02_flux_200cm_mol.m2.d,psi03_conc_200cm_mol.L,psi03_flux_200cm_mol.m2.d,q_300cm_m.d,psi01_conc_300cm_mol.L,psi01_flux_300cm_mol.m2.d,psi02_conc_300cm_mol.L,psi02_flux_300cm_mol.m2.d,psi03_conc_300cm_mol.L,psi03_flux_300cm_mol.m2.d,psi01_cumulative_50cm_mol.m2,psi02_cumulative_50cm_mol.m2,psi03_cumulative_50cm_mol.m2,psi01_cumulative_100cm_mol.m2,psi02_cumulative_100cm_mol.m2,psi03_cumulative_100cm_mol.m2,psi01_cumulative_200cm_mol.m2,psi02_cumulative_200cm_mol.m2,psi03_cumulative_200cm_mol.m2,psi01_cumulative_300cm_mol.m2,psi02_cumulative_300cm_mol.m2,psi03_cumulative_300cm_mol.m2
1184.0,-7.446010045760356e-10,0.00164319,1.223520924709296e-09,0.00164319,1.223520924709296e-09,0.00840968,6.261856176162995e-09,-3.7838230885727303e-10,0.00214385,8.111949128436648e-10,0.00214385,8.111949128436648e-10,0.0115928,4.386510430120595e-09,-2.0645438728880796e-11,0.00225409,4.653667698438291e-11,0.00225409,4.653667698438291e-11,0.0104094,2.1490662990441175e-10,4.3685899234184426e-11,0.00226375,-9.889395439138499e-11,0.00204545,-8.935732258856252e-11,0.0132495,-5.788163219033266e-10,0.00012285083326578003,9.000172258216867e-05,0.00029478110687012016,0.0001226894171850012,0.0002891937413330835,0.00027941064961275384,0.00011911904724091766,0.00028562620042681645,0.00017314148048707474,0.00011540044951780553,0.00028195293626300313,7.171047327727901e-05
1185.0,-7.605026004409451e-10,0.00164299,1.2494981674984683e-09,0.00164299,1.2494981674984683e-09,0.00841131,6.396823128114926e-09,-4.034121108826393e-10,0.00214387,8.64863122157964e-10,0.00214387,8.64863122157964e-10,0.0115899,4.675506023918701e-09,-4.097863804890858e-11,0.00225409,9.236953823966433e-11,0.00225409,9.236953823966433e-11,0.0104092,4.265548391786992e-10,3.402048570741738e-11,0.00226378,-7.701489513473732e-11,0.00204546,-6.958754269509395e-11,0.0132492,-4.5074421923471433e-10,0.00012285132226134708,9.000221157773573e-05,0.0002947867431906478,0.00012268987863601246,0.0002891942027840948,0.0002794149217066669,0.00011911909863181785,0.00028562625181771667,0.00017314186606327587,0.00011540040652339611,0.00028195290069594613,7.171005655354549e-05
1186.0,-7.751005136070944e-10,0.00164279,1.2733273727485988e-09,0.00164279,1.2733273727485988e-09,0.00841297,6.520897367961078e-09,-4.2701577858401254e-10,0.00214389,9.154748575484786e-10,0.00214389,9.154748575484786e-10,0.0115868,4.947746423297237e-09,-6.142092446458304e-11,0.00225409,1.3844829162637197e-10,0.00225409,1.3844829162637197e-10,0.0104089,6.393242606593985e-10,2.263321557178387e-11,0.00226381,-5.1237299743560046e-11,0.00204546,-4.629533712346103e-11,0.0132489,-2.998652097890073e-10,0.0001228518204882062,9.000270980459487e-05,0.0002947924889875022,0.00012269036709509142,0.00028919469124317375,0.0002794194424373116,0.00011911917565918502,0.00028562632884508385,0.00017314244396661205,0.00011540037791931193,0.00028195287703382455,7.170977932155128e-05
1187.0,-7.886795739605148e-10,0.00164258,1.2954692945960622e-09,0.00164258,1.2954692945960622e-09,0.00841465,6.636462577026845e-09,-4.4892045797313625e-10,0.0021439,9.624405698486068e-10,0.0021439,9.624405698486068e-10,0.0115836,5.20011501697762e-09,-8.188516586411019e-11,0.00225408,1.845757146709735e-10,0.00225408,1.845757146709735e-10,0.0104086,8.523099374131773e-10,9.791247173227663e-12,0.00226382,-2.216562117569625e-11,0.00204547,-2.0027702355421992e-11,0.0132488,-1.2972227554865866e-10,0.00012285232727792685,9.000321659431551e-05,0.00029479833677050523,0.0001226908806152033,0.0002891952047632856,0.0002794241936318706,0.00011911927834973383,0.0002856264315356327,0.0001731432143913836,0.00011540036554493793,0.00028195286679736937,7.17096593905229e-05
1188.0,-8.012251262019267e-10,0.00164237,1.3159081105202583e-09,0.00164237,1.3159081105202583e-09,0.00841637,6.743407115412108e-09,-4.695233868051837e-10,0.00214392,1.0066205794393693e-09,0.00214392,1.0066205794393693e-09,0.0115803,5.437221676220068e-09,-1.0228553528506005e-10,0.00225408,2.3055977937534818e-10,0.00225408,2.3055977937534818e-10,0.0104082,1.0646083083539619e-09,-4.215603110295456e-12,0.00222328,9.372466083057681e-12,0.00203595,8.582757152406032e-12,0.0137007,5.775671353322495e-11,0.00012285284196091118,9.000373127729982e-05,0.0002948042789524944,0.00012269141771239592,0.0002891957418604782,0.00027942916133016,0.00011911940662397792,0.00028562655980987676,0.00017314417671415668,0.00011540037070180091,0.0002819528711645234,7.170971293163333e-05
1189.0,-6.513570901329917e-10,0.0016422,1.0696586134163988e-09,0.0016422,1.0696586134163988e-09,0.00841771,5.482935091183386e-09,-4.759810369057719e-10,0.00214393,1.0204700244533917e-09,0.00214393,1.0204700244533917e-09,0.0115768,5.5103372680507405e-09,-1.226400952931e-10,0.00225407,2.7643935959731795e-10,0.00225407,2.7643935959731795e-10,0.0104077,1.276401319781997e-09,-1.9168297501365523e-11,0.00222326,4.261610910288591e-11,0.00203595,3.902569529790513e-11,0.0137009,2.626229272364589e-10,0.00012285326026243446,9.000414957882311e-05,0.0002948091105304955,0.00012269196220138345,0.00028919628634946576,0.00027943419568639114,0.00011911956042324222,0.00028562671360914105,0.00017314533047538117,0.00011540039414961251,0.0002819528910219212,7.170995638626306e-05
1190.0,-4.336148443370944e-10,0.00164214,7.120562804797163e-10,0.00164214,7.120562804797163e-10,0.00841885,3.6505383322473475e-09,-4.535527705746057e-10,0.00214395,9.723944624734258e-10,0.00214395,9.723944624734258e-10,0.0115736,5.249238345522256e-09,-1.420908996710232e-10,0.00225406,3.202814133124665e-10,0.00225406,3.202814133124665e-10,0.0104071,1.4787542019663057e-09,-3.496050147648367e-11,0.00222323,7.77252356975628e-11,0.00203594,7.117748337603217e-11,0.0137013,4.790043188797457e-10,0.0001228535387038706,9.000442802025925e-05,0.0002948123274539834,0.00012269248104307534,0.00028919680519115765,0.0002794389913719661,0.00011911973861375586,0.0002856268917996547,0.00017314666713868346,0.00011540043691434673,0.0002819529272389031,7.171040043008047e-05
1191.0,-2.2883373386921256e-10,0.00164216,3.7578160441066606e-10,0.00164216,3.7578160441066606e-10,0.00841975,1.9267228307453027e-09,-4.0528049430235774e-10,0.00214398,8.68913274174369e-10,0.00214398,8.68913274174369e-10,0.0115708,4.68941954347372e-09,-1.5951857202589655e-10,0.00225405,3.595628372749721e-10,0.00225405,3.595628372749721e-10,0.0104065,1.6600300197874927e-09,-5.129624276659774e-11,0.00222319,1.1404129395627241e-10,0.00203593,1.0443555953579933e-10,0.013702,7.028611183879222e-10,0.00012285368565174114,9.000457496812979e-05,0.0002948140253430803,0.0001226929446758552,0.0002891972688239375,0.00027944327551101525,0.00011911993865802111,0.00028562709184391994,0.00017314816765013122,0.00011540049965939792,0.0002819529803782199,7.171105199495609e-05
1192.0,-5.904819319688555e-11,0.00164226,9.697248575951726e-11,0.00164226,9.697248575951726e-11,0.00842041,4.97209996476987e-10,-3.406199673186124e-10,0.00214401,7.302926161307783e-10,0.00214401,7.302926161307783e-10,0.0115685,3.940462091925367e-09,-1.737348790130891e-10,0.00225404,3.9160536669066343e-10,0.00225404,3.9160536669066343e-10,0.0104058,1.8078504040344025e-09,-6.777269102152281e-11,0.00222312,1.5066682486376778e-10,0.00203591,1.3797909937762853e-10,0.0137028,9.286756305297228e-10,0.0001228537235760337,9.000461289242235e-05,0.0002948144635048836,0.00012269333434850401,0.0002891976584965863,0.00027944687535313983,0.0001191201565285088,0.0002856273097144076,0.00017314980176565625,0.00011540058255353177,0.0002819530505846282,7.17119128978956e-05
1193.0,7.768320988713096e-11,0.00165565,-1.2861620644962838e-10,0.00165565,-1.2861620644962838e-10,0.00836799,-6.500523235034131e-10,-2.6840344275385155e-10,0.00214405,5.754704014363954e-10,0.00214405,5.754704014363954e-10,0.0115668,3.1045689416452502e-09,-1.838850598644499e-10,0.00225403,4.1448244148626604e-10,0.00225403,4.1448244148626604e-10,0.0104051,1.913342436395588e-09,-8.392694469844989e-11,0.00222305,1.86573794411889e-10,0.00203589,1.7086602744212712e-10,0.0137038,1.1501180647586177e-09,0.00012285367264303713,9.000456195942579e-05,0.00029481389113576994,0.0001226936414154627,0.00028919796556354496,0.00027944971151863874,0.00011912038712589041,0.00028562754031178923,0.0001731515312230328,0.00011540068520038149,0.00028195313752371094,7.171297908901567e-05
1194.0,1.8777014402497527e-10,0.00165583,-3.1091543758087484e-10,0.00165583,-3.1091543758087484e-10,0.00836832,-1.5713206516470811e-09,-1.948720909584978e-10,0.00214408,4.17821352782296e-10,0.00214408,4.17821352782296e-10,0.0115656,2.2538126551896022e-09,-1.8950868610861507e-10,0.00225402,4.2715636866254047e-10,0.00225402,4.2715636866254047e-10,0.0104043,1.971705222879864e-09,-9.919341730995485e-11,0.00222296,2.2050299894333724e-10,0.00203587,2.0194490249881778e-10,0.0137051,1.3594557035746621e-09,0.00012285354949774358,9.000443881413224e-05,0.0002948125075852623,0.00012269386436472454,0.00028919818851280677,0.00027945177045920295,0.00011912062477357296,0.0002856277779594718,0.00017315331341956957,0.00011540080650996312,0.0002819532402751961,7.171423935130193e-05
1195.0,2.77744626367173e-10,0.00165603,-4.599534336028295e-10,0.00165603,-4.599534336028295e-10,0.00836852,-2.3243114606462147e-09,-1.2336881811883097e-10,0.00214413,2.645187839931291e-10,0.00214413,2.645187839931291e-10,0.011565,1.4267603815442802e-09,-1.904529774994406e-10,0.002254,4.292810112837391e-10,0.002254,4.292810112837391e-10,0.0104036,1.9813965967131804e-09,-1.1306016147719912e-10,0.00222286,2.5131691054120686e-10,0.00203584,2.3017239914174108e-10,0.0137064,1.549647797271082e-09,0.00012285336728893635,9.0004256605325e-05,0.00029481046101842803,0.00012269400551469042,0.0002891983296627726,0.00027945307385076636,0.00011912086360160674,0.0002856280167875056,0.00017315510436318878,0.00011540094476671218,0.00028195335738743376,7.171567593893773e-05
1196.0,3.5219247978380687e-10,0.00165626,-5.833223165667279e-10,0.00165626,-5.833223165667279e-10,0.00836861,-2.9473615082435642e-09,-5.570500914786662e-11,0.00214417,1.1944100946458117e-10,0.00214417,1.1944100946458117e-10,0.0115648,6.442172897932479e-10,-1.8698867174950598e-10,0.00225399,4.21470596236669e-10,0.00225399,4.21470596236669e-10,0.0104028,1.945205754475761e-09,-1.2502636747754011e-10,0.00222274,2.7790110804702753e-10,0.00203581,2.545299291744509e-10,0.013708,1.7138614453821198e-09,0.00012285313615909956,9.000402547548822e-05,0.00029480786584939957,0.00012269406925069073,0.0002891983933987729,0.000279453662363047,0.00011912109808353123,0.0002856282512694301,0.0001731568625802715,0.00011540109764145275,0.00028195348689099545,7.171726477401564e-05
1197.0,4.1480467806901e-10,0.00165651,-6.871280972680957e-10,0.00165651,-6.871280972680957e-10,0.0083686,-3.4713344288883176e-09,7.078280428668379e-12,0.00214186,-1.5160685718947655e-11,0.00214186,-1.5160685718947655e-11,0.011861,-8.395548416443564e-11,-1.7954409264501948e-10,0.00225398,4.04688793940021e-10,0.00225398,4.04688793940021e-10,0.0104021,1.867635606102757e-09,-1.3472078626803224e-10,0.00222262,2.994331139750538e-10,0.00203578,2.742618822687347e-10,0.0137096,1.8469680914202148e-09,0.00012285286383568038,9.000375315206902e-05,0.00029480480931964875,0.00012269406116828543,0.00028919838531636763,0.0002794535854858433,0.00011912132322823252,0.00028562847641413135,0.00017315855067178497,0.00011540126235378045,0.00028195362643209146,7.171897702132079e-05
1198.0,4.681225344830852e-10,0.00165677,-7.75571371455541e-10,0.00165677,-7.75571371455541e-10,0.00836851,-3.917488111047042e-09,6.50045396577154e-11,0.0021419,-1.392332234928606e-10,0.0021419,-1.392332234928606e-10,0.0118617,-7.710643480579227e-10,-1.6860053446403052e-10,0.00225397,3.8002054666589093e-10,0.00225397,3.8002054666589093e-10,0.0104014,1.753681599174167e-09,-1.4185953305612513e-10,0.00222249,3.1528139362190757e-10,0.00203575,2.887905444190067e-10,0.0137114,1.9450928015457545e-09,0.0001228525563868434,9.000344570323204e-05,0.00029480135995407216,0.0001226939869396016,0.0002891983110876838,0.0002794528794260349,0.00011912153464824473,0.00028562868783414355,0.0001731601357528497,0.00011540143577564102,0.0002819537733631028,7.172078025458928e-05
1199.0,5.140574568972359e-10,0.00165705,-8.518189089515648e-10,0.00165705,-8.518189089515648e-10,0.00836834,-4.3018075788514155e-09,1.1820042305757563e-10,0.00214193,-2.5317703215971295e-10,0.00214193,-2.5317703215971295e-10,0.0118629,-1.402199798689714e-09,-1.5473005351750928e-10,0.00225396,3.4875535142632527e-10,0.00225396,3.4875535142632527e-10,0.0104008,1.6093163406249106e-09,-1.462787240879925e-10,0.00222236,3.2508398526419104e-10,0.00203571,2.977810614131672e-10,0.0137132,2.005949399163459e-09,0.00012285221862539135,9.000310794177998e-05,0.0002947975722039502,0.0001226938519629925,0.0002891981761110747,0.00027945159542665926,0.00011912172867354263,0.00028562888185944144,0.0001731615903391368,0.0001154016145809022,0.00028195392486544014,7.172263992526435e-05
1200.0,5.540704136998747e-10,0.00165735,-9.182886001454872e-10,0.00165735,-9.182886001454872e-10,0.00836812,-4.636527710290195e-09,1.6699926254281907e-10,0.00214196,-3.5770574039621677e-10,0.00214196,-3.5770574039621677e-10,0.0118646,-1.981379450365531e-09,-1.3841537358008192e-10,0.00225395,3.119813312808256e-10,0.00225395,3.119813312808256e-10,0.0104003,1.439561409844926e-09,-1.4792344545073946e-10,0.00222223,3.2871991818399676e-10,0.00203568,3.0112479943516134e-10,0.013715,2.0287700543568916e-09,0.0001228518544072049,9.000274372359354e-05,0.0002947934897466536,0.00012269366125651466,0.00028919798540459683,0.00027944978104647145,0.00011912190223950033,0.00028562905542539916,0.00017316289148517307,0.00011540179537737494,0.00028195407806679414,7.172452077187326e-05
1201.0,5.89146064357924e-10,0.00165765,-9.765979735829127e-10,0.00165765,-9.765979735829127e-10,0.00836783,-4.929874111716167e-09,2.117728723161892e-10,0.00214199,-4.536153747725541e-10,0.00214199,-4.536153747725541e-10,0.0118666,-2.5130239666272908e-09,-1.2016614589800028e-10,0.00225395,2.708484845467977e-10,0.00225395,2.708484845467977e-10,0.0103998,1.2497038841100233e-09,-1.468254614726006e-10,0.00222209,3.2625938968365107e-10,0.00203565,2.988852506466994e-10,0.0137168,2.013975489927368e-09,0.00012285146695529566,9.000235627168432e-05,0.00029478914901860626,0.0001226934194140122,0.00028919774356209437,0.00027944747979537714,0.00011912205292183898,0.0002856292061077378,0.0001731640210229113,0.00011540197481130315,0.0002819542301265833,7.172638792190171e-05
