time,q_50cm_m.d,psi01_conc_50cm_mol.L,psi01_flux_50cm_mol.m2.d,psi02_conc_50cm_mol.L,psi02_flux_50cm_mol.m2.d,psi03_conc_50cm_mol.L,psi03_flux_50cm_mol.m2.d,q_100cm_m.d,psi01_conc_100cm_mol.L,psi01_flux_100cm_mol.m2.d,psi02_conc_100cm_mol.L,psi02_flux_100cm_mol.m2.d,psi03_conc_100cm_mol.L,psi03_flux_100cm_mol.m2.d,q_200cm_m.d,psi01_conc_200cm_mol.L,psi01_flux_200cm_mol.m2.d,psi02_conc_200cm_mol.L,psi02_flux_200cm_mol.m2.d,psi03_conc_200cm_mol.L,psi03_flux_200cm_mol.m2.d,q_300cm_m.d,psi01_conc_300cm_mol.L,psi01_flux_300cm_mol.m2.d,psi02_conc_300cm_mol.L,psi02_flux_300cm_mol.m2.d,psi03_conc_300cm_mol.L,psi03_flux_300cm_mol.m2.d,psi01_cumulative_50cm_mol.m2,psi02_cumulative_50cm_mol.m2,psi03_cumulative_50cm_mol.m2,psi01_cumulative_100cm_mol.m2,psi02_cumulative_100cm_mol.m2,psi03_cumulative_100cm_mol.m2,psi01_cumulative_200cm_mol.m2,psi02_cumulative_200cm_mol.m2,psi03_cumulative_200cm_mol.m2,psi01_cumulative_300cm_mol.m2,psi02_cumulative_300cm_mol.m2,psi03_cumulative_300cm_mol.m2
2201.0,-1.1413444652518698e-08,0.00177396,2.024699427578207e-08,0.00177396,2.024699427578207e-08,0.0133939,1.528705363313702e-07,-9.362832136330542e-09,0.00220172,2.061433477120168e-08,0.00220172,2.061433477120168e-08,0.00851952,7.976683564211078e-08,-7.506495911871745e-09,0.00242645,1.8214137005361193e-08,0.00242645,1.8214137005361193e-08,0.0211568,1.5881343270828812e-07,-7.125437820218203e-09,0.0014161,1.0090332497210997e-08,0.0014161,1.0090332497210997e-08,0.0258397,1.841191756430923e-07,0.00011806798411057318,7.321167889918097e-05,0.0006033468886206745,0.00012036911358024052,0.00020079877966234965,0.0005974203474648182,0.00011847466839430737,0.00019890882366749565,0.000576694598529701,0.00011773051360127083,0.00019817330444792453,0.0005554558167783733
2202.0,-1.1557456617108372e-08,0.00177148,2.0473803248075137e-08,0.00177148,2.0473803248075137e-08,0.0138891,1.6052267070067988e-07,-9.556123215159202e-09,0.00219331,2.095954060904083e-08,0.00219331,2.095954060904083e-08,0.00847686,8.100591863765442e-08,-7.599895867598492e-09,0.00243676,1.85191222543293e-08,0.00243676,1.85191222543293e-08,0.0210893,1.6027648392054485e-07,-7.146189865178135e-09,0.00142087,1.0153806793735658e-08,0.00142087,1.0153806793735658e-08,0.0258532,1.8475187582242337e-07,0.00011807690045720415,7.322059524581194e-05,0.000603495853834758,0.0001203805169976344,0.00020081018307974353,0.0005974917972602407,0.0001184855876206941,0.00019891974289388238,0.000576847275117754,0.00011773352121819938,0.0001981763120648531,0.0005556334224643305
2203.0,-1.1691298696956974e-08,0.00176871,2.067851691829477e-08,0.00176871,2.067851691829477e-08,0.0143925,1.6826701649595326e-07,-9.775476874468163e-09,0.00218479,2.1357364120569298e-08,0.00218479,2.1357364120569298e-08,0.00843387,8.24451011472708e-08,-7.706500767755605e-09,0.00244713,1.8858809223797774e-08,0.00244713,1.8858809223797774e-08,0.0210203,1.6199295808845313e-07,-7.170648493538241e-09,0.00142572,1.022333697020734e-08,0.00142572,1.022333697020734e-08,0.0258651,1.8546954035021594e-07,0.00011808588767542548,7.322958246403328e-05,0.000603652429552557,0.0001203920988848805,0.00020082176496698964,0.0005975644668845136,0.00011849673992915015,0.0001989308952023384,0.0005770015615750747,0.00011773657390667606,0.00019817936475332977,0.0005558117213561872
2204.0,-1.1800383582960815e-08,0.00176565,2.0835347273254763e-08,0.00176565,2.0835347273254763e-08,0.0149014,1.758422359231323e-07,-9.97366230605815e-09,0.00217617,2.1704384700574565e-08,0.00217617,2.1704384700574565e-08,0.00839067,8.368570910157294e-08,-7.818898658006952e-09,0.00245759,1.9215647152931304e-08,0.00245759,1.9215647152931304e-08,0.0209497,1.6380358121564823e-07,-7.201106056493366e-09,0.00143064,1.0302190368661668e-08,0.00143064,1.0302190368661668e-08,0.0258754,1.8633149965418844e-07,0.00011809492263911577,7.323861742772356e-05,0.0006038164714048972,0.00012040382960727503,0.00020083349568938416,0.0005976381789313091,0.00011850813667764507,0.00019894229195083335,0.0005771575462576324,0.00011773967499098823,0.00019818246583764193,0.0005559908517497849
2205.0,-1.1915086793888999e-08,0.0017623,2.0997957456870583e-08,0.0017623,2.0997957456870583e-08,0.0154134,1.836519987889287e-07,-1.014879991042444e-08,0.00216747,2.199721934184766e-08,0.00216747,2.199721934184766e-08,0.00834735,8.471558493228146e-08,-7.960162623803156e-09,0.00246814,1.9646795778313523e-08,0.00246814,1.9646795778313523e-08,0.0208773,1.6618670314592566e-07,-7.236848446787226e-09,0.00143566,1.038965384111455e-08,0.00143566,1.038965384111455e-08,0.0258841,1.8731930888148524e-07,0.00011810400550977876,7.324770029838655e-05,0.0006039882083168922,0.00012041567802670645,0.00020084534410881559,0.0005977127457163309,0.00011851982331079958,0.00019895397858398785,0.0005773157727981545,0.00011774282779638255,0.00019818561864303627,0.0005561709342102195
2206.0,-1.2006197005059495e-08,0.00175867,2.1114938486887982e-08,0.00175867,2.1114938486887982e-08,0.0159261,1.91211894122278e-07,-1.0323441641833559e-08,0.00215872,2.2285419941058937e-08,0.00215872,2.2285419941058937e-08,0.008304,8.572585939378587e-08,-8.098855124522438e-09,0.00247878,2.007528010556373e-08,0.00247878,2.007528010556373e-08,0.0208029,1.6847967326992782e-07,-7.279152476300742e-09,0.00144076,1.0487511721755056e-08,0.00144076,1.0487511721755056e-08,0.0258912,1.8846599259439779e-07,0.00011811311425126058,7.325680903986837e-05,0.0006041674140140095,0.00012042764000500567,0.0002008573060871148,0.0005977881481340829,0.00011853179973578062,0.0001989659550089689,0.0005774761536162999,0.000117746036155628,0.00019818882700228173,0.0005563521210503376
2207.0,-1.2073841623627447e-08,0.00175477,2.1186815065892735e-08,0.00175477,2.1186815065892735e-08,0.0164377,1.9846618645670088e-07,-1.0497157568949771e-08,0.00214991,2.2567944029060803e-08,0.00214991,2.2567944029060803e-08,0.0082607,8.671386952982338e-08,-8.25767747969225e-09,0.00248951,2.0557570662468653e-08,0.00248951,2.0557570662468653e-08,0.0207264,1.7115192651509343e-07,-7.329203497502414e-09,0.00144597,1.0597808381283566e-08,0.00144597,1.0597808381283566e-08,0.0258967,1.898021842137708e-07,0.00011812222722470284,7.326592201331064e-05,0.0006043538063588425,0.00012043971079146578,0.00020086937687357491,0.0005978643648460438,0.0001185440996289634,0.00019897825490215168,0.0005776390478653353,0.00011774930476051179,0.0001981920956071655,0.0005565345940310539
2208.0,-1.2164223060580976e-08,0.00175061,2.1294810532083663e-08,0.00175061,2.1294810532083663e-08,0.0169463,2.0613857325152342e-07,-1.0644503533951626e-08,0.00214108,2.2790733626473148e-08,0.00214108,2.2790733626473148e-08,0.00821754,8.747163357038886e-08,-8.41941534854811e-09,0.00250035,2.1051485166742267e-08,0.00250035,2.1051485166742267e-08,0.0206477,1.738415622922168e-07,-7.387976509841537e-09,0.00145128,1.0722022549202828e-08,0.00145128,1.0722022549202828e-08,0.0259006,1.9135302439080172e-07,0.00011813135781217435,7.327505260078215e-05,0.0006045477807090334,0.00012045185702155831,0.00020088152310366743,0.0005979411919760803,0.0001185567316987816,0.00019899088697196987,0.000577804470012279,0.00011775263880655115,0.00019819542965320486,0.0005567185590789348
2209.0,-1.2216813338352715e-08,0.00174622,2.1333243787698277e-08,0.00174622,2.1333243787698277e-08,0.0174503,2.1318705779825635e-07,-1.0789533820753303e-08,0.00213223,2.3005767698624817e-08,0.00213223,2.3005767698624817e-08,0.00817459,8.820001527579174e-08,-8.599151683316525e-09,0.00251127,2.159479164776229e-08,0.00251127,2.159479164776229e-08,0.0205667,1.76856172925266e-07,-7.456432553653328e-09,0.00145671,1.086185986523234e-08,0.00145671,1.086185986523234e-08,0.0259028,1.931424811507714e-07,0.00011814047424262369,7.328416903123149e-05,0.0006047487509534933,0.00012046407325543619,0.0002008937393375453,0.0005980186024575353,0.00011856972733874604,0.0001990038826119343,0.0005779727270335209,0.00011775604423386272,0.00019819883508051644,0.000556904245127532
2210.0,-1.2278000518075502e-08,0.0017416,2.1383365702280295e-08,0.0017416,2.1383365702280295e-08,0.0179484,2.2037046449862632e-07,-1.093177564594736e-08,0.00212338,2.32123137710917e-08,0.00212338,2.32123137710917e-08,0.00813193,8.889643432854872e-08,-8.770081500929813e-09,0.00252229,2.212068886898026e-08,0.00252229,2.212068886898026e-08,0.0204833,1.7964021040799566e-07,-7.536032104274036e-09,0.00146226,1.1019638304795751e-08,0.00146226,1.1019638304795751e-08,0.0259034,1.952088540098521e-07,0.0001181495796078079,7.32932743964157e-05,0.0006049568434174738,0.00012047635379356133,0.00020090601987567044,0.0005980965671162179,0.0001185830779461141,0.00019901723321930236,0.0005781435971624279,0.00011775952784006324,0.00019820231868671696,0.0005570919179494376
