log10_input_na+1,log10_input_h4sio4,log10_input_al+3,log10_input_co3-2,input_ca+2_mol_l,input_mg+2_mol_l,input_na+1_mol_l,input_k+1_mol_l,si_quartz,si_k-feld-d-ph,si_calcite-ph,total_base_cations_mol_l,base_cation_log_resdual,alkalinity,ionic_strength
-2.391985202672217,-3.9883136731854316,-6.6435562337529355,-3.347083311960333,0.0015163972641606268,8.132267613693415e-05,0.004055223522137193,0.0001261608983683687,0.081,-1.025,-0.382,0.005779083,0.2528984987324391,0.0004443,0.0088958
-2.439824906725661,-3.9883136731854316,-6.6435562337529355,-3.347083311960333,0.0012165601433443308,6.524274929568421e-05,0.003632244654315296,0.00011300172387060335,0.081,-1.067,-0.461,0.005027043,0.19235216690746929,0.00044363,0.007532
-2.391985202672217,-4.06807994664914,-6.6435562337529355,-3.347083311960333,0.0015163972641606268,8.132267613693415e-05,0.004055223522137193,0.0001261608983683687,0.002,-1.264,-0.382,0.005779083,0.2528984987324391,0.0004443,0.0088958
-2.391985202672217,-3.9883136731854316,-6.776427358427994,-3.347083311960333,0.0015163972641606268,8.132267613693415e-05,0.004055223522137193,0.0001261608983683687,0.081,-1.158,-0.382,0.005779083,0.2528984987324391,0.0004443,0.0088958
-2.391985202672217,-3.9883136731854316,-6.6435562337529355,-3.41402497819954,0.0015163972641606268,8.132267613693415e-05,0.004055223522137193,0.0001261608983683687,0.081,-1.025,-0.448,0.005779083,0.2528984987324391,0.00038102,0.0088993
-2.449953017069209,-4.063625399662285,-6.3443545511852895,-2.9707762818394934,0.0011611206889338662,6.226959384177607e-05,0.0035485177580155004,0.00011039692036295095,0.006,-1.003,-0.106,0.00488227,0.17966135998445176,0.0010531,0.007247
-2.498952077410593,-4.063625399662285,-6.3443545511852895,-2.9707762818394934,0.0009265721505818855,4.9691020090953914e-05,0.003169917230924953,9.861838772233626e-05,0.006,-1.046,-0.189,0.004244779,0.11889465090149208,0.0010518,0.0061346
-2.449953017069209,-4.144897907655531,-6.3443545511852895,-2.9707762818394934,0.0011611206889338662,6.226959384177607e-05,0.0035485177580155004,0.00011039692036295095,-0.075,-1.247,-0.106,0.00488227,0.17966135998445176,0.0010531,0.007247
-2.449953017069209,-4.063625399662285,-6.471241642208995,-2.9707762818394934,0.0011611206889338662,6.226959384177607e-05,0.0035485177580155004,0.00011039692036295095,0.006,-1.13,-0.106,0.00488227,0.17966135998445176,0.0010531,0.007247
-2.449953017069209,-4.063625399662285,-6.3443545511852895,-3.0301918074762835,0.0011611206889338662,6.226959384177607e-05,0.0035485177580155004,0.00011039692036295095,0.006,-1.003,-0.164,0.00488227,0.17966135998445176,0.00091865,0.0072528
-2.5612920408316096,-4.069318363384839,-6.226765447049726,-2.6993488796720704,0.00069534336651296,3.729048102061803e-05,0.002746046955939302,8.543148091142531e-05,0.0,-1.002,-0.032,0.0035640610000000003,0.04298469533510325,0.0019612,0.004961
-2.612517881648242,-4.069318363384839,-6.226765447049726,-2.6993488796720704,0.0005492216319437517,2.945413709031134e-05,0.002440518580020525,7.592627505223581e-05,0.0,-1.049,-0.122,0.0030951,-0.018285747915613857,0.0019594,0.0042003
-2.5612920408316096,-4.150704730652535,-6.226765447049726,-2.6993488796720704,0.00069534336651296,3.729048102061803e-05,0.002746046955939302,8.543148091142531e-05,-0.081,-1.246,-0.032,0.0035640610000000003,0.04298469533510325,0.0019612,0.004961
-2.5612920408316096,-4.069318363384839,-6.35130075599072,-2.6993488796720704,0.00069534336651296,3.729048102061803e-05,0.002746046955939302,8.543148091142531e-05,0.0,-1.126,-0.032,0.0035640610000000003,0.04298469533510325,0.0019612,0.004961
-2.5612920408316096,-4.069318363384839,-6.226765447049726,-2.7533358572655118,0.00069534336651296,3.729048102061803e-05,0.002746046955939302,8.543148091142531e-05,0.0,-1.002,-0.084,0.0035640610000000003,0.04298469533510325,0.0017321,0.0049669
-2.5921597767975135,-4.069261755553067,-6.196502510442096,-2.613881668981295,0.0006032034877274267,3.2349123172732476e-05,0.002557644757127941,7.957015402602333e-05,0.0,-0.999,-0.004,0.0032727190000000003,0.005948284630782182,0.002386,0.0044764
-2.644002972333464,-4.069261755553067,-6.196502510442096,-2.613881668981295,0.0004750917105736655,2.5478632959490562e-05,0.002269849316866797,7.061663245280787e-05,0.0,-1.047,-0.096,0.0028409859999999998,-0.05549133959401203,0.002384,0.0037909
-2.5921597767975135,-4.150646990664129,-6.196502510442096,-2.613881668981295,0.0006032034877274267,3.2349123172732476e-05,0.002557644757127941,7.957015402602333e-05,-0.081,-1.244,-0.004,0.0032727190000000003,0.005948284630782182,0.002386,0.0044764
-2.5921597767975135,-4.069261755553067,-6.320432560650938,-2.613881668981295,0.0006032034877274267,3.2349123172732476e-05,0.002557644757127941,7.957015402602333e-05,0.0,-1.123,-0.004,0.0032727190000000003,0.005948284630782182,0.002386,0.0044764
-2.5921597767975135,-4.069261755553067,-6.196502510442096,-2.6661593023609207,0.0006032034877274267,3.2349123172732476e-05,0.002557644757127941,7.957015402602333e-05,0.0,-1.0,-0.054,0.0032727190000000003,0.005948284630782182,0.0021156,0.0044823
-2.597069385923172,-4.069259136873206,-6.1932199937993335,-2.6006795514085552,0.0005897183282443958,3.162592926885765e-05,0.0025288939303915407,7.867569528408301e-05,0.0,-1.001,-0.0,0.0032289220000000004,9.71208588721201e-05,0.0024594,0.0044043
-2.6490107736416353,-4.069259136873206,-6.1932199937993335,-2.6006795514085552,0.0004642606234500503,2.489777396483111e-05,0.0022438262599857946,6.980703657813506e-05,0.0,-1.048,-0.092,0.0028027649999999996,-0.0613737476470422,0.0024574,0.00373
-2.597069385923172,-4.15064431961067,-6.1932199937993335,-2.6006795514085552,0.0005897183282443958,3.162592926885765e-05,0.0025288939303915407,7.867569528408301e-05,-0.081,-1.245,-0.0,0.0032289220000000004,9.71208588721201e-05,0.0024594,0.0044043
-2.597069385923172,-4.069259136873206,-6.31708439367532,-2.6006795514085552,0.0005897183282443958,3.162592926885765e-05,0.0025288939303915407,7.867569528408301e-05,0.0,-1.125,-0.0,0.0032289220000000004,9.71208588721201e-05,0.0024594,0.0044043
-2.597069385923172,-4.069259136873206,-6.1932199937993335,-2.652693142436726,0.0005897183282443958,3.162592926885765e-05,0.0025288939303915407,7.867569528408301e-05,0.0,-1.001,-0.05,0.0032289220000000004,9.71208588721201e-05,0.002182,0.0044102
-2.5971511570696078,-4.069258124681772,-6.192150542193851,-2.6005288833473807,0.0005894962997938694,3.161402213330545e-05,0.002528417822363559,7.86608832234894e-05,0.0,-1.0,-0.0,0.003228175,-3.363299699225278e-06,0.0024602,0.0044031
-2.6490941802109997,-4.069258124681772,-6.192150542193851,-2.6005288833473807,0.00046408233451571644,2.488821253023326e-05,0.00224339537290707,6.979363137355126e-05,0.0,-1.047,-0.092,0.002802162,-0.06146719385021232,0.0024581,0.003729
-2.5971511570696078,-4.1506432871754075,-6.192150542193851,-2.6005288833473807,0.0005894962997938694,3.161402213330545e-05,0.002528417822363559,7.86608832234894e-05,-0.081,-1.244,-0.0,0.003228175,-3.363299699225278e-06,0.0024602,0.0044031
-2.5971511570696078,-4.069258124681772,-6.315993553037728,-2.6005288833473807,0.0005894962997938694,3.161402213330545e-05,0.002528417822363559,7.86608832234894e-05,0.0,-1.123,-0.0,0.003228175,-3.363299699225278e-06,0.0024602,0.0044031
-2.5971511570696078,-4.069258124681772,-6.192150542193851,-2.6525394610143285,0.0005894962997938694,3.161402213330545e-05,0.002528417822363559,7.86608832234894e-05,0.0,-1.0,-0.05,0.003228175,-3.363299699225278e-06,0.0021827,0.004409
