log10_input_na+1,log10_input_h4sio4,log10_input_al+3,input_ca+2_mol_l,input_mg+2_mol_l,input_na+1_mol_l,input_k+1_mol_l,si_quartz,si_k-feld-d-ph,total_base_cations_mol_l,base_cation_log_resdual,alkalinity,ionic_strength
-2.7375489102695707,-3.1655792963184672,-9.169411331314855,0.004626510350034151,0.00894211111782088,0.0018299999999999994,0.0015509500059366964,0.912,-0.083,0.0169496,0.7201990204038855,0.00085926,0.043287
-2.792299888474962,-3.1655792963184672,-9.169411331314855,0.0035954361580725802,0.006949252721822764,0.0016132441967903384,0.0013672465008684792,0.911,-0.126,0.013525100000000002,0.6221800516395579,0.00083011,0.034067
-2.7375489102695707,-3.2288908822448366,-9.169411331314855,0.004626510350034151,0.00894211111782088,0.0018299999999999994,0.0015509500059366964,0.849,-0.273,0.0169496,0.7201990204038855,0.00085926,0.043287
-2.7375489102695707,-3.1655792963184672,-9.352799557941152,0.004626510350034151,0.00894211111782088,0.0018299999999999994,0.0015509500059366964,0.912,-0.266,0.0169496,0.7201990204038855,0.00085926,0.043287
-3.059236197305603,-3.4435241182215335,-9.088644315378819,0.0010516687374312068,0.0020326634974844105,0.0008724967194271247,0.0007394528918990423,0.631,-1.097,0.00469635,0.162800022482631,0.00073671,0.01077
-3.1204209212517147,-3.4435241182215335,-9.088644315378819,0.0007934316419797148,0.001533543290771048,0.0007578427125082593,0.0006422820543517853,0.63,-1.149,0.00372705,0.06240478586570912,0.00072329,0.008315
-3.059236197305603,-3.512394600585964,-9.088644315378819,0.0010516687374312068,0.0020326634974844105,0.0008724967194271247,0.0007394528918990423,0.562,-1.303,0.00469635,0.162800022482631,0.00073671,0.01077
-3.059236197305603,-3.4435241182215335,-9.270417201686396,0.0010516687374312068,0.0020326634974844105,0.0008724967194271247,0.0007394528918990423,0.631,-1.279,0.00469635,0.162800022482631,0.00073671,0.01077
-3.149036264059596,-3.9308078090313456,-7.485345541775962,0.0006954706879757954,0.0013442045300992335,0.0007095185199249366,0.0006013266408140856,0.143,-1.032,0.00335052,0.016151781503193335,0.00071774,0.0073743
-3.212016989340788,-3.9308078090313456,-7.485345541775962,0.0005203761455284037,0.0010057821045064703,0.0006137379956312895,0.0005201513376873906,0.143,-1.088,0.00266007,-0.08406736789410622,0.00070694,0.005674
-3.149036264059596,-4.0094239652119725,-7.485345541775962,0.0006954706879757954,0.0013442045300992335,0.0007095185199249366,0.0006013266408140856,0.064,-1.268,0.00335052,0.016151781503193335,0.00071774,0.0073743
-3.149036264059596,-3.9308078090313456,-7.635052452611481,0.0006954706879757954,0.0013442045300992335,0.0007095185199249366,0.0006013266408140856,0.143,-1.182,0.00335052,0.016151781503193335,0.00071774,0.0073743
-3.158107582596279,-4.061081271367909,-7.0580928160806735,0.00066701591056293,0.001289207186052046,0.0006948521688206439,0.0005888967078456307,0.013,-1.004,0.0032399699999999996,0.0015805557658400433,0.00071607,0.0070997
-3.2212697342482044,-4.061081271367909,-7.0580928160806735,0.0004986684479131363,0.00096382550449879,0.0006008004727826488,0.0005091866102890817,0.012,-1.059,0.00257249,-0.09860673796532327,0.0007055,0.005461
-3.158107582596279,-4.142302896795267,-7.0580928160806735,0.00066701591056293,0.001289207186052046,0.0006948521688206439,0.0005888967078456307,-0.069,-1.248,0.0032399699999999996,0.0015805557658400433,0.00071607,0.0070997
-3.158107582596279,-4.061081271367909,-7.199254672402287,0.00066701591056293,0.001289207186052046,0.0006948521688206439,0.0005888967078456307,0.013,-1.145,0.0032399699999999996,0.0015805557658400433,0.00071607,0.0070997
-3.1590899069300513,-4.073810111875707,-7.014991456015179,0.000664005298301084,0.0012833882799346303,0.0006932822690034913,0.0005875661962987822,-0.0,-1.0,0.00322826,8.071813010538687e-06,0.00071589,0.0070707
-3.2222717050686525,-4.073810111875707,-7.014991456015179,0.0004963727694333976,0.000959388421145791,0.0005994159498950349,0.0005080132082230901,-0.0,-1.055,0.0025631900000000003,-0.10017963312100248,0.00070535,0.0054384
-3.1590899069300513,-4.155286314113221,-7.014991456015179,0.000664005298301084,0.0012833882799346303,0.0006932822690034913,0.0005875661962987822,-0.082,-1.244,0.00322826,8.071813010538687e-06,0.00071589,0.0070707
-3.1590899069300513,-4.073810111875707,-7.155291285135482,0.000664005298301084,0.0012833882799346303,0.0006932822690034913,0.0005875661962987822,-0.0,-1.14,0.00322826,8.071813010538687e-06,0.00071589,0.0070707
