log10_input_na+1,log10_input_h4sio4,log10_input_al+3,input_ca+2_mol_l,input_mg+2_mol_l,input_na+1_mol_l,input_k+1_mol_l,si_quartz,si_k-feld-d-ph,total_base_cations_mol_l,base_cation_log_resdual,alkalinity,ionic_strength
-2.7375489102695707,-3.1655792963184672,-9.169411331314855,0.0062194534623542744,0.0027837727271487083,0.0018299999999999994,0.0023210027108447654,0.911,0.091,0.0131543,0.6101073090793601,0.0010891,0.030469
-2.792299888474962,-3.1655792963184672,-9.169411331314855,0.004833372492473337,0.0021633750627993082,0.0016132441967903384,0.002046089701642056,0.911,0.047,0.0106561,0.5186378542165044,0.0010557,0.024168
-2.7375489102695707,-3.2288908822448366,-9.169411331314855,0.0062194534623542744,0.0027837727271487083,0.0018299999999999994,0.0023210027108447654,0.848,-0.099,0.0131543,0.6101073090793601,0.0010891,0.030469
-2.7375489102695707,-3.1655792963184672,-9.352799557941152,0.0062194534623542744,0.0027837727271487083,0.0018299999999999994,0.0023210027108447654,0.911,-0.092,0.0131543,0.6101073090793601,0.0010891,0.030469
-3.028940646626359,-3.4778194757809127,-9.134706983931652,0.001625431791592782,0.0007275289892696853,0.0009355335212162763,0.0011865441742235664,0.597,-1.054,0.00447496,0.14182872449577952,0.00095851,0.0090713
-3.089519459558886,-3.4778194757809127,-9.134706983931652,0.0012297338393163926,0.000550418062336463,0.0008137303989077799,0.0010320603616184427,0.597,-1.107,0.00362595,0.050461377924564184,0.00094239,0.0071094
-3.028940646626359,-3.547375865296531,-9.134706983931652,0.001625431791592782,0.0007275289892696853,0.0009355335212162763,0.0011865441742235664,0.527,-1.263,0.00447496,0.14182872449577952,0.00095851,0.0090713
-3.028940646626359,-3.4778194757809127,-9.317401123610285,0.001625431791592782,0.0007275289892696853,0.0009355335212162763,0.0011865441742235664,0.597,-1.237,0.00447496,0.14182872449577952,0.00095851,0.0090713
-3.1156502371938606,-3.9499587088301347,-7.602236989831836,0.0010903089288710306,0.00048801269737437343,0.0007662134350913623,0.0009717942404004,0.124,-1.014,0.0033163100000000003,0.011694687313076067,0.00093624,0.0064068
-3.177963241937738,-3.9499587088301347,-7.602236989831836,0.0008183207416069736,0.0003662731743768513,0.0006637992510412117,0.0008419015634553976,0.124,-1.07,0.0026902899999999997,-0.07916133584690063,0.00092324,0.0050129
-3.1156502371938606,-4.028957883006737,-7.602236989831836,0.0010903089288710306,0.00048801269737437343,0.0007662134350913623,0.0009717942404004,0.045,-1.251,0.0033163100000000003,0.011694687313076067,0.00093624,0.0064068
-3.1156502371938606,-3.9499587088301347,-7.754281729628472,0.0010903089288710306,0.00048801269737437343,0.0007662134350913623,0.0009717942404004,0.124,-1.166,0.0033163100000000003,0.011694687313076067,0.00093624,0.0064068
-3.1231925248724597,-4.065961146214327,-7.234458431842365,0.0010530887985628773,0.00047135329405543016,0.0007530216715333427,0.0009550630278435768,0.008,-1.001,0.00323253,0.0005821309320142467,0.00093454,0.0062181
-3.1856563753699088,-4.065961146214327,-7.234458431842365,0.0007898366687635865,0.0003535239536262673,0.0006521441827304191,0.0008271193529939603,0.008,-1.057,0.00262262,-0.09022506437788808,0.00092179,0.0048648
-3.1231925248724597,-4.147280369138613,-7.234458431842365,0.0010530887985628773,0.00047135329405543016,0.0007530216715333427,0.0009550630278435768,-0.073,-1.245,0.00323253,0.0005821309320142467,0.00093454,0.0062181
-3.1231925248724597,-4.065961146214327,-7.379147600479212,0.0010530887985628773,0.00047135329405543016,0.0007530216715333427,0.0009550630278435768,0.008,-1.146,0.00323253,0.0005821309320142467,0.00093454,0.0062181
-3.123590416381524,-4.0739539267220914,-7.209179488319901,0.0010511609295698289,0.0004704903968319285,0.0007523320847888177,0.0009541884198089291,0.0,-1.0,0.00322821,1.3453125867467796e-06,0.00093446,0.0062084
-3.1860622247091546,-4.0739539267220914,-7.209179488319901,0.0007883618385236932,0.0003528638325683898,0.000651535036939448,0.00082634676882339,0.0,-1.056,0.00261911,-0.0908066944348819,0.00092171,0.0048571
-3.123590416381524,-4.155433005256533,-7.209179488319901,0.0010511609295698289,0.0004704903968319285,0.0007523320847888177,0.0009541884198089291,-0.081,-1.244,0.00322821,1.3453125867467796e-06,0.00093446,0.0062084
-3.123590416381524,-4.0739539267220914,-7.353363078086299,0.0010511609295698289,0.0004704903968319285,0.0007523320847888177,0.0009541884198089291,0.0,-1.144,0.00322821,1.3453125867467796e-06,0.00093446,0.0062084
