log10_input_na+1,log10_input_h4sio4,log10_input_al+3,input_ca+2_mol_l,input_mg+2_mol_l,input_na+1_mol_l,input_k+1_mol_l,si_quartz,si_k-feld-d-ph,total_base_cations_mol_l,base_cation_log_resdual,alkalinity,ionic_strength
-2.7375489102695707,-3.1655792963184672,-9.169411331314855,0.01734668817517147,0.013983620697540885,0.0018299999999999994,0.0013487289069250247,0.92,-0.401,0.0345097,1.028980750718682,0.00037971,0.093735
-2.792299888474962,-3.1655792963184672,-9.169411331314855,0.013480767396826679,0.010867200475697517,0.0016132441967903384,0.0011889776405137559,0.918,-0.448,0.0271502,0.9248125999588328,0.0003607,0.073567
-2.7375489102695707,-3.2288908822448366,-9.169411331314855,0.01734668817517147,0.013983620697540885,0.0018299999999999994,0.0013487289069250247,0.857,-0.591,0.0345097,1.028980750718682,0.00037971,0.093735
-2.7375489102695707,-3.1655792963184672,-9.352799557941152,0.01734668817517147,0.013983620697540885,0.0018299999999999994,0.0013487289069250247,0.92,-0.585,0.0345097,1.028980750718682,0.00037971,0.093735
-3.157481152894324,-3.3755223165487958,-8.942373813473257,0.002508141801953653,0.002021878946574186,0.0006958551521163324,0.0005128524364437203,0.701,-1.159,0.005738710000000001,0.2498538454849807,0.00028775,0.014651
-3.2206307759522104,-3.3755223165487958,-8.942373813473257,0.0018752226511710918,0.0015116662046733519,0.0006016850545548405,0.00044344810160812793,0.7,-1.214,0.00443204,0.13764323815102136,0.00028106,0.011113
-3.157481152894324,-3.4430327628797714,-8.942373813473257,0.002508141801953653,0.002021878946574186,0.0006958551521163324,0.0005128524364437203,0.633,-1.362,0.005738710000000001,0.2498538454849807,0.00028775,0.014651
-3.157481152894324,-3.3755223165487958,-9.121221289742723,0.002508141801953653,0.002021878946574186,0.0006958551521163324,0.0005128524364437203,0.701,-1.338,0.005738710000000001,0.2498538454849807,0.00028775,0.014651
-3.281680473745786,-3.886562270344471,-7.187000708277332,0.0014156420185080843,0.0011411861924544293,0.0005227806763085542,0.0003852947596279572,0.189,-1.046,0.0034648699999999997,0.030726511588542643,0.00027561,0.0085185
-3.347314083220702,-3.886562270344471,-7.187000708277332,0.0010463722793975776,0.0008435081622358363,0.00044945469019335967,0.000331252750282413,0.189,-1.104,0.00267061,-0.0823499623081769,0.00027068,0.0064127
-3.281680473745786,-3.9642935157513604,-7.187000708277332,0.0014156420185080843,0.0011411861924544293,0.0005227806763085542,0.0003852947596279572,0.111,-1.279,0.0034648699999999997,0.030726511588542643,0.00027561,0.0085185
-3.281680473745786,-3.886562270344471,-7.330740722442878,0.0014156420185080843,0.0011411861924544293,0.0005227806763085542,0.0003852947596279572,0.189,-1.189,0.0034648699999999997,0.030726511588542643,0.00027561,0.0085185
-3.2976756955508613,-4.052719258128197,-6.632048862843025,0.0013151127888578443,0.0010601469414891055,0.0005038767325382469,0.000371362357760253,0.023,-1.003,0.00325044,0.0029817206135869636,0.00027432,0.0079473
-3.3636292094618785,-4.052719258128197,-6.632048862843025,0.0009706350577665705,0.0007824543997378472,0.00043288325897684703,0.0003190394342655658,0.023,-1.062,0.0025050100000000002,-0.11015096926664152,0.00026958,0.0059775
-3.2976756955508613,-4.133773643290761,-6.632048862843025,0.0013151127888578443,0.0010601469414891055,0.0005038767325382469,0.000371362357760253,-0.058,-1.247,0.00325044,0.0029817206135869636,0.00027432,0.0079473
-3.2976756955508613,-4.052719258128197,-6.764689840099885,0.0013151127888578443,0.0010601469414891055,0.0005038767325382469,0.000371362357760253,0.023,-1.136,0.00325044,0.0029817206135869636,0.00027432,0.0079473
-3.299395223523933,-4.075391428799824,-6.559516271495229,0.0013047399044696715,0.00105178508709022,0.0005018856477329924,0.00036989490768758314,0.0,-1.0,0.00322828,1.076238400921826e-05,0.00027419,0.0078884
-3.365383127994412,-4.075391428799824,-6.559516271495229,0.0009628267245799424,0.0007761598973833223,0.0004311385651190509,0.0003177535768667985,-0.0,-1.06,0.00248788,-0.11313100434252385,0.00026947,0.0059326
-3.299395223523933,-4.15689925737582,-6.559516271495229,0.0013047399044696715,0.00105178508709022,0.0005018856477329924,0.00036989490768758314,-0.081,-1.245,0.00322828,1.076238400921826e-05,0.00027419,0.0078884
-3.299395223523933,-4.075391428799824,-6.690706596925134,0.0013047399044696715,0.00105178508709022,0.0005018856477329924,0.00036989490768758314,0.0,-1.132,0.00322828,1.076238400921826e-05,0.00027419,0.0078884
