log10_input_na+1,log10_input_h4sio4,log10_input_al+3,log10_input_co3-2,input_ca+2_mol_l,input_mg+2_mol_l,input_na+1_mol_l,input_k+1_mol_l,si_quartz,si_k-feld-d-ph,si_calcite-ph,total_base_cations_mol_l,base_cation_log_resdual,alkalinity,ionic_strength
-2.7804703942337254,-4.054667577332429,-7.084775473270539,-3.1538051635699524,0.0013156486523133958,0.0003439865527467254,0.0016577903442267184,0.00041394026154311395,0.012,-1.144,-0.06,0.0037313299999999997,0.06290322670315134,0.00070261,0.0069714
-2.7804703942337254,-4.054667577332429,-6.945858307127979,-3.2168812668413516,0.0013156486523133958,0.0003439865527467254,0.0016577903442267184,0.00041394026154311395,0.012,-1.005,-0.122,0.0037313299999999997,0.06290322670315134,0.00060788,0.0069772
-2.8191719777102295,-4.06638035626659,-6.871652521667903,-3.0346372595826323,0.0011008718286175474,0.0002878314850064764,0.001516449744589173,0.0003786483653245263,0.0,-1.0,-0.006,0.0032837799999999996,0.0074136202684701655,0.0009224,0.0059864
-2.875555417264434,-4.06638035626659,-6.871652521667903,-3.0346372595826323,0.0008491215814365091,0.00022200942869328902,0.0013318170876581736,0.00033254670321412985,0.0,-1.05,-0.1,0.00273548,-0.0719268893226089,0.00092058,0.0048229
-2.8191719777102295,-4.147707963391922,-6.871652521667903,-3.0346372595826323,0.0011008718286175474,0.0002878314850064764,0.001516449744589173,0.0003786483653245263,-0.081,-1.244,-0.006,0.0032837799999999996,0.0074136202684701655,0.0009224,0.0059864
-2.8191719777102295,-4.06638035626659,-7.00908557210126,-3.0346372595826323,0.0011008718286175474,0.0002878314850064764,0.001516449744589173,0.0003786483653245263,0.0,-1.137,-0.006,0.0032837799999999996,0.0074136202684701655,0.0009224,0.0059864
-2.8191719777102295,-4.06638035626659,-6.871652521667903,-3.095330004774285,0.0011008718286175474,0.0002878314850064764,0.001516449744589173,0.0003786483653245263,0.0,-1.0,-0.065,0.0032837799999999996,0.0074136202684701655,0.00080235,0.0059926
-2.8243669228119943,-4.06638035626659,-6.867031159335778,-3.0196452829160116,0.0010748475429982628,0.00028102723352023575,0.0014984183303720134,0.0003741460298253261,0.0,-1.0,0.0,0.0032283800000000003,2.4214988976528105e-05,0.00095454,0.0058657
-2.8808542612682344,-4.06638035626659,-6.867031159335778,-3.0196452829160116,0.0008286520157130573,0.0002166575018418066,0.0013156662639213297,0.0003285139398281877,0.0,-1.05,-0.095,0.0026895200000000004,-0.0792856550155511,0.00095269,0.0047256
-2.8243669228119943,-4.147707963391922,-6.867031159335778,-3.0196452829160116,0.0010748475429982628,0.00028102723352023575,0.0014984183303720134,0.0003741460298253261,-0.081,-1.244,0.0,0.0032283800000000003,2.4214988976528105e-05,0.00095454,0.0058657
-2.8243669228119943,-4.06638035626659,-7.004371782522494,-3.0196452829160116,0.0010748475429982628,0.00028102723352023575,0.0014984183303720134,0.0003741460298253261,0.0,-1.137,0.0,0.0032283800000000003,2.4214988976528105e-05,0.00095454,0.0058657
-2.8243669228119943,-4.06638035626659,-6.867031159335778,-3.0800381885743318,0.0010748475429982628,0.00028102723352023575,0.0014984183303720134,0.0003741460298253261,0.0,-1.0,-0.059,0.0032283800000000003,2.4214988976528105e-05,0.00083087,0.0058719
-2.8243841695033494,-4.06638035626659,-6.867015855400164,-3.0196155927792705,0.0010747621777520693,0.00028100491411397875,0.0014983588264031286,0.00037413117204277904,0.0,-1.0,0.0,0.00322833,1.748873858101713e-05,0.00095461,0.0058656
-2.8808718528934163,-4.06638035626659,-6.867015855400164,-3.0196155927792705,0.0008285848873206079,0.00021663995060252286,0.0013156129723415426,0.0003285006332417717,0.0,-1.05,-0.095,0.0026893200000000003,-0.07931795153168494,0.00095276,0.0047252
-2.8243841695033494,-4.147707963391922,-6.867015855400164,-3.0196155927792705,0.0010747621777520693,0.00028100491411397875,0.0014983588264031286,0.00037413117204277904,-0.081,-1.244,0.0,0.00322833,1.748873858101713e-05,0.00095461,0.0058656
-2.8243841695033494,-4.06638035626659,-7.004356172508167,-3.0196155927792705,0.0010747621777520693,0.00028100491411397875,0.0014983588264031286,0.00037413117204277904,0.0,-1.137,0.0,0.00322833,1.748873858101713e-05,0.00095461,0.0058656
-2.8243841695033494,-4.06638035626659,-6.867015855400164,-3.080007904634856,0.0010747621777520693,0.00028100491411397875,0.0014983588264031286,0.00037413117204277904,0.0,-1.0,-0.059,0.00322833,1.748873858101713e-05,0.00083093,0.0058718
