log10_input_na+1,log10_input_h4sio4,log10_input_al+3,input_ca+2_mol_l,input_mg+2_mol_l,input_na+1_mol_l,input_k+1_mol_l,si_quartz,si_k-feld-d-ph,total_base_cations_mol_l,base_cation_log_resdual,alkalinity,ionic_strength
-4.269431850790957,-3.869226572868179,-6.965589781392207,0.00091804447361264,0.00037677997342630315,5.377348075000884e-05,0.0015411253688519448,0.206,-1.163,0.0028896929999999996,-0.048108727267489416,2.3929e-05,0.005462
-4.185717500775448,-3.9466111043255427,-6.965589781392207,0.0013498714767309736,0.0005540086060647881,6.520524022124204e-05,0.0018687547929845472,0.129,-1.321,0.003837915,0.07513491881714736,2.4434e-05,0.0076097
-4.185717500775448,-3.869226572868179,-7.104901577020051,0.0013498714767309736,0.0005540086060647881,6.520524022124204e-05,0.0018687547929845472,0.207,-1.23,0.003837915,0.07513491881714736,2.4434e-05,0.0076096
-4.23120203578125,-4.0290512382684796,-6.372721772552694,0.001094771166391423,0.0004493114035724685,5.872161133543469e-05,0.001682936712793833,0.047,-1.011,0.003285732,0.007671704233800793,2.4145e-05,0.0063498
-4.315826076496875,-4.0290512382684796,-6.372721772552694,0.0007414387316799081,0.0003042981834205351,4.832522931103872e-05,0.0013849807713408456,0.046,-1.085,0.002479065,-0.11467251924848432,2.3697e-05,0.0045597
-4.23120203578125,-4.109632263033849,-6.372721772552694,0.001094771166391423,0.0004493114035724685,5.872161133543469e-05,0.001682936712793833,-0.034,-1.251,0.003285732,0.007671704233800793,2.4145e-05,0.0063498
-4.23120203578125,-4.0290512382684796,-6.500176208003748,0.001094771166391423,0.0004493114035724685,5.872161133543469e-05,0.001682936712793833,0.047,-1.139,0.003285732,0.007671704233800793,2.4145e-05,0.0063497
-4.236313376061873,-4.073996318590694,-6.224506936684904,0.0010693027163604714,0.0004388587488245896,5.803455035656365e-05,0.0016632458337635361,0.002,-1.001,0.0032293950000000004,0.00016073535481818507,2.4115e-05,0.0062228
-4.321039643583111,-4.073996318590694,-6.224506936684904,0.0007238492604551463,0.0002970791862029288,4.774856854744926e-05,0.0013684539161030228,0.001,-1.075,0.002437179,-0.12207300581520342,2.3673e-05,0.0044689
-4.236313376061873,-4.155476244962508,-6.224506936684904,0.0010693027163604714,0.0004388587488245896,5.803455035656365e-05,0.0016632458337635361,-0.08,-1.244,0.0032293950000000004,0.00016073535481818507,2.4115e-05,0.0062228
-4.236313376061873,-4.073996318590694,-6.348997075418602,0.0010693027163604714,0.0004388587488245896,5.803455035656365e-05,0.0016632458337635361,0.002,-1.126,0.0032293950000000004,0.00016073535481818507,2.4115e-05,0.0062227
-4.236423909869017,-4.07597506184096,-6.21753982683732,0.0010687585509231378,0.0004386354147216009,5.8019781659724795e-05,0.0016628225691162457,-0.0,-1.0,0.00322826,8.071813010538687e-06,2.4114e-05,0.0062203
-4.321152388066397,-4.07597506184096,-6.21753982683732,0.000723473530015793,0.0002969249804873844,4.773617444805487e-05,0.0013680987064209572,-0.001,-1.074,0.0024362259999999997,-0.12224285939664367,2.3672e-05,0.0044669
-4.236423909869017,-4.157494563077779,-6.21753982683732,0.0010687585509231378,0.0004386354147216009,5.8019781659724795e-05,0.0016628225691162457,-0.082,-1.243,0.00322826,8.071813010538687e-06,2.4114e-05,0.0062203
-4.236423909869017,-4.07597506184096,-6.341890623374066,0.0010687585509231378,0.0004386354147216009,5.8019781659724795e-05,0.0016628225691162457,-0.0,-1.125,0.00322826,8.071813010538687e-06,2.4114e-05,0.0062201
